Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
STLD,12.92,54.4,8.8,39.1,19.3,61.4,76.5,,35.4,66.66,2.7,6.68,59.16,5.63,0.74,0.56,131.97,2.87,74.35,27.55,37.29,0.83,0.34,,0.12,1.29,6.76,5.93,16.21,8.43,7.28,1.21,1.16,14.79,0.6,7.18,6.44,1.33,10.19,25.82,,,101.73,21.35,50.52,,12.89,,17.92,2.3,9.06,9.06,0.25,1.22,,0.29,1.42,,16.42,1,1.41,,32.41,6.95,9.78,0.36,0.77,2.5,1.55,16.28,33.77,25.22,27.32,,23.67,,8.18,16.85,,,9,16350757972.000002,Steel,Non-Energy Minerals
STM,,55.34,0.1,30.4,12.9,45.6,59.4,29.1,22.5,64.67,0.69,3.86,58.91,5.34,1.75,1.87,42.13,3.34,116.68,75.24,41.45,0.57,0.2,,0.06,0.63,8.53,6.15,37.51,16.85,8.69,2.45,2.17,11.72,0.68,5.71,2.47,0.85,19.16,22.44,,,44.52,46.19,58.3,,22.31,,23.29,2.23,10.8,10.48,0.37,2.45,,0.22,0.9,,41.84,1.04,1.07,,9.55,7.2,12.99,0.42,1.47,2.32,2.58,15.97,37.03,21.87,23.71,,22.26,,1.16,25.08,,,10,39804847942.90174,Semiconductors,Electronic Technology
STN,22.5,58.39,,11.6,8,18,18.2,,11.3,61.68,1,3.04,60.11,3.74,0.13,0.1,85.04,1.34,,67.02,54.8,2.57,0.76,,0.22,0.7,27.15,17.82,32.61,,,2.61,2.25,3.68,0.43,6.98,3.56,0.72,25.28,14.67,14.72,,63.74,42.44,5.07,,5.19,,8.07,4.63,37.09,31.63,2.28,1.95,,2.12,1.88,,27.85,,1.81,,,22.94,30.76,2.74,1.98,,1.34,5.67,76.37,12.15,13.56,,8.14,,0.43,62.07,,,10,7399825415.586917,Engineering & Construction,Industrial Services
STNE,3.67,60.54,,1.1,,25.7,18.6,,51.1,88.51,,,73.04,1.05,0.41,1.46,13.41,1.36,,56.26,683.57,2.19,0.55,,,,5.96,4.56,,2.98,2.63,1.43,1.45,16.78,0.29,,,,10.93,,23.52,9.07,17.96,73.89,8.03,,14.79,,48.5,1.38,12.74,11.01,,1.83,,,,,,1.28,,,6.3,,,,,3.35,1.36,3.9,165.04,15.16,12.42,,24.34,,,,,,4,3407478732.0,Packaged Software,Technology Services
STNG,79.66,39.21,2.9,10.6,37.9,24.7,77.5,52.7,14.8,20.05,3.61,23.82,32.21,2.91,0.9,0.27,76.93,1.6,5.72,16.66,35.81,1.5,0.5,,0.11,1.81,7.16,5.6,6.52,5.49,4.6,3.36,3.8,13.97,0.66,58.3,18.94,2.07,5.16,28.93,,,56.98,60.83,4.78,,42.12,,52.37,1.48,7.12,6.98,0.27,2.98,,,,,5.2,0.68,1.92,,,5.04,6.03,0.28,0.56,1.49,1.58,13.05,19.25,18.67,22.3,,17,,25.51,44.47,,,5,3118457909.0000005,Marine Shipping,Transportation
STR,,65.02,,,,36.5,,,26.5,74.89,7.2,5.38,70.23,1.13,0.28,0.01,25.17,3.37,,29.74,21.29,2.9,0.55,,0.99,7.2,,9.62,9.66,,,4.11,4.78,,0.34,49.48,14.48,6.55,,,,5.33,0.0,49.51,2.71,,,,40.93,1.32,,13.1,,4,,,,,6.63,0.88,,,,4.92,,,,1.32,3.37,,,,,,3.96,,0.34,,,,2,4085781116.0,Investment Trusts/Mutual Funds,Miscellaneous
STRA,64.94,53.8,,,,,,,1.7,70.14,3.07,20.41,59.49,4.16,0.97,1.26,114.62,1.49,,31.21,25.71,1.02,0.12,,0.5,2.07,18.6,13.55,22.06,,,2.23,2.3,5.38,0.76,10.43,4.31,2.07,27.25,,,,83.0,46.11,,,8.7,,12.37,1.72,27.18,23.89,,2.35,,,,,22.63,4.28,1.23,,,17.25,24.9,,1.2,17.22,1.49,4.74,61.21,7.61,6.27,,5.15,,4.89,35.29,,,9,1867815007.0,Other Consumer Services,Consumer Services
STRL,105.24,58.46,,28.3,,26,42,60.8,13.2,75.18,,52.02,63.94,3.86,0.68,1.23,129.27,1.25,,30.49,50.12,1.33,0.61,,,,15.8,12.57,9.07,,10.59,1.39,1.84,6.33,0.36,20.24,10.19,,25.94,24.24,,,41.71,17.56,7.59,,7.47,,10.75,6.25,26.88,26.75,0.73,1.99,,,,,9.94,11.07,5.75,,,8.48,9.58,1.07,1.58,102.6,1.25,9.02,79.3,22.29,26.09,,12.13,,2.05,99.44,,,7,2280537140.0,Engineering & Construction,Industrial Services
STVN,,66.84,3.4,53.7,,20.2,24.3,,17.8,90.43,0.27,,78.16,4.71,0.38,0.5,21.25,1.92,127.9,121.24,82.23,1.41,0.28,,0.1,0.27,30.77,21.3,,30.65,20.63,5.06,5.22,3.25,0.6,,,0.27,39.98,,10.74,9.3,29.3,30.08,38.07,,12.57,,17.1,4.01,38.57,37.41,,4.82,,,,,,2.66,,,92.39,37.34,,,,4.27,1.35,6.98,17.92,13.05,12.08,,9.24,,,,,,5,7774223963.0,Medical Specialties,Health Technology
STX,66.91,65.63,6.9,,2.8,,,,,74.8,2.87,24.24,68.46,0.54,0.26,0.14,108.95,0.85,81.86,117.68,34.24,12.3,,,56,2.55,175.42,59.36,60.54,20.46,16.83,3.23,4.37,0.57,,7.21,1.98,2.55,20.45,,270.63,13.38,56.71,19.79,0.39,,,,2.06,,,2178.8,,3.64,,,,,50.41,,2.66,,,32.46,60.83,,3.1,,0.47,,8.57,3.44,,,3.96,,3.82,26.83,,,9,13250325050.0,Computer Peripherals,Electronic Technology
STZ,0.64,54.6,1.9,,5.9,4.4,18,,11.2,61.38,1.73,,56.23,3.43,0.02,0.01,249.53,1.23,147.01,77.61,32.43,3.16,1.16,,0.26,1.47,17.75,15.71,41.14,17.07,14.75,5.58,5.85,5.63,0.39,14.22,3.16,1.61,18.35,11.06,11.76,6.55,286.63,51.08,7.97,,24.42,,33.11,4.44,18.59,17.91,,4.55,,,,,31.93,,0.94,,,16.38,23.7,,1.91,,0.54,9.76,35.13,15.04,26.02,,12.4,,2.61,30.17,,,7,47725997447.0,Beverages: Alcoholic,Consumer Non-Durables
SU,28.15,51.55,5.4,12.7,24.3,66.9,,,35.1,57.61,5.59,16.11,53.8,2.29,0.25,0.15,38.86,1.51,61.08,88.52,44.07,0.92,0.36,,0.43,4.08,7.31,4.56,10.1,,,1.54,1.49,13.68,0.5,14.96,11.86,4.08,11.54,27.61,6.79,,34.32,41.3,11.68,,14.75,,16.82,1.54,8.63,10.54,0.57,1.28,,,,,8.62,0.89,0.82,,,4.9,6.28,0.46,0.58,1.67,0.97,9.07,15.53,14.42,18.69,,9.05,,8.56,24.29,,,8,45631665642.9528,Integrated Oil,Energy Minerals
SUI,,64.71,,3.5,5.6,,,4.7,21.7,81.17,3.92,,71.25,0.79,0.05,0.02,124.71,0.32,46.69,,,9.87,1.14,,0.9,3,180.44,28.99,27.59,40.55,17.44,7.04,7.21,0.55,0.41,26.15,5.39,3.01,70.16,9.73,26.32,4.13,162.84,47.06,1.62,,,,17.29,2.24,107.51,29.98,14.28,4.82,,1.01,1.27,32.91,18.53,1.88,0.69,,,18.53,,,1.15,2.66,0.25,,,0.88,,,2.82,,,72.09,,,9,15644428325.0,Real Estate Investment Trusts,Finance
SUM,2.81,59.61,,12,,15.8,11.7,,3,80.19,,6.57,68.02,1.86,0.95,0.17,39.14,2.58,44.64,30.74,38.33,3.73,0.68,,,,18.5,11.81,72.13,17.24,9.49,2.14,3.05,5.41,0.52,4.23,1.84,,22.99,14.81,20.98,20.1,38.45,28.66,2.59,,8.36,,12.03,1.63,17.47,22.89,1.96,1.69,,,,,29.27,1.85,,,,11.46,32.18,1.89,1.52,3.35,1.93,4.76,16.92,10.07,9.72,,5.61,,,29.43,,,9,3805768549.0,Construction Materials,Non-Energy Minerals
SUN,18.51,62.3,,15.2,0.5,10.9,26.4,0.1,28.4,69.08,5.92,,65.66,4.38,0.13,0.05,57.84,1.65,14.82,16.66,10.29,4.62,3.79,,0.76,5.86,15.86,12.79,34.47,11.75,8.46,5.63,0.51,6.31,0.15,1.47,4.36,6.04,51.12,21.16,21.03,,49.03,5.57,3.27,,1.66,,3.13,4.36,12.88,13.06,0.92,0.21,,,,,14.41,,1.08,,,8.87,18.67,1,1.15,,1.07,5.5,26.88,13.21,36.38,,12.25,,3.38,35.05,,,7,4630933399.0,Wholesale Distributors,Distribution Services
SUPN,,64.86,,6.1,,,,,4.1,87.58,,,74.91,3.7,0.95,7.07,28.73,1.73,397.9,34,87.22,0.53,0.05,,,,,16.52,13.22,,,,2.21,,0.71,16.71,6.32,,,,102.2,4.47,31.33,87.17,6.18,,,,0.94,1.7,,,,2.63,,,,,15.97,,0.61,,9.33,15.89,44.03,,0.82,6.79,1.49,,,,,,1.46,,26.37,20.09,,,9,1595794355.0,Pharmaceuticals: Major,Health Technology
SUZ,,48.29,1.5,86.3,,,41.5,,10.7,37.08,2.42,,46.98,1.22,1.52,0.22,9.91,2.89,93.05,86.58,69.32,3.77,1.91,,0.29,2.42,8.07,5.39,,16.84,7.46,3.51,3.23,12.39,0.31,,,5.81,,16.13,18.34,9.91,9.62,34.61,2.08,,23.89,,23.66,1.55,6.91,12.03,,1.82,,,,,,1.17,0.81,,,4.29,4.56,,0.64,2.32,2.36,6.45,21.08,11.92,21.39,,6.68,,,18.7,,,6,14129283481.889996,Pulp & Paper,Process Industries
SVC,,61.46,,,12,9.3,29.1,134.2,13.8,87.59,1.84,,72.88,,0.12,0.01,5.69,0.2,,157.43,,9.95,4.96,,,14.08,35.66,11.44,13.45,,10.83,3.36,3.38,2.8,0.15,25.11,50.16,14.08,,23.55,,1.42,8.47,33.45,0.69,,,,11.21,0.85,,,,0.47,,,,3.68,1.98,,0.27,,,1.98,,,0.24,0.95,0.2,,,2.58,,,3.02,,45,37.87,,,6,1322062357.0,Real Estate Investment Trusts,Finance
SVV,,45.94,,29.3,,50.8,,99.3,22.7,51.59,,,48.75,1.72,0.46,0.08,11.89,0.99,18.42,51.98,3.03,6.09,3.19,,,,21.95,15.04,34.49,14.81,9.47,1.98,2.06,4.56,0.22,5.97,4.68,,21.83,,12.14,8.38,0.0,58.11,1.66,,4.17,,9.44,4.87,29.21,19.49,,1.25,,,,,20.56,,,,,10.11,,,,,0.83,3.5,20.23,9.08,30.71,,9.63,,,,,,3,3167337121.0,Specialty Stores,Retail Trade
SWI,13.1,49.17,,,,,6.4,,0.5,47.8,,,48.1,0.42,0.5,0.25,11.79,0.71,,40.75,46.61,5.19,0.99,,,,17.8,12.01,14.7,,,3.76,3.83,5.62,0.4,26.03,10.05,,11.44,,8.77,4.26,11.41,88.77,1.38,,1.58,,21.07,1.54,170.87,15.31,,2.51,,,,,9.82,,,,,8.95,18.53,,0.65,,0.71,0.38,250.62,6.03,0.87,,1.29,,14.96,,,,2,1657266871.0000002,Packaged Software,Technology Services
SWKS,,70.09,1.2,14.9,11.8,14,20.5,28.7,14.7,79.77,4.37,0.16,74.18,7.86,2.01,1.01,115.88,5.19,147.03,21.08,57.13,0.82,0.19,,0.38,2.31,18.79,12.22,11.48,18.63,12.56,4.33,3.97,5.32,0.77,34.59,8.44,2.31,17.81,16.53,,,93.06,41.19,20.85,,18.85,,21,2.92,21.78,16.46,1.66,4.1,,0.71,0.62,,11.9,2.11,0.87,,15.55,10.67,16.1,1.59,0.98,6.07,3.81,10.12,29.87,12.58,14.12,,12.89,,7.91,17.3,,,10,15653944952.0,Semiconductors,Electronic Technology
SWN,16.89,47.63,,93.6,,,,,13.7,59.01,,1.71,51.73,0.1,0.01,0.01,6.96,0.62,,144.21,38.1,,0.95,,,,,,,,5.23,2.57,2.01,,0.42,,,,11.71,20.26,23.27,,3.58,39.74,1.24,,,,3.01,1.76,,110.48,,1.32,,,,,,2.94,1.52,,,4.12,,,1.46,1.76,0.62,,,,,,1.12,,7.47,,,,6,7115451104.0,Integrated Oil,Energy Minerals
SWTX,38.96,62.23,,,,,,,,85.79,,,72.75,17.59,6.33,66.53,41.82,6.85,1263.08,1846.07,148.05,,0.01,,,,,,,,,15.96,99.8,,0.86,,,,,,27.86,327.29,0.0,95.46,,,,,,5.46,,,,113.71,,,,,,,,8.92,8.11,,,,,5.46,6.77,,,,,,,,0.2,,,,,1648088979.0000002,Pharmaceuticals: Major,Health Technology
SWX,13.13,48.41,,,3.2,,,,9.2,63.77,4.16,18.68,52.31,1.06,0.27,0.09,72.49,1.04,,23.89,60.33,5.56,1.59,,0.94,3.42,19.63,10.48,27.62,24.02,12.95,7.55,1.86,5.09,0.28,6.73,7.01,3.42,24.19,,15.61,3.7,73.13,18.04,1.54,,3.56,,8.15,1.55,27.05,27.54,,0.97,,,,,14.33,1.57,0.77,,,4.17,10.08,,,2.02,1.04,1.62,5.45,4.9,5.85,,3.37,,13.59,21.38,,,9,4566640459.0,Gas Distributors,Utilities
SXI,20.76,68.67,1.4,11.1,8.6,29.6,21.9,38.7,8.1,88.29,1,13.8,77.56,6.28,1.13,0.75,180.46,3.43,81.67,52.87,61.89,1.43,0.3,,0.17,0.64,21.07,16.46,25.63,,,2.81,2.93,4.75,0.62,11.42,3.89,0.65,22.89,17.95,11.02,3.7,116.02,39.27,25.2,,10.11,,15.49,3.43,29.2,26.13,2.14,2.96,,,,,26.13,3.11,1.87,,47.61,20.78,24.16,1.71,1.83,8.32,2.65,7.34,30.76,11.6,12.09,,11.85,,4.02,33.11,,,10,1712651368.0,Electronic Equipment/Instruments,Electronic Technology
SXT,11.32,67.66,0.2,4.3,1.7,1.8,0.8,,3.1,87.5,2.48,22.91,75.66,4.75,0.12,0.04,79.31,4.31,210.78,42.47,72.83,3.13,0.62,,0.57,2.06,25.76,18.66,35.56,20.01,16.14,2.94,2.69,3.88,0.53,7.56,3.31,2.06,,6.28,12.07,4.89,78.35,31.4,5.86,,6.16,,10.43,3.15,36.89,27.73,39.61,2.27,,2.4,2.61,,30.1,2.56,1.03,,2643.67,17.82,34.97,,2.2,5.31,1.71,4.49,12.64,8.57,8.62,,6.13,,0.24,25.42,,,10,2695121212.0,Food: Specialty/Candy,Consumer Non-Durables
SYM,,56.07,,,,,44.5,,115.9,70.14,,,62.62,1.78,0.87,,39.62,1.36,40.27,30.36,26.74,,,,,,,,39.58,,,1.69,1.99,,0.26,5.02,1.86,,,,,43.54,0.0,15.1,,,,,,9.62,,,,2.07,,,,,35.47,,,,12.83,30.13,,,,9.62,1.25,,,,,,,,,,,,,2575352656.9999995,Industrial Machinery,Producer Manufacturing
SYNA,5.17,54.3,,10.3,,5.1,64,8.1,,73.58,,,59.97,2.92,3.93,0.81,92.36,5.32,93.57,46.28,59.42,20.74,0.83,,,,,76.94,925.1,6.55,17.4,3.46,4.04,,0.49,0.44,0.11,,24.33,13.67,,,86.17,45.52,,,,,,2.95,,,,3.87,,,,,2199.06,,1.93,,,22.04,,,1.24,72.72,4.78,,,,,,,,2.17,54.01,,,8,3363511422.0,Semiconductors,Electronic Technology
SYY,,52.23,0.2,20.4,4.2,32.2,25.9,32.6,13.3,70.28,3.98,,57.81,5.36,0.07,0.05,71.8,1.34,26.65,33.69,24.8,3.08,6.25,,0.47,2.84,14.7,11.36,24.65,13.22,10.74,0.59,0.62,6.8,0.09,2.52,5.5,2.88,14.84,16.37,7.42,4.04,91.57,18.53,5.53,,2.66,,4.09,17.05,17.51,16.85,3.66,0.47,,1.4,1.48,,18.52,,0.82,,,12.88,17.66,1.34,2.19,,0.77,8.78,41.93,21.79,101.67,,16.53,,3.33,28.61,,,10,35859831623.99999,Other Transportation,Transportation
T,16.47,62.11,,,,10.1,27.3,,,55.58,3,6.86,60.58,0.76,0.08,0.02,18.58,0.68,17.56,242.67,28.85,3.35,1.44,,0.47,5.96,10.96,6.27,12.85,11.51,6.25,2.28,2.3,9.12,0.26,17.91,16.44,5.96,8.34,1.56,,0.96,16.93,59.33,3.67,,11.13,,20.16,1.27,9.99,7.87,,1.1,,,,,6.1,,1.08,,,3.41,7.46,,0.45,,0.63,3.37,17.16,7.28,13.28,,5.03,,5.3,8.48,,,8,108879266727.0,Wireless Telecommunications,Communications
TAK,,62.51,,11.9,1.5,,,,9.9,85.13,4.69,,71.42,0.99,0.2,0.1,13.39,1.11,286.81,100.96,62.63,5,0.67,,1.91,4.55,52.45,10.43,47.46,46.79,11.34,2.61,2.39,1.91,0.48,5.23,3.61,4.36,16.96,18.58,,1.59,14.74,66.54,2.07,,3.38,,6.37,0.92,41.46,41.46,4.82,1.59,,,,,29.24,,0.82,,,9.46,30.57,4.4,0.66,,0.58,0.99,9.63,1.51,2.1,,5.36,,1,33.48,,,9,51821442000.81066,Pharmaceuticals: Major,Health Technology
TAL,60.03,48.02,2.1,,,,,,,59.43,,,52.1,3.79,3.05,13.81,10.15,3.42,30.9,47.17,11.95,13.68,0.07,,,,198.37,198.37,11.33,,80.66,1.75,2.33,0.5,0.74,20.54,4.99,,15.13,23.56,134.01,28.39,7.67,54.09,,,,,,1.67,,125.31,,4.14,,,,,20.26,3.13,0.55,3.01,2.52,20.26,230.72,,0.99,1.77,3.36,,3.37,0.46,,,,,,,,,5,4611557864.0,Miscellaneous Commercial Services,Commercial Services
TALO,,57.3,,15.1,,91.7,,,12.4,68.98,,,62.39,0.54,0.03,0.01,11.97,0.78,,44.33,43.67,1.62,0.57,,,,27.52,3.89,6.82,28.75,3.35,1.89,2.39,3.63,0.43,35.02,24.9,,1059.16,,,,12.68,24.76,1.45,,,,17.24,0.8,149.63,17.81,,1.03,,,,,2.83,0.8,,,,2.81,5.14,,0.51,0.8,0.78,,3.09,3.04,,,1.64,,,,,,4,2051885844.9999995,Oil & Gas Production,Energy Minerals
TAP,,46.74,0.5,2.7,42.2,57.6,54.2,7.8,6.5,70.84,3.06,,56.44,1.53,0.12,0.07,51.34,0.69,42.52,145.85,26.81,2.68,0.47,,0.29,3.33,10.12,7.16,11.92,10.03,7.06,1.41,1.39,9.88,0.5,11.68,12.8,3.44,9.33,4.77,3.98,0.75,62.4,38.17,8.88,,9.07,,14.7,0.83,10.27,8.8,,0.93,,,,,8.01,,0.75,,,5.29,7.42,,0.51,,0.47,4.12,37.78,7.32,8.3,,5.59,,9.12,13.65,,,8,13752719219.0,Beverages: Alcoholic,Consumer Non-Durables
TAP.A,,63.74,0.5,2.7,42.2,57.6,54.2,7.8,6.5,72.18,2.5,,68.38,1.53,0.12,0.07,62.5,0.69,42.52,145.85,26.81,2.68,0.47,,0.29,2.72,10.12,7.16,11.92,10.03,7.06,1.41,1.39,9.88,0.5,11.68,12.83,2.82,9.29,4.77,3.98,0.75,62.82,38.17,8.88,,9.07,,14.7,0.83,10.25,8.78,,0.93,,,,,8,,0.75,,,5.3,7.39,,0.51,,0.47,4.12,37.78,7.32,8.3,,5.59,,9.12,13.63,,,8,14104273498.744837,Beverages: Alcoholic,Consumer Non-Durables
TBLA,12.76,30.05,,141.2,,,,,,34.4,,,30.49,1.78,0.43,0.86,3.28,1.31,,85.04,59.91,4.55,0.21,,,,,24.32,16.51,,12.94,0.58,0.73,,0.62,4.45,6.14,,82.31,,,18.45,2.36,29.16,,,,,,1.09,,,,0.74,,,,,16.89,,,,,11.61,,,,3.13,1.31,,,,,,,,15.83,,,,2,1298427665.9999998,Internet Software/Services,Technology Services
TCOM,36.58,52.35,,1.3,,76.6,,,25.8,61.56,,36.36,56.07,2.08,0.78,1.42,47.79,1.15,,660.48,87.96,3.59,0.37,,,,15.78,15.45,92.94,13.98,13.31,4.16,4.36,6.34,0.56,4.94,1.04,,17.54,,12.74,15.3,57.61,81.53,6.3,,22.91,,27.76,1.75,21.47,15.41,2.2,4.88,,,,,99.77,1.66,0.74,,,94.81,24.6,,2.1,4.02,1.15,4.86,221.1,9.06,8.83,,5.58,,1.95,83.84,,,7,23461939813.298077,Other Consumer Services,Consumer Services
TDC,,52.58,3.5,,,17.9,21.3,21.5,2.9,54.49,,,53.56,0.76,0.34,0.54,33.99,0.78,5.34,53.37,59.98,2.65,11.65,,,,29.44,15.15,13.25,14.81,10.81,1.98,1.97,3.4,0.03,14.87,8.25,,15.7,20.27,16.06,2.94,44.82,60.21,5,,2.31,,8.51,61.8,80.93,16.74,1.16,1.89,,,,,12.77,,0.9,,,11.79,28.34,1.35,1.2,,0.77,2.28,48.22,13.74,27.67,,4.14,,10.36,55.72,,,7,4458537175.0,Packaged Software,Technology Services
TDG,48.88,35.72,,21.1,,15.4,39.6,3.8,8.9,19.3,,28.01,29.22,2.61,1.92,0.19,1241.94,3.71,200.49,36.12,57.5,6.37,,,,,27.09,24.92,55.61,22.15,20.13,9.85,12,3.69,,21.58,2.27,,32.7,11.44,25.62,12.55,1021.21,59.08,2.74,,21.24,,45.33,,49.26,42.02,4.72,9.76,,1.68,2.97,,45.34,,1.85,,,41.22,52.37,4.2,7.81,,2.92,7.62,91.1,17.56,,,16.21,,,86.67,,,10,47716878151.99999,Aerospace & Defense,Electronic Technology
TDOC,,38.91,,,,,36.2,,9.4,52.09,,,43,,2.82,0.69,9.26,3.82,16.95,15.47,29.79,9.28,0.7,,,,,12.16,10.45,,7.67,0.78,0.8,,0.53,7.62,12.71,,,,25.61,3.26,31.26,70.81,,,,,,0.68,,,,0.59,,,,,7.66,,,,,4.43,26.54,,0.65,,3.74,,,,,,,,,,,,,3496984702.0000005,Medical/Nursing Services,Health Services
TDS,148.48,59.54,0.2,,2.9,,,,0.2,71.58,3.25,11.57,63.6,0.76,0.24,0.05,21.31,1.58,33.98,61.66,71.09,7.24,1,,,2.8,,11.71,122.41,,,,1.65,,0.38,1.35,2.84,0.76,,,69.09,,16.64,55.6,0.77,,,,3.73,0.59,,,,0.48,,,,,34.45,,0.86,,,1.85,,,1.65,,1.4,,,,,,1.47,,,53.28,,,8,1812842286.0,Wireless Telecommunications,Communications
TDW,80.15,55.7,,,,,,,24.7,73.15,,60.93,61.44,3.77,0.83,0.39,104.88,1.81,11.69,25.72,75.89,1.87,0.68,,,,23.73,14.73,50.43,,,2.87,5,4.21,0.51,9.91,2.04,,,,94.17,22.95,64.56,28.04,3.5,,11.73,,19.61,5.24,41.62,43.9,,4.9,,,,,49.75,3.2,,,,38.17,69.83,,5.82,5.24,1.74,7.51,20.55,16.06,13.63,,12.44,,,,,,2,3560285754.9999995,Marine Shipping,Transportation
TDY,,56.09,,30.6,,21.2,22.8,1.4,13,73.25,,,62.17,3.38,0.51,0.28,394.87,1.81,108.85,50.64,56.39,2.42,0.35,,,,20.41,15.66,25.71,15.79,14.38,3.57,3.75,4.9,0.64,14.6,4.37,,19.24,21.3,6.17,3.48,428.0,43.32,15.04,,15.81,,18.53,2.01,21.36,20.03,1.21,3.38,,0.92,1.14,,23.15,,1.07,,,20.48,24.05,1.12,1.23,,1.29,6.15,66.14,8.1,10.01,,7.61,,3.73,33.87,,,10,19537845644.0,Aerospace & Defense,Electronic Technology
TEAM,,59.27,,3,,,18.6,14.3,27.9,61.67,,,61.58,7.34,0.86,1.7,179.95,1.18,,71.54,41.44,42.83,1.1,,,,,1593.48,36.44,105.07,90.8,8.96,11.13,,0.22,30.55,2.72,,55.08,,28.56,20.95,281.4,81.86,,,,,,41.37,,63.36,,11.16,,,,,36.71,,,,,36.08,233.43,,4.09,,1.18,,,,,,,,0.51,,,,3,52180181896.0,Packaged Software,Technology Services
TECH,,63.68,,11.6,,5.6,20.5,11.1,14.4,89.68,0.41,7.32,74.47,11.94,0.97,0.29,77.2,4.08,169.07,26.92,67.97,1.38,0.25,,0.17,0.41,50.28,34.83,49.9,35.7,29.48,9.99,10.86,1.99,0.74,21.76,2.06,0.41,39.24,11.64,6.5,6.77,87.85,66.8,14.62,,17.59,,21.44,6.04,61.28,41.96,2.61,10.75,,2.26,3.35,,49.49,6.63,1.07,,,40.54,53.72,4.29,2.66,23.54,2.88,7.55,38.62,9.77,10.32,,8.88,,,65.43,,,10,11654372151.0,Biotechnology,Health Technology
TECK,14.23,58.14,0.9,11.4,71,131.5,70.4,5.8,19.5,70.61,3.46,26.12,63.18,1.71,0.26,0.11,50.0,1.49,102.62,128.35,43.06,2.23,0.44,,0.12,0.74,15.15,8.85,,9.4,6.19,2.83,2.99,6.6,0.45,,,0.73,16.07,,,,38.47,31.33,9.71,,10.6,,22.09,1.35,21.93,16.16,0.57,2.38,,,,,,1.01,1.62,,,11.81,1117.52,,1.76,1.41,0.86,2.92,6.71,6.03,6.06,,3.76,,,26.74,,,7,22867502252.736427,Coal,Energy Minerals
TEF,12.44,54.37,,24,,,,,,73.86,5.22,11.06,60.38,0.57,0.34,0.96,4.35,0.91,,,76.01,0.75,0.36,,,7.39,12.39,2.48,4.38,6.45,2.18,0.58,0.67,8.07,0.22,12.91,23.21,7.48,14.6,14.35,,0.66,4.29,,1.33,,,,6.67,0.98,,,,0.6,,,,,4.65,,0.79,,,2.11,11.79,,0.32,,0.86,,7.01,2.67,,,0.84,,17.91,7.63,,,9,24093691898.918552,Specialty Telecommunications,Communications
TEL,5.63,65.28,1.9,9.3,7,36.9,54.1,20.6,11.3,80.03,2.08,14.24,70.35,4.84,0.23,0.28,156.18,1.45,94.64,56.31,67.85,1.2,0.34,,0.33,1.54,18.65,14.47,19.02,16.38,12.78,2.97,3.2,5.36,0.55,16.85,5.58,1.66,18.7,18.21,11.32,4.73,139.11,33.3,37.54,,21.63,,18.02,3.85,14.29,21.54,2.73,3.09,,1.16,0.97,,18.38,2.88,1.29,,,14.68,20.82,1.5,1.7,8.63,0.92,15.45,42.73,15.37,28.77,,21.34,,4.42,25.48,,,9,39769745637.0,Semiconductors,Electronic Technology
TENB,,54.83,,26.7,,32.8,61.5,41.1,16.7,60.1,,,57.69,2.38,0.8,1.24,44.9,1.23,,,73.77,141.45,1.15,,,,,1727.57,33.26,83.97,,5.54,6.08,,0.23,18.27,2.83,,40.91,,27.48,14.1,53.29,77.36,,,,,,14.86,,47.23,1.27,6.33,,,,,34.63,,,,,32.38,,,4.42,,1.23,,,,,,,,0.61,,,,,5274295554.0,Packaged Software,Technology Services
