Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DKNG,,62.74,3.23,,,,20.3,47.1,31.8,3.35,57.9,61.85,,,63.85,2.58,,0.53,0.65,43.03,1,,4.4,25.59,,1.25,,,,,,446.25,68.71,23.46,3.39,4.66,,0.25,1.04,0.23,,85.05,,,27.39,43.33,38.5,,,,,,,19.47,,183.11,,4.53,,,,,442.89,0.99,,,,,127.11,,,,,1,,,,,,,,0.39,,,,,14401777983.0,Movies/Entertainment,Consumer Services
DKS,68.32,59.53,,1.8,5.7,47.4,20.7,30.5,,55.66,13.5,69.25,7.76,7.58,64.46,4.47,,0.58,0.39,213.66,1.77,129.74,60.32,3.93,2.24,1.5,,0.3,2.02,12.92,10.23,27.11,12.73,10.11,1.48,1.51,7.74,0.29,5.21,4.02,2.07,14.4,24.68,6.96,3.81,163.33,35.54,26.66,,,8.46,,11.13,5.87,15.29,15.09,0.59,1.31,,0.53,0.76,,23.63,1.31,2.1,1.73,,,12.14,17.04,0.61,1.44,6.55,0.69,11.92,31.63,23.31,42.81,,19.77,,4.66,28.3,,,10,9600853826.0,Specialty Stores,Retail Trade
DLB,,65.42,1.95,1.9,0.3,10.9,,8.8,,,2.2,71.18,2.35,,68.09,9.55,,1.15,10.26,78.2,2.86,92.19,46.16,82.47,0.13,0.02,,0.37,1.53,27.32,20.54,24.33,,15.36,5.32,5.68,3.66,0.8,23.34,3.98,1.69,19.23,2.74,8.61,5.96,83.19,88.97,,,,20.56,,20.78,3.01,28.86,24.02,240.2,5.96,,1.88,1.82,,25.49,0.94,2.3,1.01,,13.28,23.16,43.72,,1.57,4.94,2.78,8.7,45.68,10.17,10.88,,11.37,,3.56,32.45,,,10,7820584258.0,Packaged Software,Technology Services
DLO,,71.05,1.85,0.5,117.1,,78.5,47.1,46.5,95.88,82,78.85,,,74.82,4.61,,0.95,163.61,11.4,1.54,,514.17,189.11,0.03,0.01,,,,20.62,18.18,17.14,12.92,11.95,2.79,3.49,4.85,0.39,20.36,4.57,,20.28,,37.56,21.95,26.76,38.48,,,,16.35,,18.98,7.13,28.5,52.05,,4.66,,,,,22.77,0.43,4.37,,,8.64,19.88,25.1,,,8.2,1.54,10.62,609.54,26.93,26.36,,124.13,,3.14,,,,5,6012145584.0,Packaged Software,Technology Services
DLTR,,57.11,,2.3,2.4,,,1.4,,,9.1,68.83,,,62.42,2.28,,0.1,0.05,71.5,1.02,88.78,34.74,,,1.46,,,,,,54.43,14.26,8.97,0.8,0.81,,0.33,1.49,3,,11.78,24.27,6.57,2.96,161.17,30.78,0.94,,,,,0.33,2.08,,12.72,,0.5,,,,,34.02,0.44,1.42,0.48,,,5.6,,,1.1,3.56,0.17,,,,,,0.51,,2.28,22,,,8,24717620250.0,Discount Stores,Retail Trade
DNA,,53.15,8.37,67.7,313.1,,,,,,363.4,66.32,,,57.04,,,5.39,1.38,8.26,5.79,1.49,150.79,49.09,,0.56,,,,,,,,,7.7,1.32,,0.54,,,,,,29.81,,35.19,80.87,,,,,,,0.55,,,,1.97,,,,,,0.23,,,,,,,,,0.61,5.79,,,,,,,,15.71,,,,,4050786110.999999,Medical/Nursing Services,Health Services
DNB,6.87,67.75,,,,,2.1,2.1,37.7,17.11,4.3,76.6,1.58,8.57,71.22,0.76,,0.29,0.08,12.71,0.7,,41.91,33.4,4.87,1.11,,0.2,1.58,49.49,11.86,39.59,10.23,9.74,3.58,3.8,2.02,0.37,9.6,4.07,1.58,11.51,23.94,7.01,4.6,12.32,63.75,0.76,,,,,8.28,1.68,,12.46,0.55,2.32,,,,,24.06,1.03,,,,,12.11,36.71,0.5,,,0.7,,128.03,2.27,,,0.97,,1.92,,,,2,4524028333.999999,Packaged Software,Technology Services
DNLI,45.76,39.28,4.73,,,,,,,669.08,,34.22,,36.13,35.89,,,9.61,,,9.98,,,,,,,,,,,,,,67.51,8.37,,,,,,,,,,,,,,,,,,2.74,,,,10.37,,,,,,19.35,,,5.17,4.93,,,,,2.74,9.98,,,,,,,,,,,,1,3236290801.0,Biotechnology,Health Technology
DNUT,,43.9,5.01,,17.7,,14.4,,,3.57,12.6,38.29,1.26,3.32,41.46,1,,0.05,0.02,10.99,0.35,31.01,124.42,11.61,5.96,1.11,,0.7,1.26,37.93,14.32,,,,,1.83,2.64,0.39,,,1.26,35.61,,25.21,5.62,14.46,75.26,,,,1.64,,,1.58,64.65,54.95,4.86,1.08,,,,,,0.76,,,,,91,,3.6,,,0.28,0.88,8.49,3.08,2.43,,,,,,,,,2208465979.0,Food Distributors,Distribution Services
DOC,33,55.21,0.04,,,,2.7,16.1,7,29.97,8.8,74.22,4.08,16.7,60.6,1.06,,0.11,0.02,22.24,0.6,,100.14,8.84,5.66,1.04,,3.02,5.36,40.6,15.49,23.89,57.95,14.61,8.48,9.56,2.46,0.43,40.01,6.55,5.36,105.94,8.28,,9.51,21.77,59.83,1.74,,,12.16,,17.95,1.82,47.32,55.88,,5.59,,,,13.95,14.09,1.02,2.24,0.69,,,14.09,,,1.03,2.03,0.6,1.68,168.67,3.59,3.97,,2.38,,,25.86,,,9,3133290786.0,Real Estate Investment Trusts,Finance
DOCN,43.25,48.29,9.97,5,,,53.3,143.6,,5.35,33.5,51.5,,13.4,49.63,1.97,,2.5,0.27,37.88,3.14,,10.96,31.13,7.29,,,,,52.03,21.33,48.12,33.76,13.52,5.4,6.29,1.92,,13.07,2.83,,20.56,,10.07,12.87,44.12,60.18,7.55,,,10.86,,9.18,,44.56,20.26,0.5,4.89,,,,,36.94,0.86,,,,,12.64,68.95,0.95,,,3.14,5.53,19.14,7.06,,,6.24,,1.61,,,,1,2160777385.0,Packaged Software,Technology Services
DOCS,74.05,60.87,12.28,,134.4,,40.4,54.2,25.4,58.37,25.8,67.34,,48.22,61.8,40.26,,6.09,59.71,53.39,7.24,,13.02,76.53,0.06,0.01,,,,45.58,43.38,42.34,,40.49,17.14,17.81,2.19,0.86,42.06,2.18,,47.2,,11.93,10.91,45.23,89.94,,,,33.69,,39.06,10.37,61.37,57.47,0.73,20.74,,,,,49.39,1.18,5.41,,15.39,12.45,47.97,66.18,2.25,,11.48,7.24,16.43,474.43,21.69,19.29,,54.5,,1.7,,,,6,4131794326.999999,Packaged Software,Technology Services
DOCU,62.9,74.56,18.01,,48.2,,,,54.3,29.99,19.1,80.81,,21.18,76.5,6.22,,0.58,6.92,80.38,0.84,,8.02,46.75,0.49,0.07,,,,92.74,59.71,17.97,26.83,23.2,5.26,5.78,1.08,0.52,32.15,5.63,,21.77,,8.84,6.62,63.02,79.17,35.39,,,34.56,,4.92,8.29,16.96,24.07,,5.92,,,,,18.33,1.28,3.51,,,,16.65,205.02,,2.24,11.48,0.84,30.39,48.46,12.79,81.78,,24.07,,5.68,,,,1,8930863338.999998,Packaged Software,Technology Services
DOOO,,37.51,,4.7,,87.1,26.6,31.8,21.5,28,25.3,39.53,3.06,,39.44,2.39,,0.12,0.09,48.38,1.32,121.77,68.12,19.56,3.13,5.52,,0.11,1.22,13.27,7.6,12.38,9.95,6.48,0.9,0.82,7.54,0.09,6.87,12.92,1.25,12.91,27.09,,,66.01,23.65,4.54,,,2.77,,9.35,9.09,20.02,9.13,0.31,0.56,,0.27,0.24,,8.29,0.73,,0.64,,,4.37,11.33,0.38,0.85,,0.37,3.76,21.15,13.24,35.96,,12.08,,8.93,13.51,,,10,6041098855.314668,Trucks/Construction/Farm Machinery,Producer Manufacturing
DORM,58.58,73.57,2.3,0.9,12,,18.2,11.2,7.4,5.54,21.9,83.17,,24.9,76.23,4.6,,0.08,0.07,139.8,2.34,194.23,51.32,96.17,1.92,0.51,,,,17.31,15.06,27.93,14.3,12.82,2.36,2.51,5.78,0.52,8.99,4.15,,18.54,21.85,20.67,4.41,105.72,39.54,6.76,,,9.43,,14.39,3.46,23.38,21.47,1.97,2.25,,1.72,2.13,,24.58,1.32,2.83,0.91,,22.88,19.88,23.11,1.1,1.78,8.41,1.16,8.13,27.66,16.22,15.73,,11.73,,5.03,33.37,,,10,2476229269.0,Automotive Aftermarket,Consumer Durables
DOV,34.48,65.64,2.46,0.9,15.7,1,13,23.5,8,17.28,9.3,76.22,1.06,1.52,69.11,5.61,,0.16,0.11,206.51,1.57,80.35,61.37,61.33,1.39,0.59,,0.26,0.99,14.92,12.83,28.64,18.74,16.53,3.81,3.51,6.7,0.48,12.26,3.86,1,21.92,18.33,6.31,,148.01,36.77,10.83,,,17.47,,16.26,4.97,18.47,26.22,2.24,3.25,,,,,26.34,1.4,,1.56,,,22.62,15.53,1.73,1.81,,1.06,13.59,99.01,23.26,29.77,,12.45,,2.55,29.76,,,10,20204773605.0,Industrial Machinery,Producer Manufacturing
DOW,,33.76,,1.9,16.6,,,4.4,,,6.6,40.31,6.32,,36.11,1.94,,0.27,0.16,44.64,1.66,60.36,45.15,43.53,3.88,0.98,,1.31,6.32,25.38,10,66.87,12.91,7.04,1.03,1.07,3.94,0.31,1.6,2.21,6.32,14.49,23.52,24.12,1.74,48.79,10.76,2.36,,,2.46,,4.33,1.71,29.76,20.86,4.35,0.75,,,,,47.06,0.91,1.93,,,,8.65,82.83,1.76,0.64,4.01,1.04,1.82,7.04,3.77,5.71,,4.54,,4.52,,,,7,37853535762.0,Chemicals: Specialty,Process Industries
DOX,7.27,49.73,4.27,2.7,1.5,10,,18.9,,,8.7,63.07,3.61,11.21,52.29,3.25,,0.35,0.65,87.18,1.2,,34.04,56.86,0.94,0.23,,0.3,2.15,16.05,12.34,16.68,,9.07,2.28,2.06,6.23,0.54,12.37,6.17,2.2,12.5,9.81,8.26,,96.0,35.07,20.24,,,9.85,,15.18,2.9,20.56,14.2,3.09,1.99,,0.95,1.4,,16.11,0.91,3.74,0.84,,,13.81,22.27,,1.01,22.18,1.2,7.69,69.23,12.85,14.02,,12.42,,7.79,20.18,,,10,10502587476.000002,Information Technology Services,Technology Services
DQ,2.86,44.95,71.99,3.4,90.3,,53.8,179.5,67.5,16.91,50.6,43.17,,25.26,42.57,1.56,,3.68,,20.19,4.61,47.53,19.48,23.55,,,,,,15.18,15.18,3.35,1.3,1.22,0.8,,6.59,0.67,,,,54.14,59.82,,,13.47,,,,,,,,0.28,,9.9,0.1,1.01,,,,,,1.5,0.36,0.86,,2.41,,,,0.13,0.29,4.28,,,,,,,,,4.65,,,10,2436091878.0,Chemicals: Specialty,Process Industries
DRH,5.66,56.7,2.09,0.1,,,,,,,50.5,58.69,1.29,3.54,57.74,0.97,,0.24,0.06,9.2,0.92,,118.06,52.92,4.81,0.74,,0.43,1.29,21.93,12.1,24.34,16.75,10.56,2.71,2.74,4.56,0.52,11.24,6.56,1.29,19.37,,13.49,3.12,9.85,54.53,1.98,,,6.3,,12.06,1.16,32.86,32.97,,1.76,,,,11.12,15.54,0.93,1.3,0.72,,,9.65,75.43,,2.05,1.16,0.92,2.17,4.89,4.75,4.27,,4.36,,4.22,61.33,,,8,1735583068.0,Real Estate Investment Trusts,Finance
DRI,2.03,63.03,2.03,3.1,,50.1,25,21.2,5.1,23,20,71.85,6.81,8.35,66.27,2.55,,0.08,0.04,174.98,0.35,12.04,16.63,2.03,2.95,2.48,,0.61,3.04,19.17,14.16,25.75,17.87,13.3,2.16,2.24,5.22,0.19,8.69,4.83,3.14,18.46,,9.92,6.01,176.97,21.16,9.18,,,9.11,,11.75,9.63,20.18,19.88,0.75,1.86,,0.78,0.99,,21.21,0.99,,1.12,,,12.98,19.1,,2.06,,0.22,9.19,17.53,14.69,48.36,,9.81,,2.83,31.19,,,9,18138252624.0,Restaurants,Consumer Services
DRS,49.23,58.02,2.47,,,,,8,4.9,11.15,,45.5,,18.1,54.31,4.38,,0.23,0.43,34.66,2.11,52.77,44.4,22.27,1.26,0.19,,,,34.6,26.05,35.25,,,1.44,2.98,2.89,0.64,8.46,2.94,,32.92,,17.92,8.88,0.0,22.37,10.69,,,6.23,,8.75,3.7,46.84,39.84,6.64,2.97,,,,,34.4,,3.84,,,19.36,27.07,33.87,7.93,,8.35,1.7,5.18,67.09,9.52,8.39,,6.88,,0.97,,,,5,4372780140.0,Aerospace & Defense,Electronic Technology
DRVN,8.92,64.01,3.71,1.2,,,,170.4,,33.01,38.8,63.21,,30.31,63.96,0.78,,0.52,0.05,16.86,1.9,26.04,26.17,26.64,10.15,4.24,,,,30.01,16.52,,15.99,10.56,2.58,2.85,3.33,0.17,,,,13.53,,23.36,7.3,31.74,53.09,1.86,,,0.27,,13,2.87,421.5,16.37,,1.16,,,,,,0.53,,,,,11.66,,,,,1.72,0.11,7.32,4.07,0.69,,0.62,,,,,,4,2286816911.0,Other Consumer Services,Consumer Services
DSGR,50.34,53.19,6.21,,28.2,,15.8,,1.7,15.12,23.2,64.93,,8.29,55.48,2.35,,0.22,0.07,39.2,2.81,103.39,35.07,50.25,7.99,1.24,,,,75,24.8,141.83,,,1.33,1.51,1.33,0.38,1.06,1,,22.9,20.59,,10.21,30.64,34.21,0.68,,,0.13,,2.06,2.7,1960,136.11,5,1.08,,11.81,8.58,,98.98,1.28,,1.34,,,47.27,158.07,7.03,2.48,,1.55,0.14,5.5,2.56,0.34,,,,,93.33,,,6,1181509694.0000002,Wholesale Distributors,Distribution Services
DT,3.88,59.73,8.42,,19.9,,4.7,66.5,17.1,4.99,24.9,73.58,,15.21,63.84,9.16,,0.96,12.47,55.46,1.42,,17.9,82.91,0.4,0.04,,,,106,76.95,35.95,96.64,73.08,9.36,10.03,0.94,0.64,27.9,2.63,,41.86,,12.81,16.18,60.11,81.3,,,,10.44,,9.46,7.72,100.84,59,,10.71,,,,,38.41,0.92,7.48,,,55.46,36.27,85.6,,3.5,21.33,1.42,5.17,125.2,6.97,8.21,,5,,0.54,,,,6,13614524493.000002,Packaged Software,Technology Services
DTE,20.7,58.81,2.17,,,,5.9,11.8,,31.22,1.5,83.8,3.28,12.05,66.94,0.93,,0.3,0.08,126.08,0.83,52.55,56.41,45.31,5.95,2.14,,0.56,3.22,19.97,11.69,,18.16,11.08,3.29,3.93,5.01,0.23,,,3.22,17.51,1.67,5.01,1.44,95.29,35.47,2.5,,,12.33,,18.37,2.25,17.08,17.21,5.93,2.09,,1.49,,,,1.32,1.45,1.47,,,7.64,153.78,,9.57,2.76,0.62,3.3,8.2,5.99,13.73,,4.94,,,18.04,,,10,22015430118.0,Electric Utilities,Utilities
DTM,53.4,75.76,14.22,,0.5,,5.4,6.8,,,6.7,68.57,2.73,31.67,73.81,2.02,,0.29,0.03,105.81,0.95,,146.71,53.55,3.06,0.65,,0.7,2.73,20.18,15.14,34.97,17.11,9.78,8.46,13.79,4.96,0.49,39.45,3.59,2.77,23.1,,7.73,10.78,59.69,79,3.18,,,41.19,,50.82,2.44,25.74,25.74,1.94,10.7,,,,,27.13,1.77,2.54,,,,13.14,27.07,2.03,,5.65,0.95,4.53,14.79,7.82,9.66,,4.59,,5.07,,,,6,5129037450.0,Oil & Gas Pipelines,Industrial Services
DUOL,31.51,71.77,40.62,,,,32.5,,91.5,1.7,31.2,78.24,,63.46,73.88,24.86,,2.57,16.12,347.64,3.09,,5.85,42.25,0.87,0.07,,,,275.17,234.67,64.43,54.76,50.98,15.08,21.36,0.36,0.67,33.14,1.49,,116.98,,120.63,30.9,218.17,73.13,,,,12.59,,7.76,18.57,189.97,189.97,,23.54,,,,,71.05,1.59,12.78,,31.57,23.1,64.63,119.6,,,19.33,3.09,8.26,102.11,7.08,12.15,,13.37,,,,,,1,6626529096.000001,Packaged Software,Technology Services
DV,,66.8,,,32.8,,38.1,45.9,100,8.93,28.1,72.74,,,69.35,12.77,,4.11,3.85,20.35,6.57,,38.58,111.4,0.68,0.08,,,,33.62,22.77,21.15,,,4.25,4.96,2.97,0.86,23.47,4.39,,40.87,,21.08,14.48,40.64,82.42,74.39,,,10.33,,12.74,3.07,55,53.98,1.75,5.62,,,,,23.92,0.5,3.91,,19.2,8.73,20.55,58.34,1.99,,6.38,6.57,5.26,38.77,8.04,6.08,,6.44,,1.46,,,,6,4841300506.0,Packaged Software,Technology Services
DVAX,,57.61,,,108.1,,,,,110.27,57.8,60.95,,,57.46,2.73,,10.91,3.05,12.91,13.23,472.32,36.63,74.48,6.43,0.37,,,,37.13,29.56,50.75,,,3.58,4.41,2.69,0.64,8.69,1.34,,50.83,,188.97,18.38,8.23,82.85,,,,7.85,,,2.49,99.31,99.31,,7.13,,,,,92.21,1.57,3.32,0.42,4.42,3.11,74.62,,,2.14,2.5,12.34,2.03,23.34,3.27,3.23,,,,0.33,,,,2,1758083959.9999998,Biotechnology,Health Technology
DVN,,40.61,,,35.9,89.8,,,99.2,27.3,22.9,35,104.66,,39.11,2.34,,0.23,0.07,37.84,1.11,8.83,29.26,39.4,1.21,0.65,,0.26,5.27,7.14,4.38,,7.1,4.2,2.32,2.12,14.01,0.47,,,3.88,8.28,,,5.25,50.42,33.19,13.05,,,21.71,,29.96,1.74,7.02,4.93,,1.54,,,,,,0.75,0.64,0.88,,,3.53,7.07,,0.86,1.84,1.01,13.18,22.39,20.51,27.15,,16.08,,7.27,,,,6,31829976802.0,Oil & Gas Production,Energy Minerals
DXC,,58.87,,11.1,,,,8.8,,1.38,,67.56,,27.13,61.32,1.01,,0.31,0.26,22.38,1.25,,26.67,76.02,2.71,1.58,,,,21.04,4.34,7.6,,3.94,0.58,0.57,4.75,0.22,7.5,24.54,,7.03,41.37,5.54,,28.25,23.26,0.15,,,0.18,,0.32,1.36,279.75,6.38,,0.32,,,,,4.25,0.79,1.58,0.63,,,3.01,26.92,,0.39,8.81,1.25,0.17,14.4,3.73,0.81,,0.1,,22.58,,,,6,4245057662.999999,Data Processing Services,Technology Services
DXCM,,63.97,1.66,,4.1,,30.6,0.6,19.3,,19.9,71.04,,,67.15,5.99,,1.44,0.96,78.1,2.46,135.11,68.52,86.5,2.66,1.31,,,,40.03,31.32,57.09,37.11,23.25,6.6,7.72,2.5,0.31,13.53,1.75,,38.35,,23.37,13.81,148.78,61.68,33.05,,,17.22,,15.88,15.4,46.77,44.89,,8.2,,,,,60.74,0.52,5.74,0.54,,,39.5,61.07,,5.5,16.51,2.12,10.48,58.88,15.76,30.96,,27.39,,,169.78,,,5,37371446919.0,Medical Specialties,Health Technology
DY,91.73,45.79,11.23,1.7,11,,27.5,55.2,,40.54,12.1,41.34,,6.86,44.43,4.56,,0.03,0.01,180.67,3.12,10.81,22.35,47.22,2.22,0.98,,,,18.15,11.85,60.47,14.2,9.6,1.22,1.41,5.51,0.4,2.33,2.02,,19.39,20.86,18.25,11.11,136.29,19.62,5.5,,,4.91,,7.21,4.27,23.77,23.78,2.38,1.17,,1.38,4.39,,50.67,1.33,2.88,1.32,,334.57,15.48,33.99,1.23,3.32,7.82,2.93,8.19,43.57,16.06,20.08,,10.68,,,41.15,,,10,2843287466.0,Engineering & Construction,Industrial Services
E,,30.18,,3.4,16.4,18.3,64,,228.7,19.27,31.8,17.62,8.39,,25.37,1.76,,0.49,0.48,28.22,1.3,30.22,75.63,56.87,1.52,0.69,,0.64,7.45,3.9,2.61,12.03,5,3.34,0.69,0.67,25.64,0.37,5.57,12.41,7.45,7.09,31.6,,,29.73,12.4,0.97,,,2.85,,8.57,0.83,16.83,8.83,0.59,0.49,,,,,8.77,0.95,0.62,0.76,,,3.24,4.51,0.37,0.4,0.95,1.11,1.79,24.37,14.52,4.76,,2.46,,3.44,38.66,,,7,54559459892.66246,Oil Refining/Marketing,Energy Minerals
EA,5.89,66.34,,2.3,1,30.8,21,19.2,7.9,12.28,13,54.69,0.46,7.51,63.41,6.38,,0.92,1.31,163.1,1.43,,26.15,38.66,1.04,0.26,,0.18,0.46,29.41,22.65,21.57,21.27,18.15,5.6,5.76,3.4,0.56,26.7,4.62,0.46,21.26,13.47,23.14,4.76,139.63,78.34,33.16,,,14.12,,19.69,5.79,41.93,38.98,3.36,5.93,,3.27,1.38,,22.32,1.17,6.65,1.05,,,20.13,30.39,3.94,1.51,25.52,1.43,7.92,257.54,14.06,13.97,,9.3,,3.51,33.63,,,10,32634017305.0,Packaged Software,Technology Services
EAF,,60,134.52,1.3,,,,,,342.71,,53.23,,10.67,57.45,,,0.96,0.15,2.03,3.79,204.43,40.24,65.03,,,,,,,,,,29.48,2.42,2.46,,,,,,,54.51,30.76,10.45,2.06,,,,,,,,,,,,0.96,,,,,,0.99,,,,,,,,0.15,,1.98,,,,,,,,,2.99,,,6,1011823109.0000002,Electrical Products,Producer Manufacturing
EAT,168.13,79.48,32.69,0.7,,,5.1,11,,24.94,10.5,83.29,,43.08,80.77,3.24,,0.03,0.01,130.69,0.32,8.27,14.23,4.68,4.59,158.19,,,,29.72,17.82,35.9,22.5,14.62,1.64,1.72,3.36,0.01,4.78,3.74,,23.86,5.96,19.19,4.74,43.37,14.88,4.92,,,4.11,,6.75,450.66,31.88,27.54,,1.32,,,,,27.63,3.01,,2.16,,,14.07,23.41,,4.52,,0.17,7.4,13.47,13.52,,,11.35,,3.5,38.44,,,10,1402226934.0,Restaurants,Consumer Services
EBAY,52.6,62.82,6.28,8.9,33.4,16,11.7,7.5,10.7,25.41,15.3,83.73,1.66,15.97,70.55,5.01,,0.87,0.62,64.31,1.25,,37.42,17.82,2.39,1.45,,0.23,1.66,11.57,10.37,24.53,12.95,11.31,3.25,3.33,8.64,0.27,13.56,4.52,1.69,12.32,7.64,9.83,2.99,55.17,72.02,8.44,,,19.68,,21.28,5.72,16.16,13.71,,3.18,,,,,23.35,1.17,4.15,0.82,,,17.52,32.05,,0.87,28.21,1.25,9.66,172.41,18.79,34.22,,11.83,,10.82,11.87,,,8,23712932186.0,Internet Retail,Retail Trade
EBR,,45.22,,,2.2,,,,,31.19,,65,1.26,,51.42,0.73,,1.06,0.39,6.01,2.06,22.61,109.42,49.68,4.3,0.6,,0.11,1.26,8.91,6.8,26.85,5.05,4.56,2.33,2.91,11.22,0.43,11.88,6.44,1.26,8.55,,54.3,3.04,6.73,80.74,1.65,,,26.69,,25.33,0.64,7.39,8.57,,2.11,,,,,16.66,0.89,0.86,1.24,,,9.21,19.72,,0.91,1.83,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.07,,,7,17034658709.929998,Electric Utilities,Utilities
EBR.B,,44.8,,,2.2,,,,,31.19,,56.86,5.23,,48.51,0.73,,1.06,0.39,6.82,2.06,22.61,109.42,49.68,4.3,0.6,,0.49,5.23,9.57,7.31,26.85,5.05,4.56,2.33,3.13,10.45,0.43,11.88,5.68,5.23,45.46,,54.3,3.04,7.45,80.74,1.65,,,26.69,,25.33,0.66,8.39,9.73,,2.17,,,,,17.06,0.92,0.88,1.27,,,9.43,20.17,,0.93,1.88,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.37,,,7,17034658709.929998,Electric Utilities,Utilities
EC,,48.67,,,14.9,39.3,51.1,187.1,,21.68,41.8,46.71,83.7,,50.76,1.24,,0.31,0.12,8.04,1.48,45.99,54.25,30.72,2.9,1.64,,1.31,29.85,4.55,4.55,,4.34,3.1,1.18,1.36,21.98,0.25,,,37.32,4.53,25.92,,,9.28,35.86,4.39,,,12.38,,28.05,1.07,4.55,4.29,0.2,0.56,,,,,,0.87,0.55,0.47,,,3.79,189.52,0.22,0.84,1.52,1.21,5.86,27.37,16.6,22.63,,11.49,,33.27,6.43,,,9,25278749861.60169,Integrated Oil,Energy Minerals
ECL,34.12,48.23,1.95,,9.3,4.6,10.4,9,6.6,9.4,9.6,60.77,1.15,8.19,51.17,5.04,,0.27,0.15,247.7,1.3,62.87,66.94,66.15,2.15,0.97,,0.36,0.92,26.31,19.97,38.5,26.32,19.42,4.73,4.92,3.8,0.39,12.77,2.85,0.92,33.05,8.78,17.09,4.04,202.07,43.13,7.16,,,13.05,,16.25,8.2,34.74,38.7,14.88,4.52,,,,,35.53,1.23,,1.35,,,24.47,27.32,5.83,2.79,,0.97,9.42,57.23,16.77,25.01,,10.9,,3.42,55.41,,,9,50724635653.0,Chemicals: Specialty,Process Industries
ECPG,2.47,57.02,,9.1,0.8,,,,,11.47,2.9,59.08,,3.2,57.79,0.85,,1.08,0.07,49.38,1.48,,,,29.46,3.39,,,,50.7,37.05,39.17,8.18,,2.75,3.36,1.97,0.21,8.58,9.75,,6.59,,,,55.94,47.79,1.35,,,,,24.94,1.12,,,,0.91,,,,,10.54,0.88,,1.01,,,7.02,,,0.46,2.79,1.48,,52.75,2.04,,,8.11,,,10.73,,,9,1111549275.0,Finance/Rental/Leasing,Finance
ECVT,,60.3,,5.2,,,23,5.3,,100.54,16.8,41.86,,,55.95,1.07,,1.1,0.14,7.95,2.54,36.7,25.33,42.29,4.53,1.22,,,,15.84,8.65,15.83,,8.26,2.25,2.44,6.31,0.4,15.41,11.57,,9.54,30.96,20.63,4.42,10.34,28.03,1.93,,,7.72,,14.27,1.27,17.28,15.29,,1.34,,,,,8.85,0.77,1.7,,,,5.55,14.3,0.84,0.49,4.27,2.06,2.94,15.84,6.23,7.58,,5.79,,1.73,,,,6,1227091533.0,Chemicals: Specialty,Process Industries
ECX,,57.98,2.86,,,,,,,,24,72.51,,56.52,62.89,,,0.17,0.32,1.86,0.62,16.9,150.35,96.04,,,,,,,,,,,,1.14,,,,,,,,,26.7,0.0,21.41,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,1177509931.0,Packaged Software,Technology Services
ED,15.36,58.1,5.03,,3.6,1.9,11.7,8.7,,,4.8,83.72,3.67,10.77,67.3,1.12,,0.02,,101.58,1.01,23.78,77.79,58.62,4.78,1.2,,0.65,3.26,18.23,11.18,,18.01,10.72,3.81,4.09,5.49,0.32,,,3.26,18.05,2.27,6.45,3.9,95.8,53.27,2.33,,,12.26,,17.79,1.6,19.09,19.87,4.06,2.36,,,,,,1.06,1.2,1.14,,,10.77,,3.3,5.41,1.64,0.93,2.76,6.57,5.56,8.59,,3.43,,,19.02,,,10,31557057962.0,Electric Utilities,Utilities
