Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DOCN,56.9,60.94,5,,,53.3,143.6,,5.35,33.5,52.99,,,59.67,1.99,2.01,0.27,41.43,2.47,,10.45,30.86,7.27,,,,,50.27,22.08,43.88,37.11,14.51,5.68,6.77,1.99,,16.04,3.1,,22.56,,10.37,12.5,49.73,60.21,8.62,,9.3,,10.87,,57.48,23.12,0.57,5.36,,,,,33.55,,,,,14.42,57.49,1.04,,,2.47,4.62,21.21,7.67,,,5.6,,2.41,,,,1,2160777385.0,Packaged Software,Technology Services
DOCS,83.56,80.61,,134.4,,40.4,54.2,25.4,58.37,25.8,92.58,,32.09,85.87,30.53,5.55,53.49,41.56,6.72,,10.13,75.42,0.07,0.02,,,,37.21,35.29,42.25,,35.44,13.47,14.19,2.69,0.85,32.86,2.1,,39.83,,9.66,8.67,44.18,89.66,,,32.53,,38.12,8.47,52.12,47.38,0.6,17.07,,,,,51.67,4.46,,13.11,10.35,49.81,,1.76,,9.45,6.72,15.05,487.47,20.06,17.67,,52.41,,4.1,,,,6,4131794326.999999,Packaged Software,Technology Services
DOCU,38.41,59.06,,48.2,,,,54.3,29.99,19.1,72.51,,,62.65,4.36,0.58,6.92,59.13,0.84,,8.02,46.75,0.49,0.07,,,,62.62,40.32,11.93,21.01,17.93,3.78,3.9,1.6,0.52,32.15,7.66,,16.91,,8.76,6.62,62.26,79.17,35.39,,34.56,,4.92,6.1,12.47,17.7,,4.3,,,,,13.44,2.58,,,,12.26,150.39,,1.65,8.45,0.84,30.39,48.46,12.79,81.78,,24.07,,8.35,,,,1,8930863338.999998,Packaged Software,Technology Services
DOLE,36.44,66.38,,31.8,,53.5,28.8,21.2,6.03,22.9,60.28,1.9,32.22,64.58,2.79,0.15,0.17,16.68,1.26,17.9,29.92,30.24,2.93,0.95,,0.22,1.91,7.76,6.01,17.92,9.6,6.77,0.32,0.32,12.89,0.31,1.78,9.39,1.91,11.42,,12.94,2.98,12.21,8.54,3.16,,2.61,,2.88,1.16,7.3,11.69,0.4,0.19,,,,,10.68,1.17,,,,7,,0.54,,2.64,1.02,4.81,21.4,12.08,17.12,,5.32,,15.27,,,,5,1136892285.9999998,Food Distributors,Distribution Services
DOOO,,38.85,4.7,,87.1,26.6,31.8,21.5,28,25.3,36.99,2.33,14.22,37.23,2.52,0.12,0.09,61.07,1.32,121.77,68.12,19.56,3.13,5.52,,0.11,0.93,15.76,9.03,14.33,11.16,7.38,1.03,0.97,6.35,0.09,6.87,10.28,1.01,27.21,25.69,,,70.68,23.65,4.54,,2.77,,9.35,11.04,25.27,11.52,0.39,0.72,,0.34,0.3,,10.37,,0.79,,,5.46,14.1,0.46,1.04,,0.37,3.76,21.15,13.24,35.96,,12.08,,7.18,16.42,,,10,6041098855.314668,Trucks/Construction/Farm Machinery,Producer Manufacturing
DORM,51.43,61.07,0.9,12,,18.2,11.2,7.4,5.54,21.9,53.54,,19.35,59.4,4.24,0.09,0.08,115.2,2.4,192.05,47.82,92.51,1.95,0.53,,,,15.23,12.61,21.85,12.43,11.08,1.95,2.1,6.57,0.53,9.61,5.33,,17.26,20.05,,,104.05,38.8,6.05,,8.75,,13.73,2.95,21.1,19.76,1.81,1.84,,1.46,1.54,,19.22,2.58,0.77,,23.85,15.62,17.94,1.14,1.53,7.57,1.19,7.56,26.31,15.51,14.85,,11.09,,2.19,28.17,,,10,2476229269.0,Automotive Aftermarket,Consumer Durables
DOV,30.63,61.92,0.9,15.7,1,13,23.5,8,17.28,9.3,68.23,1.14,4.67,65.1,5.57,0.15,0.1,192.36,1.53,86.75,66.6,65.21,1.38,0.59,,0.25,1.06,14.81,12.68,26.93,14.45,15.16,3.36,3.42,6.75,0.48,12.67,4.09,1.07,19.79,17.22,6.18,2.08,154.01,37.01,10.53,,17.58,,16.3,4.93,17.93,23.82,2.04,3.15,,,,,24.94,,1.56,,,21.23,15.75,1.7,1.8,,0.95,13.32,94.43,22.33,29.86,,12.34,,3.42,28.12,,,10,20204773605.0,Industrial Machinery,Producer Manufacturing
DOW,6.53,50.15,1.9,16.6,,,4.4,,,6.6,57.37,5.37,,52.99,2.07,0.32,0.19,53.64,1.75,60.21,43.87,43.96,3.83,0.97,,1.33,5.21,26.69,11.01,28.8,12.48,7.29,1.11,1.18,3.75,0.31,4.09,4.68,5.21,14.74,23.19,28.1,2.19,48.87,10.96,2.5,,2.68,,4.56,2.05,33.11,25.42,5.3,0.88,,,,,21.57,2.32,,,,8.19,26.94,1.97,0.73,4.77,1.12,1.97,7.4,3.95,6.07,,4.7,,4.05,,,,7,37853535762.0,Chemicals: Specialty,Process Industries
DOX,,55.37,3.7,2.9,10.3,6.7,16.6,20.2,74.24,9.7,52.96,3.72,,54.65,4.77,0.35,0.63,86.62,1.24,,34.26,54.95,0.95,0.23,,0.31,2.1,15.72,12.15,15.22,,8.74,1.96,2.05,6.36,0.55,13.5,6.75,2.21,12.31,11.94,8.83,3.67,101.2,35.22,19.17,,10.21,,15.03,2.82,19.96,14.79,1.41,2.01,,1.01,1.19,,14.84,3.67,0.85,,,12.83,19.56,2.32,0.98,20.38,1.24,7.89,69.58,12.88,14.34,,11.79,,8.2,20.1,,,10,10502587476.000002,Information Technology Services,Technology Services
DPZ,11.52,51.91,3.7,,15.8,9.5,5.8,2.6,9.64,6.8,71.9,3.12,,59.1,2.96,0.56,0.06,425.17,1.94,9.42,13.48,21.59,5.32,,,0.33,1.35,21.98,20.09,38.37,20.53,18.74,3.84,4.26,4.55,,11.09,3.44,1.43,23.91,14.8,10.46,6.95,429.29,38.94,4.36,,12.42,,18.5,,26.15,26.14,2.06,3.24,,0.76,0.85,,29.26,,0.95,,,24.03,27.32,2.22,11.01,,1.81,33.73,118.46,76.79,,,56.48,,3.04,39.19,,,10,13634675294.000002,Restaurants,Consumer Services
DQ,,53.58,3.4,90.3,,53.8,179.5,67.5,16.91,50.6,53.38,,,54.96,1.47,3.72,,17.65,4.57,40.36,20.51,,,,,,,49.08,49.08,,1.3,1.22,0.8,,2.04,0.66,15.61,21.47,,47.28,77.98,,,16.64,4.26,,,,,,0.25,,6.01,0.06,0.75,,,,,7.3,0.26,0.62,30.7,1.98,2.52,,,0.1,0.26,4.27,,,,,,,,,4,,,10,2436091878.0,Chemicals: Specialty,Process Industries
DRH,11.58,68.13,0.1,,,,,,,50.5,80.71,1.33,,73.89,0.92,0.4,0.1,9.13,1.09,,117.79,53.09,5.13,0.78,,0.43,1.32,21.91,12.11,29.4,16.36,9.96,2.68,2.74,4.56,0.51,9.34,5.46,1.32,18.52,,13.32,3.4,9.94,54.44,1.98,,6.43,,11.94,1.16,31.48,32.72,,1.76,,,,11.17,18.78,1.3,0.71,,,9.23,66.64,,2.14,1.16,1.09,2.19,4.87,4.72,4.34,,4.29,,5.43,53.71,,,8,1735583068.0,Real Estate Investment Trusts,Finance
DRI,7.37,74.06,3.1,,50.1,25.2,21.2,5.2,21.61,20,79.24,6.85,,77.02,2.55,0.08,0.04,172.8,0.35,12.04,16.63,2.27,2.93,2.48,,0.61,3.08,19.06,14.1,25.71,17.89,13.37,2.17,2.24,5.25,0.19,8.72,4.86,3.23,18.23,,9.68,4.73,174.33,21.16,9.18,,9.11,,11.75,9.55,19.93,19.64,0.74,1.82,,0.7,0.89,,20.87,,1.11,,,12.85,19.43,,2.04,,0.22,9.19,17.63,14.78,48.36,,9.79,,3.1,30.8,,,9,18138252624.0,Restaurants,Consumer Services
DRS,73.72,60.15,,,,,8,4.9,11.15,,75.88,,29.83,64.93,3.49,0.17,0.32,27.87,2.01,55.27,46.06,22.14,1.36,0.2,,,,30.39,22.66,32.16,,,1.44,2.55,3.29,0.63,7.92,3.29,,27.67,,16.7,8.18,0.0,22.61,8.45,,6.12,,8.53,3.07,39.49,33.78,5.63,2.37,,,,,30.23,3.29,,,18.82,23.01,29.46,6.42,,7.23,1.6,4.97,63.58,9.13,8.16,,6.73,,0.87,,,,5,4372780140.0,Aerospace & Defense,Electronic Technology
DRVN,11.2,60.89,1.2,,,,170.4,,33.01,38.8,67.61,,,63.66,0.21,0.41,0.04,14.84,2.11,26.52,25.97,27.66,,4.46,,,,,,,15.99,10.56,2.51,2.8,,0.16,,,,11.85,,26.51,8.9,34.95,52.15,1.85,,,,12.8,2.58,,15.29,,1.03,,,,,,,,,,10.49,,,,,1.91,,,,,,4.7,,,,,,4,2286816911.0,Other Consumer Services,Consumer Services
DSGR,55.18,63.54,,28.2,,15.8,,1.7,15.12,23.2,67.87,,8.74,65.67,2.49,0.18,0.07,38.04,2.5,103.47,32.84,49.29,7.1,1.06,,,,83.31,24.72,29.21,,,1.22,1.42,1.2,0.41,4.88,4.66,,22.29,21.68,,6.67,30.17,34,0.59,,,,1.73,2.72,,,,1.05,,,1.72,,21.52,,1.34,,,17.37,21.84,,2.31,,1.28,,4.73,2.19,,,2.14,,,100.11,,,6,1181509694.0000002,Wholesale Distributors,Distribution Services
DSGX,38.52,64.85,,12.4,,19.6,34.4,18.2,25.07,19.6,80.72,,7.22,71.11,21.75,1.24,34.87,103.19,1.79,2.64,41.88,31.42,0.03,0.01,,,,50.31,35.91,42.71,44.56,32.46,11.87,14.12,1.99,0.84,32.86,2.27,,63.15,19.99,17.89,11.89,98.27,75.91,149.15,,21.02,,29.45,6.62,69.72,67.75,3.62,14.65,,1.97,1.62,,44.56,12.8,1.35,,77.47,43.35,48.9,3.68,2.77,55.18,1.79,8.65,948.98,13.44,10.4,,10.89,,,141.35,,,10,6354964279.391107,Packaged Software,Technology Services
DT,7.67,64.71,,19.9,,4.7,66.5,17.1,4.99,24.9,63.26,,8.44,64.69,8.41,0.96,12.44,52.08,1.36,,15.82,83.41,0.43,0.04,,,,107.11,76.16,31.92,101.51,74.27,8.8,9.74,0.93,0.64,30.07,2.9,,40.52,,13.1,16.35,60.57,81.37,,,10.36,,9.1,7.51,100.13,75.46,,10.42,,,,,34.8,8.68,,,65.91,32.99,71.01,,3.27,22.44,1.36,5.11,114.86,6.71,8.16,,4.93,,0.66,,,,6,13614524493.000002,Packaged Software,Technology Services
DTE,16.58,60.33,,,,5.9,11.8,,31.22,1.5,64.55,3.28,13.72,60.72,0.93,0.17,0.05,125.92,0.69,48.35,54.15,44.76,5.69,2.09,,0.6,3.25,20.26,11.85,,17.87,10.77,3.26,3.9,4.94,0.23,,,3.25,17.52,0.87,4.92,2.26,95.39,35.28,2.66,,11.18,,18.46,2.35,18.82,18.9,6.52,2.11,,1.51,,,,1.56,1.47,,,7.97,180.13,,9.13,2.91,0.52,3.08,8.05,5.96,12.68,,4.65,,,18.36,,,10,22015430118.0,Electric Utilities,Utilities
DTM,43.66,65.94,,0.5,,5.4,6.8,,,6.7,78.28,3.65,28.99,70.2,1.43,0.24,0.02,79.3,0.84,,173.28,54.86,3.59,0.76,,0.69,3.66,16.02,12.13,37.46,17.11,9.78,8.46,11.2,6.24,0.47,29.63,3.7,3.66,18.47,,6.34,6.92,57.62,79.42,3.19,,42.1,,51.66,1.83,19.09,19.13,1.44,8.08,,,,,27.2,1.91,,,,9.49,19.29,1.52,,4.31,0.84,4.55,15.18,7.89,9.81,,4.55,,4.96,,,,6,5129037450.0,Oil & Gas Pipelines,Industrial Services
DUK,20.39,62.03,,0.7,2.1,16,34.2,,,6,63.07,3.9,18.76,61.48,0.73,0.03,0.01,116.76,0.81,100.42,85.97,50.06,5.69,1.68,,0.72,3.53,20.96,11.99,,20.2,11.96,5.92,5.85,4.77,0.27,,,3.58,18.43,3.2,9,3.72,107.16,48.76,2.41,,14.29,,25.71,1.89,21.5,20.49,4.27,2.99,,1.64,,,,1.7,1.18,,,7.82,64.94,3.42,6.01,3.17,0.53,2.39,6.97,5.14,8.74,,3.93,,,25.49,,,10,73355947753.99998,Electric Utilities,Utilities
DUOL,39.23,84.52,,,,32.5,,91.5,1.7,31.2,97.35,,,91.27,20.14,2.8,16.22,270.0,3.28,,5.82,41.22,1.27,0.07,,,,310.51,253,51.61,40.79,39.57,10.85,17.26,0.32,0.67,33.12,1.78,,95.72,,117.48,29.91,207.11,73.31,,,10.44,,5.56,15.39,193.84,193.84,,20.21,,,,,61.02,11.7,,22.88,17.64,55.16,,,,15.9,3.28,6.8,77.52,5.01,9.9,,9.97,,,,,,1,6626529096.000001,Packaged Software,Technology Services
DV,,34.69,,32.8,,38.1,45.9,100,8.93,28.1,38.06,,,32.65,11.85,4.26,3.74,17.58,7.04,,36.61,113.99,0.71,0.08,,,,32.25,21.15,20.2,,,3.39,4.43,3.1,0.87,21.59,4.43,,39.92,,12.39,17.34,41.12,82.18,71.81,,9.97,,12.05,2.72,50.17,48.78,1.58,5.03,,,,,23.26,3.6,,17.56,7.67,19.85,65.04,1.71,,5.97,7.04,5.06,35.12,7.44,5.85,,6.29,,0.88,,,,6,4841300506.0,Packaged Software,Technology Services
DVA,56,63.84,6.9,,,10.7,6.3,14.6,,11.4,53.76,,14.82,62.49,1.76,0.15,0.04,160.38,1.16,5.51,20.45,63.64,4.58,18.45,,,,13.74,9.72,19.54,12.5,9.15,1.88,1.98,7.28,0.04,10.13,9.43,,14.17,20.71,16.09,4.14,116.9,32.72,4.71,,6.86,,14.71,21.56,17.08,17.05,1.14,1.17,,0.85,0.51,,11.58,,1.11,,,8.11,18.74,1.28,0.79,,1.12,5.04,29.89,12.5,88.96,,9.29,,9.2,27.46,,,10,8977529467.000002,Medical/Nursing Services,Health Services
DVAX,,49.31,,108.1,,,,,110.27,57.8,43,,,47.95,2.36,11.83,2.93,10.89,14.18,455.64,30.26,69,7.58,0.39,,,,37.93,29.03,27.48,,,3.09,3.84,2.64,0.63,14.15,2.48,,29.58,,179.28,18.89,8.15,82.03,,,6.88,,,2.22,98.95,103.67,,6.22,,,,,48.81,3.23,0.32,3.97,2.83,43.72,,,2.18,2.23,13.18,1.75,19.46,2.73,2.8,,,,0.25,,,,2,1758083959.9999998,Biotechnology,Health Technology
DVN,,42.2,,35.9,89.8,,,99.2,27.3,22.9,60.28,95.92,,46.43,2.88,0.39,0.18,41.35,1.11,8.3,28.58,38.65,0.87,0.51,,0.25,4.84,6.63,4.15,10.42,6.06,3.72,2.39,2,15.08,0.5,19.22,11.5,4.84,7.42,,,6.92,51.73,33.26,13.19,,22.6,,30.22,2.07,7.5,5.02,,1.69,,,,,8.82,0.7,0.96,,,3.89,6.8,,0.83,2.2,1.03,14.33,23.84,21.8,29.46,,17.35,,8.49,,,,6,31829976802.0,Oil & Gas Production,Energy Minerals
DXC,,55.27,11.1,,,,8.8,,,,44.97,,,52.41,1.01,0.32,0.27,20.88,1.21,,26.09,75.9,2.66,1.7,,,,18.14,4.02,6.97,,4.07,0.57,0.54,5.51,0.21,7.8,27.81,,7.28,42.97,5.32,,29.62,22.84,0.57,,0.6,,1.29,1.32,61.41,6.37,,0.3,,,,,3.8,1.87,0.59,,,2.7,15.84,,0.36,12.28,1.21,0.56,15.47,4.12,2.67,,1.12,,27.29,,,,6,4245057662.999999,Data Processing Services,Technology Services
DXCM,,42.73,,4.1,,30.6,0.6,19.3,,19.9,46.8,,,46.09,5.64,1.81,1.2,69.14,2.82,131.37,67.94,82.26,2.52,1.07,,,,33.04,26.47,41.18,33.39,20.7,5.89,6.94,3.03,0.36,16.91,2.4,,34.31,,22.82,14.59,153.46,62.74,35.49,,16.95,,17.32,11.37,42.68,43.76,,7.37,,,,,43.63,4.86,0.48,,57.36,32.57,48.62,,4.78,12.07,2.48,10.12,65.5,16.97,29.99,,25.72,,,164.61,,,5,37371446919.0,Medical Specialties,Health Technology
DY,96.36,67.64,1.7,11,,27.5,55.2,,40.54,12.1,90.25,,26.28,76.15,5.27,0.04,0.02,195.74,3.44,11.2,22.37,45.31,1.85,0.88,,,,18.06,12.19,617.42,18.2,12.08,1.46,1.52,5.54,0.42,0.25,0.19,,24.53,17.57,18.55,11.24,129.91,19.88,6.15,,5.37,,7.83,4.92,24.32,26.01,2.6,1.31,,1.39,45.9,,572.34,3.01,1.5,,40.83,23.92,78.93,1.58,4.04,7.81,3.25,9.18,48.01,17.77,22.41,,11.86,,,46.38,,,10,2843287466.0,Engineering & Construction,Industrial Services
EA,24.05,39.94,2.3,1,30.8,21,19.2,7.9,12.28,13,38.34,0.54,12.09,37.37,6.1,1.12,1.42,140.9,1.45,,21.79,34.3,1.06,0.26,,0.17,0.54,25.3,19.85,19.65,18.27,15.89,4.89,5,3.95,0.58,25.42,4.98,0.54,18.46,14.31,22.74,4.3,136.79,78.01,31.89,,15.77,,19.22,5.05,33.15,31.96,2.76,5.22,,2.56,1.17,,20.6,5.67,0.93,,,18.4,28.56,3.14,1.33,22.65,1.45,8.72,259.16,14,15.41,,9.83,,3.96,29.85,,,10,32634017305.0,Packaged Software,Technology Services
EAF,,67.44,1.3,,,,,,342.71,,90.43,,,77.06,,0.87,0.13,1.02,4.22,220.01,42.03,64.59,,57.16,,,,,,,,11.19,1.9,1.87,,0.01,,,,,139.33,29.73,10.68,2.26,,,,,,,17,,,,0.46,,,,,,,,,,11.21,,,0.07,,2.01,,,,,,,,,1.55,,,6,1011823109.0000002,Electrical Products,Producer Manufacturing
EAT,135.92,64.8,0.7,,,5.1,11,,24.94,10.5,73.97,,54.36,68.91,2.53,0.1,0.03,77.59,0.38,8.53,14.02,4.92,4.99,50.74,,,,23.66,13.58,24.37,18.12,11.32,1.18,1.23,4.23,0.02,5.05,6.39,,16.57,4.74,12.02,3.38,41.94,14.21,4.18,,3.52,,6.16,88.17,22.69,19.29,,0.81,,,,,15.97,,1.31,,,8.42,13.97,,2.69,,0.23,6.18,11.83,11.86,,,10.19,,5.26,23.02,,,10,1402226934.0,Restaurants,Consumer Services
EBAY,36.52,67.73,8.9,33.4,16,11.7,20.1,10.7,25.41,15.3,62.16,1.65,14.51,66.73,5.01,0.89,0.63,64.42,1.25,,37.99,15.52,1.92,1.48,,0.23,1.64,8.74,8.03,22.35,12.54,11.13,3.23,3.35,11.44,0.27,14.95,4.83,1.66,12.44,7.74,9.61,3.1,53.53,72.03,5.86,,26.41,,20.07,5.76,12.51,14.22,,3.28,,,,,22.13,4.02,0.84,,,17.12,15.35,,0.92,25.67,1.25,12.87,228.26,24.2,45.83,,11.65,,10.29,12.04,,,8,23712932186.0,Internet Retail,Retail Trade
EBR,8.19,40.44,,2.2,,,,,31.19,,19.82,1.1,,32.32,0.69,1.13,0.35,7.43,2.35,26.38,128.42,51.03,6.2,0.66,,0.31,1.05,22.72,10.57,33.87,5.51,4.97,2.54,3.53,4.4,0.42,11.46,4.88,1.05,18.89,,55.36,2.54,6.16,82.52,1.22,,12.41,,20.91,0.81,19.64,29.94,,2.65,,,,,22.87,1.92,1.64,,,11.03,,,1.33,2.61,2.33,1.65,15.43,2.37,3.94,,,,,20.63,,,7,17034658709.929998,Electric Utilities,Utilities
EBR.B,10.97,42.14,,2.2,,,,,31.19,,29.04,4.56,,36.07,0.69,1.13,0.35,8.16,2.35,26.38,128.42,51.03,6.2,0.66,,1.39,4.37,24.06,11.19,33.87,5.51,4.97,2.54,3.74,4.16,0.42,11.46,4.44,4.37,54.39,,55.36,2.54,6.56,82.52,1.22,,12.41,,20.91,0.83,21.59,32.9,,2.74,,,,,23.65,1.99,1.7,,,11.4,,,1.38,2.7,2.33,1.65,15.43,2.37,3.94,,,,,21.47,,,7,17034658709.929998,Electric Utilities,Utilities
ECL,43.76,62.78,,9.3,4.6,10.4,9,6.6,9.4,9.6,72.19,1.13,7.83,66.08,5.21,0.1,0.05,254.3,1.5,62.98,63.7,65.84,2.4,0.98,,0.37,0.89,32.72,23.73,38.71,26.85,19.86,4.88,5.14,3.06,0.39,13.26,2.87,0.89,33.91,6.89,17.08,4.18,201.27,42.54,6.75,,10.95,,15.59,8.73,42.67,41.62,16.01,4.67,,,,,35.22,,1.44,,,25.18,32.06,,3.23,,1.1,7.93,47.57,14.11,21.46,,10.71,,2.31,58.46,,,9,50724635653.0,Chemicals: Specialty,Process Industries
ECPG,10.68,45.15,9.1,0.8,,,,,11.47,2.9,34.83,,8.52,41.88,0.83,1.21,0.07,46.99,1.59,,,,38.8,3.5,,,,80.67,48.53,35.81,7.91,,2.7,3.4,1.24,0.21,9.49,10.84,,5.87,,,,54.77,47.22,1.35,,,,23.66,1.13,,,,0.9,,,,,9.49,,1,,,6.42,,,0.43,2.89,1.59,,31.56,1.3,,,7.07,,,10.21,,,9,1111549275.0,Finance/Rental/Leasing,Finance
ECVT,,37.8,5.2,,,23,5.3,,100.54,16.8,37.67,,,38.64,0.98,0.86,0.09,6.63,2.72,36.12,25.73,43.08,4.43,1.24,,,,13.76,7.79,19.46,,8.26,2.27,2.26,7.27,0.39,11.63,10.38,,7.61,25.56,22.81,4.68,10.56,28.05,1.93,,8.13,,14.56,1.08,13.81,11.63,,1.15,,,,,9.7,1.4,,,,5.37,18.62,1.07,0.43,3.79,2.18,3.07,16.58,6.6,8.05,,5.49,,2.91,,,,6,1227091533.0,Chemicals: Specialty,Process Industries
ECX,,48.83,,,,,,,,24,43.21,,,47.04,,0.2,0.42,1.91,0.65,17.83,157.58,99.3,,,,,,,,,,,,1.11,,,,,,,,,18.28,0.0,24.51,,,,,,,,,,0.91,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,1177509931.0,Packaged Software,Technology Services
ED,10.76,57.91,,3.6,1.9,11.7,8.7,,,4.8,55.92,3.57,13.54,56.21,1.13,0.24,0.06,103.5,1.04,23.34,76.07,55.14,4.96,1.23,,0.66,3.18,18.7,11.42,,18.19,10.76,3.79,4.13,5.35,0.32,,,3.2,18.42,2.49,6.34,3.88,93.88,52.48,2.3,,12.03,,17.12,1.66,20.1,20.83,4.25,2.43,,,,,,1.25,1.18,,,12.37,,3.67,4.92,1.69,0.97,2.71,6.5,5.49,8.39,,3.26,,0.56,19.38,,,10,31557057962.0,Electric Utilities,Utilities
EDU,21.75,41.67,0.2,,,,113.9,16.8,,,41.86,,,42.24,2.96,1.59,7.21,62.81,1.8,13.95,17.78,2.74,1.89,0.18,,,,17.65,17.65,5.58,12.76,10.14,1.19,1.43,5.67,0.5,26.03,10.38,,18.23,9.93,,21.36,66.17,52.45,,,7.18,,8.12,2.78,33.06,9.24,,2.42,,,,,9.34,1.09,0.6,10.37,6.48,9.34,,,2.87,2.88,1.76,4.43,37.16,7.96,8.22,,7.11,,,66.12,,,9,10014240538.71236,Other Consumer Services,Consumer Services
EE,11.49,71.08,,,,,,,161.77,,90.94,0.48,23.58,79.15,1.11,3.06,0.85,21.9,3.43,6.19,10.49,30.73,2.16,1.47,,0.1,0.46,2.9,1.9,2.07,,,,0.72,34.48,0.17,33.84,55.47,0.46,19.46,,6.94,,0.0,32.58,3.09,,3.4,,22.51,1.1,21.05,21.05,,1.12,,,,,3.48,1.01,,,,2.75,,,,1.1,3.43,1.06,13.33,8.34,6.12,,7.16,,9.91,,,,5,1954373713.0,Gas Distributors,Utilities
EEFT,30.12,54.02,4.6,,,51.5,71.6,52.9,44.9,14.7,74.97,,,59.34,1.99,0.58,0.86,101.84,1.19,,37.88,33.57,3.97,1.99,,,,10.4,8.13,9.4,7.76,5.73,1.01,1.3,9.62,0.2,13.81,11.49,,10.47,19.74,13.28,7.56,131.99,39.88,6.96,,7.43,,12.16,3.77,17.68,12.53,2.24,1.32,,0.76,0.42,,9.7,4.33,0.61,,,8.01,9.92,1.05,0.92,33.72,1.19,5.04,100.52,17.13,22.69,,8.34,,4.33,26.18,,,9,4154993368.0,Data Processing Services,Technology Services
EFX,62.84,54.44,,12.2,,8.5,16.5,,5.86,8.1,48.3,0.52,14.39,51.06,4.39,0.1,0.03,298.57,0.79,,28.19,64.52,3.33,1.17,,0.24,0.52,42.24,25.67,62.76,26,19.14,6.74,7.77,2.37,0.39,12.36,1.83,0.52,31.25,,21.92,10.89,238.78,55.62,4.16,,10.67,,18.27,7.87,63.8,46.36,0.85,6.8,,,,,55.03,,1.36,,,30.38,56.02,,4.54,,0.79,4.82,51.03,9.64,13.09,,6.53,,0.72,70.58,,,9,24158677538.0,Miscellaneous Commercial Services,Commercial Services
EGO,84.79,55.67,,,,,,,,,59.89,,32.29,56.96,1.2,2.16,0.77,17.68,3.62,119.21,44.98,15.06,1.57,0.21,,,,15.38,7.58,,,,2.49,3.43,6.5,0.7,,,,11.97,10.47,50.9,17.01,11.43,31.79,10.36,,15.76,,23.38,0.97,20.32,17.42,,3.27,,,,,,0.88,1.43,,,7.57,16.57,,1.24,1,2.65,3.49,6.38,5.21,4.94,,4.87,,,,,,4,2032565539.233728,Precious Metals,Non-Energy Minerals
EGP,11.45,56.58,,19.6,17.8,11.8,17.7,14.3,6.17,10.9,55.34,5.24,4.02,56.42,3.03,0.19,0.02,189.2,0.7,,31.15,47.11,3.81,0.61,,1.15,2.68,40.98,24.51,27.26,,22.08,,17.88,2.44,0.59,65.55,4.33,2.96,37.84,12.83,9.41,10.81,192.6,72.59,6.21,,37.16,,40.1,3.33,39.58,42.85,4.87,14.69,,1.98,1.49,23.37,22.41,2.53,1.13,,,22.41,,4.62,1.63,3.36,0.7,5.06,11540.92,6.21,8.96,,5.58,,,51.55,,,10,8118223280.0,Real Estate Investment Trusts,Finance
EH,,42.36,,,,,,20.6,,,37.68,,,40.44,2.93,1.8,3.12,12.73,2.12,261.11,173.35,30.81,,0.48,,,,,,,,,,18.66,,0.49,,,,69.33,,,119.77,50.47,63.04,,,,,,9.03,,,,23.29,,,,,,,,20.57,12.68,,,,34.86,9.09,1.99,,,,,,,,,,,,,1039354018.0,Packaged Software,Technology Services
