Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
SNPS,43.32,42.82,0.1,7.9,,22.2,36.4,22.1,16.7,51.05,,11.94,44.56,14.73,,0.66,2.57,528.64,1.86,93.47,27.37,50.42,0.36,0.09,,,,50.97,43.77,71.86,43.84,31.75,11.35,12.73,1.96,0.65,17.71,1.35,,47.98,21.51,16.72,11.07,479.86,79.49,175.53,,,23.05,,23.42,11.32,57.46,41.92,2.02,13.07,,1.22,2.88,,73.82,6.61,2.26,,101.86,63.47,226.18,1.91,3.82,23.48,1.7,13.82,125.83,20.34,22.46,,15.33,,0.46,118.26,,,10,68731238090.0,Packaged Software,Technology Services
SNX,13.53,40.71,,2.8,51.8,,,,16.7,42.74,1.38,13.48,40.34,2.74,,0.08,0.26,114.01,1.26,51.06,87.17,58.77,3.05,0.58,,0.13,1.37,11.89,8.62,14.25,7.58,7.22,0.22,0.23,8.41,0.29,1.62,9.35,1.41,10.36,9.06,9.43,3.57,108.88,7.05,4.47,,,1.14,,2.28,1.21,15.97,9.8,,0.18,,,,,11.48,,1.21,,,9.68,10.35,,0.71,,0.78,2.27,36.67,8.43,7.86,,8.06,,10.78,13.24,,,10,9459788529.0,Electronics Distributors,Distribution Services
SNY,,56.51,,2.5,4.2,,2,10.8,7.6,55.8,4.43,12.2,56.12,2.01,,0.23,0.29,53.58,1,249.68,182.66,64.77,2.2,0.33,,0.68,3.8,21.99,13.01,33.07,12.26,10.09,2.82,2.96,4.55,0.56,8.8,3.36,3.8,17.46,11.35,16.79,5.04,57.88,68.91,13.57,,,8.9,,20.93,1.69,29.46,17.98,3,2.58,,,,,29.87,,0.93,,,15.18,14.76,2.79,0.98,,0.65,3.31,48.19,6.33,5.77,,6.59,,4.23,18.29,,,10,137440158080.60257,Pharmaceuticals: Major,Health Technology
SO,15.09,68.15,,2.9,3.1,7.4,5.2,,6.3,65.59,3.82,18.49,67.88,1.03,,0.1,0.02,87.2,0.91,88.83,71.71,29.45,5.03,2.02,,0.71,3.26,20.19,12.26,,23.39,14.04,6.04,6.12,4.95,0.23,,,3.33,21.6,0.13,10.17,4.31,71.15,49.63,2.66,,,17.64,,26.63,2.94,20.81,21.82,7.79,3.68,,1.6,,,,1.85,1.39,,,11.08,48.02,,7.02,3.54,0.64,3.31,7.77,6.25,14.6,,4.29,,,26.34,,,10,77526955994.0,Electric Utilities,Utilities
SON,,34.58,0.8,9.4,5.5,23.6,15.5,1.3,9.8,23.15,5.13,,31.08,2.42,,0.09,0.04,49.35,1.3,56.39,49.69,51.45,3.46,1.35,,0.42,4.14,13.38,8.36,18.59,13.11,7.96,1.2,1.21,7.47,0.34,6.49,8.84,4.18,12.49,22.93,7.44,9.31,56.56,21.17,4.69,,,5.57,,9.16,1.99,13.27,10.11,1.51,0.74,,,,,11.44,,0.73,,,5.99,8.95,0.6,0.99,,0.85,5.13,20.56,10.35,15.46,,8,,5.12,15.82,,,9,5444407028.0,Containers/Packaging,Process Industries
SONO,5.37,28.07,,16.1,,37.8,,,2.4,21.78,,,25.26,3.61,,0.75,4.55,11.73,1.65,98.55,69.63,21.62,1.17,0.13,,,,379.44,22.34,5.82,,,,0.74,0.26,0.48,12.77,14.5,,31.83,,,6.07,17.86,45.57,,,,,,,2.97,,24.7,2.02,0.92,,,,,7.34,2.32,,,13.18,5.86,12.88,,1.15,4.77,1.23,,1.7,0.46,,,7.39,,13.79,,,,2,1705833597.9999998,Electronics/Appliances,Consumer Durables
SOS,,39.35,,,,,90.9,,,33.54,,,36.77,0.47,,4.54,741.34,0.78,7.4,189.11,98.75,7.39,0.39,,,,,54.89,,,,,,,1.82,0.88,10.5,64.73,,,,,,0.0,15.35,,,,,,,0.02,1.39,1.39,,4.39,,,,,126.5,0.04,,0.04,0.02,126.5,,,,0.02,6.87,,,,,,,,12.7,,,,3,1215493567.0,Internet Software/Services,Technology Services
SPB,7.55,58.46,6.4,29.8,,,,,8,65.45,5.09,,61.76,2.97,,0.47,0.47,89.23,2.28,91.65,77.68,64.85,1.81,0.31,,0.43,1.89,10.88,7.87,,12.34,8.07,0.94,0.97,9.19,0.56,,,1.89,17.25,,51.5,1.4,101.72,36.36,1.66,,,3.86,,4.74,1.2,25.21,22.62,,0.97,,,,,,3.26,1.09,,,,,,1.13,10.6,1.61,2.26,38.81,6.39,4.83,,3.73,,89.07,12.01,,,7,2852473774.0,Electronics/Appliances,Consumer Durables
SPG,25.75,51,0.3,0.1,16.6,10.6,14.6,17.2,5.1,46.83,4.68,4.15,49.78,1.31,,0.75,0.1,155.92,0.99,,574.34,48.86,4.86,8.77,,1.35,4.97,18.41,13.8,24,22.69,17.13,13.58,12.54,5.43,0.09,52.26,6,5.27,21.12,7.58,,,136.47,82.55,3.35,,,44.02,,50.96,17.5,19.81,27.12,,8.73,,,,16.03,16.65,4.59,0.97,,,13.4,14.98,,1.71,17.5,0.99,7.69,790.89,13.22,86.26,,9.24,,5.32,20.9,,,10,38088310169.0,Real Estate Investment Trusts,Finance
SPGI,23.38,55.6,,271.9,10.3,3,6.2,,8.4,50.88,1.37,13.22,52.89,5.08,,0.37,0.17,489.69,1.03,,42.05,74.81,2,0.34,,0.27,0.75,33.66,27.15,34.29,25.13,24.88,11.8,12.17,2.97,0.57,35.49,3.07,0.75,43.39,8.71,13.17,7.93,459.03,68.12,15.15,,,25.03,,35.95,4.42,46.42,36.24,4.37,11.64,,2.9,0.95,,32.75,,1.27,,,31.83,38.63,5.91,2.23,,1.03,5.48,754.4,8.74,9.53,,6.34,,2.1,52.88,,,9,123544339846.99998,Financial Publishing/Services,Commercial Services
SPHR,9.78,47.91,,,,,,,,44.51,,5.61,45.25,0.61,,0.49,0.44,40.76,0.65,1.26,130.58,66.14,3.8,0.63,,,,10.49,5.62,,,,1.98,2.59,9.53,0.5,,,,,,,27.75,45.09,45.5,,,,43.36,,,0.58,3.7,,,1.62,,,,,,,,,,20.99,118.76,,,0.73,0.65,7.46,6.15,5.41,15.75,,,,42.39,,,,3,1299417394.0,Media Conglomerates,Consumer Services
SPNS,21.89,37.87,,4.7,53.9,11.1,27.9,11.8,8,25.32,5.6,35.38,31.38,7.08,,1.31,2.96,34.85,2.16,,10.68,62.23,0.61,0.14,,0.39,1.52,21.77,17.36,29.7,,,,3.38,4.59,0.69,11.39,3.12,1.58,28.14,16.75,7.58,7.2,29.66,43.1,150.2,,,12.92,,15.54,4.25,28.57,25.25,1.63,3.65,,0.91,1.03,,32.17,3.81,1.21,,19.25,28.02,35.02,1.82,2.16,12.96,2.16,10.29,238.12,15.93,15.79,,15.75,,3.02,47.09,,,10,1582471475.9999998,Packaged Software,Technology Services
SPOT,117.96,61.2,,,,22.1,,47.6,13.2,67.35,,27,63.3,7.8,,1.33,3.01,334.74,1.56,,23.7,13.37,3.18,0.42,,,,138.32,106.09,45.77,47.03,42.54,3.77,4.12,0.72,0.42,9,2.06,,50.63,,,15.61,191.81,27.51,8.28,,,3.21,,2.69,14.91,139.21,109.97,,4.38,,,,,48.67,9.96,,,136.63,48.35,72.74,,7.15,20.65,1.56,5.47,78.3,9.32,16.26,,12.02,,,,,,,30167115883.0,Internet Software/Services,Technology Services
SPR,49.42,46.18,,,,,18.2,25,20.1,39.52,,15.47,41.42,0.91,,0.07,0.05,34.2,1.31,93.24,56.93,32.08,,,,,,,,,,37.98,1.19,1.22,,,,,,91.23,26.74,,15.38,35.84,,,,,,,,,,,,0.59,,,,,,,0.57,,,,,,,,0.64,,,,,,,,,,,,6,1772019793.0,Aerospace & Defense,Electronic Technology
SPSC,18.23,45.74,,15.2,,16.4,23,14.8,18.5,40.3,,3.85,42.98,30.8,,2.11,22.02,196.27,3.17,,13.99,30.57,0.1,0.02,,,,85.46,59.06,57.69,,,,12.01,1.17,0.82,20.82,1.67,,90.98,19.31,16.87,15.58,198.23,66.07,,,,12.31,,14.06,10.22,100.99,61.36,2.88,12.51,,1.81,1.77,,60.05,7.84,1.56,60.39,28.44,52.08,114.54,3.44,4.18,22.25,3.17,8.89,175.23,12.06,10.95,,11.86,,0.56,201.29,,,10,6447305228.999999,Packaged Software,Technology Services
SPT,,36.46,,,,,,,32.3,30.97,,,32.76,3.64,,0.5,1.63,32.11,0.98,,36.73,50.55,,0.38,,,,,,833.6,,,4.3,4.64,,0.39,0.56,0.12,,66.08,,94.62,19.16,89.12,77.09,,,,,,,11.7,,155.85,,4.67,,,,,865.83,47.22,,,,350.22,,,,321.1,0.98,,,,,,,,,,,,,2766653510.9999995,Packaged Software,Technology Services
SPWR,,24.38,,,,,,,30,10.34,,,18.4,,,0.1,0.23,0.16,0.94,85.12,55.71,41.22,,1.24,,,,,,,,10.7,0.19,0.19,,0.23,,,,,,42.51,,21.54,14.15,,,,,,,0.09,,,,0.02,,,,,,,0.02,,,,,,,0.17,0.64,,,,,,,,577.22,,,,4,1264884010.0,Engineering & Construction,Industrial Services
SQ,13.49,45.72,,72.9,,20.2,28.9,,21.9,54.37,,5.79,47.89,2.27,,0.98,1.64,63.37,1.82,2.53,6.81,83.96,4.78,0.38,,,,29.24,21.36,60.73,17.43,19.97,1.33,1.4,3.42,0.51,2.31,1.44,,32.62,20.99,44.86,11.7,82.23,35.11,,,,3.47,,4.79,1.95,46.99,21.97,0.6,1.64,,,,,69.26,2.6,,,9.67,53.78,51.25,0.91,2.02,6.69,1.81,2.39,201.2,4.74,4.41,,5.7,,0.45,,,,4,32230351795.0,Information Technology Services,Technology Services
SQM,,36.32,,42.5,136.8,114.8,147.7,,65.5,38.68,43.38,8.13,36.7,3.11,,0.94,0.51,36.39,2.34,168.34,32.66,54.96,2.04,0.96,,3.27,5.77,5.5,5.49,,7.65,6.46,2.47,1.94,18.18,0.44,,,5.77,14.78,24.06,,,64.66,37.75,14.79,,,5.9,,34.74,2.39,26.45,23.69,0.38,1.78,,,,,,1.7,0.44,,,19.89,,1.08,1.17,2.4,1.61,3.41,39.88,26.63,7.29,,5.21,,,13.43,,,10,16483895654.369904,Chemicals: Specialty,Process Industries
SQSP,38.64,61.33,,26.9,,,,,,57.29,,38.25,59.21,2.43,,0.55,0.51,44.08,0.76,,18.31,8.47,5.02,,,,,109.22,51.32,26.28,60.82,39.64,5.32,5.81,0.92,,22.1,4,,114.98,,,15.01,31.07,74.21,1.17,,,,,4.31,,,,,5.54,,,,,25.15,,,,,23.54,,,,,0.76,,44.96,16.58,,,,,,,,,2,4039537988.0,Information Technology Services,Technology Services
SR,3.63,45.33,,4.4,5,18.9,0.8,,11.9,26.06,5.99,7.66,37.42,0.74,,,,63.99,0.48,54.81,50.3,42.07,5.85,1.35,,0.71,4.69,16.94,10.92,153.02,15.67,9.99,2.93,3.22,5.9,0.31,2.1,1.49,4.74,13.85,2.68,8.1,1.79,69.81,36.5,2.33,,,9.42,,17.8,1.19,15.38,15.31,1.76,1.35,,,,,94.92,1.14,0.78,,,4.12,19.27,1.43,81,1.92,0.35,2.34,7.24,5.69,7.86,,3.54,,,14.74,,,10,3190380397.9999995,Gas Distributors,Utilities
SRAD,,57.06,,66.5,,24.9,5.4,6,36.4,69.35,,13.2,60.66,2.07,,0.78,5.67,10.56,1.38,11.2,411.01,27,0.15,0.06,,,,35.1,9.06,66.53,25.84,15.38,2.81,3.08,2.85,0.39,4.62,1.39,,100.86,,52.85,15.04,8.67,79.78,2.06,,,2.92,,9.97,3.57,117.6,124.07,,4.63,,,,,99.91,,,,,16.43,,,,,1.38,1.58,155.32,5.81,3.38,,5.04,,4.74,,,,5,3153458668.0,Packaged Software,Technology Services
SRCL,28.4,59.53,,0.9,,3.9,,,,58.87,,20.24,57.45,2.05,,0.05,0.02,58.76,1.13,,46.06,74.98,5.64,0.77,,,,56.19,21.31,,28.96,15.57,2.72,2.79,1.78,0.46,,,,54.12,,112.71,3.42,49.17,38.58,1.84,,,1.37,,5.13,2.15,154.63,141.25,2.94,2.07,,,,,,,1.14,,,69.77,,,1.77,,1.13,0.67,10.34,2.8,1.44,,1.7,,1.35,652.89,,,5,4138493462.000001,Environmental Services,Industrial Services
SRE,6.75,54.76,,7.9,4.4,10.4,8,1.2,10.8,56.1,4.11,11.1,54.24,0.99,,0.02,0.01,78.51,0.46,21.25,94.26,52.47,6.13,1.11,,0.53,3.1,27.58,15.57,,21.9,13.67,4.88,6.2,3.63,0.33,,,3.16,16.28,,6.67,,73.64,42.86,2.22,,,22.39,,20.5,1.74,16.78,17.19,2.91,3.72,,,,,,1.19,1.19,,,9.93,,,7.8,1.86,0.41,3.46,5.47,3.89,10.51,,3.16,,,21.22,,,10,46002350163.00001,Electric Utilities,Utilities
SSD,15.83,41.56,0.8,20.6,5.2,25,25.1,26.8,21.3,25.42,0.78,,35.4,6.81,,0.98,0.66,174.13,3.69,164.72,31.37,57.63,1.04,0.31,,0.14,0.63,16.66,14.2,33.92,,,,3.35,6,0.64,9.88,2.97,0.64,21.64,22.94,,,158.75,46.46,,,,15.03,,20.12,4.16,22.35,22.06,0.81,3.36,,0.64,0.99,,34.11,2.81,1.25,,22.76,21.31,28.49,0.88,1.66,8.03,2.21,12.09,41.61,18.78,19.71,,16.63,,1.86,36.43,,,10,6486272858.0,Building Products,Producer Manufacturing
SSL,,37.11,,8.8,,,,,12.7,17.67,8.92,,30.01,1.62,,0.6,0.38,7.03,1.51,93.08,57.52,42.56,5.97,0.71,,0.44,8.92,6.98,6.98,4.82,,,,0.59,14.33,0.45,11.82,42.02,8.92,3.31,,,,15.28,41.74,5.84,,,3.04,,18.22,0.43,8.81,2.47,,0.3,,,,,2.54,0.22,0.23,,,2.54,6.15,,1.04,0.43,1.04,2.07,9.14,6.82,4.52,,9.74,,,8.08,,,9,8119428768.1674,Chemicals: Major Diversified,Process Industries
SSNC,16.44,60.34,1.4,5,18.4,6.2,25,,7.3,53.44,4.05,8.58,57.55,1.91,,0.17,0.07,71.06,1.16,,6.79,51.68,3.3,1.06,,0.19,1.38,17.02,11.47,24.88,17.08,11.51,4.09,4.17,5.88,0.38,16.78,5.45,1.38,24.93,11.26,11.34,4.82,65.38,49.07,2.74,,,12.33,,22.97,2.71,25.84,14.27,1.18,3.16,,0.41,0.7,,18.81,,0.76,,,14.95,20.17,2.7,0.99,,1.16,4.13,259.28,9.72,11.08,,6.16,,6.57,37.2,,,10,13736654120.0,Information Technology Services,Technology Services
SSRM,,40.38,2.6,4.7,,,3.8,,11.9,40.9,2.8,13.56,37.99,0.5,,1.33,1.21,5.0,3.54,223.83,17.41,20.7,,0.1,,0.14,2.8,,,8.51,5.75,3.76,0.95,0.71,,0.6,8.68,10.51,5.63,10.38,5.48,,,14.77,31.48,16.81,,,,,18.34,0.33,,5,,0.88,,,,,10.06,0.27,0.32,,,3.65,,,0.3,0.33,1.78,,,,,,4.56,,12.82,71.43,,,7,3062137468.1975427,Precious Metals,Non-Energy Minerals
ST,3.77,39.66,1.5,5,,,17.8,,11.4,41.59,1.35,25.81,38.91,1.79,,0.68,0.27,36.44,1.77,90.76,64.21,69.69,7.61,1.29,,0.14,1.35,37.76,16.18,27.03,13.13,10.12,2.06,2.05,2.65,0.37,7.6,5.65,1.35,15.44,4.93,8.95,3.9,45.46,30.53,2.96,,,0.21,,13.45,1.8,898.75,10.16,,1.35,,,,,17.76,,0.6,,,11.02,,,0.88,,1.31,0.1,13.16,3.1,0.27,,1.91,,10.88,16.02,,,9,5775286141.999999,Electronic Equipment/Instruments,Electronic Technology
STAA,8,43.73,,23,,48.3,61.9,,24.1,46.51,,59.75,43.86,12.43,,3.55,6.48,36.71,5.8,179.02,73.29,100.84,1.15,0.09,,,,64.47,53.64,125.22,,51.35,4.94,5.1,1.55,0.8,4.07,0.75,,113.19,20.74,38.7,13.19,74.11,79.24,,,,4.99,,7.9,4.41,107.97,61.18,1.73,5.37,,,,,129.66,3.47,0.61,13.7,6.44,48.16,,2.45,3.51,4.43,5.21,3.45,14.35,6.26,4.33,,6.65,,,215.94,,,6,2102955233.0,Medical Specialties,Health Technology
STAG,5.12,52.08,,3.6,0.7,,7.2,19.8,6.6,37.28,3.88,0.4,46.28,1.46,,0.13,0.01,39.48,0.97,,225.1,60.71,4.85,0.85,,1.7,3.75,33.71,17.02,25.33,,17.9,,13.4,2.97,0.52,52.93,5.5,3.76,48.65,7.7,12.99,8.68,39.2,80.05,2.52,,,25.43,,34.74,2.13,37.61,45.06,18.78,9.61,,1.32,0.53,16.13,18.17,2.23,1.13,,,16.84,21.14,,1.49,2.46,0.97,3,243.12,5.02,5.58,,4.04,,1.09,58.83,,,8,6737641827.0,Real Estate Investment Trusts,Finance
STE,,53.02,,11.9,8.9,16.4,21.2,5.6,12.7,41.63,1.37,,49.51,4.93,,0.24,0.08,233.79,2.33,95.58,32.9,66.73,1.77,0.39,,0.26,0.9,29.4,18.08,42.68,26.39,16.4,4.59,4.94,3.4,0.63,11.57,2.58,0.97,34.44,18.15,9.48,6.21,247.98,43.19,6.21,,,7.79,,17.23,3.63,58.01,29.48,2.06,4.54,,1.32,2.18,,39.14,11.03,1.12,,,23.4,49.3,1.84,2.34,92.77,1.49,3.66,26.7,8.59,6.37,,6.75,,0.98,66.04,,,10,22670331894.0,Medical Specialties,Health Technology
STEP,56.76,55.68,,,,,,,,58.64,1.96,33.88,55.7,1.48,,0.13,0.67,50.62,1.14,,120.74,26.82,1.16,0.79,,0.95,1.96,16.83,13.66,24.06,,,4.47,4.73,5.94,0.1,19.68,4.28,1.9,27.23,,64.18,18.02,34.13,54.2,15.72,,,6.97,,22.51,9.03,62.54,46.68,,4.57,,,,,22.98,,,,,21.1,190.55,,,,1.14,1.38,194.54,9.71,8.32,,6.67,,,,,,4,3518011418.0,Investment Managers,Finance
STER,12.22,52.13,1.7,8.2,,25.6,,60.8,19.3,51.19,,20.05,51,1.72,,0.43,0.13,15.55,1.62,,35.69,76.8,5.83,0.77,,,,60.24,20.79,32.56,,,,2.72,1.66,0.5,8.36,4.06,,61.6,,14.65,8.16,15.78,39.29,0.82,,,,,4.33,2.07,,17.4,,1.93,,,,,23.12,,,,,16.91,,,,,1.62,,50.88,2.64,,,6.65,,1.83,,,,1,1300466972.0,Data Processing Services,Technology Services
STGW,25.18,39.95,,,,26.9,,,21.8,42.39,,10.92,38.73,0.96,,0.11,0.08,6.46,0.9,,81.57,97.48,3.83,6,,,,12.18,5.06,22.57,,,,0.88,8.21,0.08,3.92,14.68,,22.69,,14.56,6.21,9.17,35.41,1.11,,,0.01,,3.95,2.4,,10.4,,0.33,,,,,9.6,,,,,5.91,,,,,0.9,,58.51,7.42,0.04,,1.99,,15.97,,,,5,1458463085.0000002,Miscellaneous Commercial Services,Commercial Services
STLA,10.32,17.09,,26,,43.7,75.4,24.7,27.4,9.97,10.78,,12.87,2.2,,0.52,1.23,15.42,1.14,52.48,84.73,15.15,1.3,0.39,,0.29,10.78,1.96,1.37,13.29,1.8,1.18,0.19,0.19,51.02,0.4,1.45,6.1,10.78,3.38,37.63,,,20.17,18.11,11.63,,,7.55,,9.66,0.51,3.27,2.71,0.17,0.24,,,,,17.51,0.42,1.18,,,3.14,2.71,0.14,0.34,1.48,0.85,6.57,44.72,13.49,16.61,,10.32,,13.84,5.06,,,10,60528330969.80063,Motor Vehicles,Consumer Durables
STLD,26.31,34.42,8.8,39.1,19.3,61.4,76.5,,35.4,21.57,3.2,9.17,29.55,5.23,,0.47,0.41,117.27,2.35,74.35,27.76,36.8,0.97,0.33,,0.14,1.53,7.33,6.27,23.16,7.66,6.53,1.09,1.08,13.64,0.61,4.68,4.69,1.59,11.14,26.36,,,102.13,18.95,48.08,,,11.1,,15.34,2,9.4,9.4,0.26,1.02,,0.27,1.83,,22.76,0.95,1.24,,59.23,7.02,11.1,0.38,0.68,2.17,1.19,13.52,27.38,21.14,22.54,,19.19,,8.92,14.46,,,9,16350757972.000002,Steel,Non-Energy Minerals
STM,,29.17,0.1,30.4,12.9,45.6,59.4,29.1,22.5,30.8,1.02,,27.75,4.18,,1.77,1.89,29.99,3.35,120.71,73.71,43.48,0.84,0.2,,0.09,0.93,7.42,5.91,37.96,14.61,6.87,1.75,1.55,13.48,0.68,3.99,2.24,1.22,17.1,23.47,,,39.64,43.83,39.93,,,18.93,,19.2,1.57,9.8,9.52,0.33,1.83,,0.2,1,,46.11,0.83,0.81,,6.69,6.94,14.47,0.38,1.05,1.63,2.56,12.11,27,15.84,17.81,,16.6,,1.06,17.54,,,10,39804847942.90174,Semiconductors,Electronic Technology
STN,27.73,34.19,,11.6,8,18,18.2,,11.3,18.37,1.05,6.53,27.64,3.43,,0.13,0.1,80.21,1.39,,68.19,54.51,2.81,0.81,,0.22,0.74,25.94,16.84,29.47,,,2.5,2.07,3.86,0.42,7.17,4,0.76,32.96,15.05,14.78,,67.78,42.6,5.01,,,4.95,,8.05,4.24,35.84,29.05,2.09,1.79,,1.94,1.68,,25.01,,1.67,,,20.15,28.55,2.53,1.75,,1.39,5.36,74.46,11.64,12.79,,8.04,,0.26,57.71,,,10,7399825415.586917,Engineering & Construction,Industrial Services
STNE,,49.45,,1.1,,25.7,18.6,,51.1,54.05,,,50.71,1.04,,0.41,1.46,13.2,1.36,,56.26,683.57,2.19,0.55,,,,5.65,4.32,,2.89,2.55,1.39,1.37,17.7,0.29,,,,10.97,,22.99,8.47,17.97,73.89,8.03,,,14.79,,48.5,1.36,12.54,10.84,,1.84,,,,,,1.26,,,6.2,,,,,3.3,1.36,3.9,165.04,15.16,12.42,,24.34,,,,,,4,3407478732.0,Packaged Software,Technology Services
STR,,34.89,,,,36.5,,,26.5,24.41,8.33,17.79,29.92,0.93,,0.57,0.02,21.71,5.34,,28.66,30.61,3.07,0.7,,0.94,8.33,86.65,8.17,19.64,,,4.11,4.48,1.15,0.32,22.82,8.09,5.56,30.85,,,5.23,0.0,50.3,2.96,,,,,42.26,1.17,,11.35,,3.26,,,,,11.49,0.77,,,,4.33,,,,1.17,5.34,,0.68,0.67,,,4.19,,7.43,,,,2,4085781116.0,Investment Trusts/Mutual Funds,Miscellaneous
STRA,50.18,28.14,,,,,,,1.7,23.98,3.75,16.86,24.98,3.74,,1.01,1.3,94.34,1.57,,31.14,26.27,0.92,0.12,,0.53,2.53,13.49,10.38,15.94,,,1.83,1.86,7.41,0.77,11.69,5.99,2.53,19.8,,,,84.67,47.07,,,,9.84,,13.81,1.38,19.37,20.69,,1.91,,,,,16.23,3.37,0.98,,,12.7,17.71,,0.98,12.38,1.57,5.47,70.74,8.67,7.17,,5.9,,5.38,29.21,,,9,1867815007.0,Other Consumer Services,Consumer Services
STRL,51.49,43.82,,28.3,,26,42,60.8,13.2,44.06,,53.95,43.14,3.4,,0.66,1.39,108.6,1.24,,31.68,53.76,1.24,0.58,,,,12.38,9.89,7.91,,10.59,1.43,1.49,8.08,0.34,18.9,11.72,,20.87,25.6,12.97,8.97,43.41,18.04,8.39,,,7.85,,11.04,5,20.84,20.76,0.57,1.65,,,,,8.67,6.67,4.56,,,7.21,8.27,0.83,1.19,48.27,1.24,9.18,82.15,23.18,26.61,,12.12,,2.19,73.88,,,7,2280537140.0,Engineering & Construction,Industrial Services
STVN,,49.39,3.4,53.7,,20.2,24.3,,17.8,49.23,0.29,,49.04,4.43,,0.16,0.25,20.7,1.74,131.03,121.1,81.86,1.25,0.24,,0.11,0.29,31.18,20.9,,29.31,19.85,4.81,4.85,3.21,0.6,,,0.29,34.66,,10.78,9.37,26.81,28.91,33.37,,,11.27,,15.49,4.51,40.16,38.83,,4.53,,,,,,2.99,,,,35.7,,,,4.99,1.13,5.99,15.13,11.22,10.32,,7.7,,,,,,5,7774223963.0,Medical Specialties,Health Technology
STX,60.21,42.62,2.6,,1.7,,,,,45.98,3.23,22.88,41.94,0.9,,0.44,0.24,98.2,1.08,82.61,119.23,26.45,5.45,,,2.19,2.87,31.48,23.5,36.84,13.44,11.46,2.68,3.73,3.18,,10.14,3.22,2.87,15.93,,89.24,16.4,58.62,23.45,1.27,,,5.11,,6.44,,63.77,76.72,,3.18,,,,,32.02,,2.32,,,23.05,28.55,,2.78,,0.68,4.56,47.07,16.91,,,6.59,,4.17,22.63,,,9,13250325050.0,Computer Peripherals,Electronic Technology
STZ,,40.17,1.9,,5.9,4.4,18,,11.2,38.48,1.81,6.23,39.06,3.29,,0.02,0.01,240.1,1.23,147.01,77.61,32.43,3.16,1.16,,0.26,1.54,16.6,14.69,38.48,15.97,13.79,5.22,5.47,6.02,0.39,14.22,3.29,1.69,16.44,11.23,11.76,6.55,288.11,51.08,7.97,,,24.42,,33.11,4.27,17.89,17.24,,4.33,,,,,30.72,,0.9,,,15.75,22.8,,1.84,,0.54,9.76,35.13,15.04,26.02,,12.4,,2.82,29,,,7,47725997447.0,Beverages: Alcoholic,Consumer Non-Durables
SU,20.65,61.87,5.4,12.7,24.3,66.9,,,35.1,74.37,5.33,21.18,66.17,2.32,,0.23,0.15,40.95,1.46,59.31,89.1,43.22,0.9,0.35,,0.41,3.89,7.74,4.77,9.73,,,1.59,1.51,12.92,0.49,15.76,12.26,3.85,9.58,27.46,6.89,,35.79,40.62,12.47,,,13.76,,17.33,1.61,9.49,10.62,0.57,1.3,,,,,8.45,0.92,0.85,,,4.8,6.62,0.43,0.59,1.75,0.93,8.6,15.19,13.91,17.57,,9.31,,8.74,24.52,,,8,45631665642.9528,Integrated Oil,Energy Minerals
SUI,,58.18,,3.5,5.6,,,4.7,21.7,53.58,3.71,,56.91,0.83,,0.04,0.01,130.29,0.29,44.5,,,10.05,1.14,,0.95,2.84,233.42,30.69,26.8,42.99,18.23,7.25,7.46,0.43,0.41,27.82,5.51,2.86,65.66,0.94,22.36,3.89,154.16,47.17,1.57,,,,,17.12,2.36,151.5,33.04,15.73,5.04,,1,1.14,36.83,18.13,2.03,0.72,,,18.13,,,1.13,2.8,0.22,,,0.71,,,2.87,,,85.72,,,9,15644428325.0,Real Estate Investment Trusts,Finance
