Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
GTLS,0.25,71.85,,13.7,,32.4,48.4,,5.03,30.4,62.19,,,71,1.52,,0.15,0.08,169.07,1.27,76.71,115.98,69.19,4.66,1.34,,,,18.49,12.67,46.56,11.84,8.98,2.33,2.65,5.41,0.31,5.69,3.2,,14.02,20.88,34.07,14.89,285.82,33.2,1.94,,,4.64,,15.12,2.44,49.01,20.87,1,2.05,,,,,38.72,,1.01,,,24.7,24.67,0.83,2.47,,1,2.04,65.79,7.95,6.8,,6.03,,,113.47,,,9,7329335277.0,Industrial Machinery,Producer Manufacturing
GTX,9.2,50.27,,53.4,,,,,,,54.12,,,52.32,1.59,,0.08,0.06,7.76,0.94,34.87,128.69,62.18,2.56,,,,,6.18,5.23,9.76,,,0.88,0.87,16.18,,8.86,18.96,,6,15.7,,,2.88,19.91,2.46,,,6.54,,13,,6.42,6.8,,0.51,,,,,5.72,,,,,4.41,6.62,,,,0.72,9.84,101.42,47.11,,,27.4,,8.79,,,,8,2054877976.0000005,Auto Parts: OEM,Producer Manufacturing
GTY,10.6,52.96,,5.4,5.1,,,2.1,3.19,1.9,58.17,7.26,11.85,54.19,1.34,,0.05,0.01,32.81,1.53,,898.7,7.83,5.26,0.88,,1.52,5.5,25.26,16.1,20.9,,17.89,11.61,13.13,3.96,0.51,62.85,6.89,5.74,26.46,10.03,3.49,8.7,30.18,91.32,2.74,,,32.97,,52.09,1.87,28.04,27.78,5.24,8.94,,2.41,1.23,14.24,14.23,1.63,1.1,,,14.16,14.9,,1.09,2.14,1.53,3.53,260.13,5.84,6.88,,5.81,,,21.87,,,10,1498370317.0,Real Estate Investment Trusts,Finance
GVA,77.11,74.79,1.3,1.3,,,137.4,,10.65,,68.28,0.54,32.18,73.97,3.19,,0.53,0.74,97.52,1.56,11.43,46.44,59.19,2.7,0.82,,0.12,0.54,23.56,14.41,15.09,,9.02,1.05,1.12,4.24,0.32,7.4,6.88,0.54,18.23,,66.28,8.53,44.14,13.02,5.11,,,2.8,,3.6,4.23,44.73,22.21,,1.34,,,,,20.02,2.52,2.22,,,13.1,22.38,,3.83,6.42,1.46,3.96,25.62,10.68,11.51,,6.22,,,154.79,,,8,1717718167.0,Engineering & Construction,Industrial Services
GWRE,95.28,62.99,0.1,,,,40.2,29.6,10.77,10.2,54.79,,53.83,59.92,11.17,,1.2,2.27,196.37,1.55,,21.06,45.72,200.51,0.33,,,,,7082.57,87.42,3493.06,332.39,13.7,15.96,,0.6,18.07,1.08,,101.33,,34.49,16.13,109.22,59.5,,,,,,,12.14,,194.43,,16.52,,,,,92.55,12.11,1.54,135.43,39.59,83.72,782.38,,8.98,16.96,1.55,,,,,,,,0.19,,,,4,7455466267.0,Information Technology Services,Technology Services
GWW,40.49,60.7,2.1,22,7.1,35,31.4,22.4,78.79,14.4,45.53,0.92,19.18,56.67,11.85,,0.61,0.45,1172.07,2.59,77.91,37.65,50.25,1.14,0.92,,0.21,0.68,22.75,20.88,31.35,20.51,18.99,3.23,3.48,4.4,0.38,11.09,3.29,0.7,27.79,21.96,8.23,5.88,779.13,39.25,30.86,,,10.8,,15.13,16.3,31.77,31.19,1.65,3.42,,1.76,1.86,,30.76,5.23,2.06,,99.84,25.27,32.24,1.28,2.94,19.76,1.68,21.69,51.98,41.55,56.51,,32.27,,2.37,53.94,,,10,34656610529.99999,Wholesale Distributors,Distribution Services
GXO,9.77,49.38,,,,24.1,129.6,34.9,,14.8,35.54,,19.72,44.03,1.49,,0.16,0.1,58.72,0.86,,25.35,59.17,9.27,1.78,,,,59.69,20.13,47.24,20.66,13.22,0.95,1.09,1.68,0.26,2.3,3.62,,18.12,,15.02,12.31,64.72,12.47,4.25,,,0.97,,3.23,2.26,65.28,23.59,2.25,0.64,,,,,27.7,,,,,12.16,23.82,2.15,,,0.86,1.04,5.97,2.73,3.67,,3.9,,,,,,5,7163504936.0,Air Freight/Couriers,Transportation
H,33.47,49.47,,3,31,,,,11.39,44.8,40.23,0.39,3.27,47.49,2.54,,0.39,0.33,153.18,0.79,0.61,30.12,47.53,1.57,0.93,,0.14,0.39,9.49,7.75,28.79,25.74,16.81,2.42,2.53,10.54,0.31,8.78,4,0.39,38.7,11.35,40.2,2.88,142.36,19.22,1.86,,,20.55,,4.65,3.98,11.54,35.17,,2.36,,,,,27.66,,1.2,,,21.02,8.73,,3.11,,0.79,11.2,71.82,19.67,37.54,,2.16,,8.02,46.42,,,8,11269745339.999998,Hotels/Resorts/Cruise lines,Consumer Services
HAE,,64.94,0.1,9.5,,14.5,54.1,17.1,20.22,14.5,56.03,,,64.37,2.91,,1.09,0.24,84.83,3.49,188.18,40.35,54.03,4.42,1.39,,,,31.99,19.34,263.07,25.18,,3.86,3.93,3.13,0.35,1.5,0.48,,18.47,9.31,15.76,6.24,93.11,52.61,10.69,,,9.1,,12.15,4.86,35.2,26.59,4.09,3.17,,,,,211.02,,0.9,,,51.17,912.12,3.79,2.3,,2.09,5.4,26.19,8.28,13.51,,6.8,,,74.41,,,8,4569659544.0,Medical Specialties,Health Technology
HAL,,59.55,,23.4,26.7,,68.9,20.8,83.5,15.9,67.83,1.54,,63.73,3.56,,0.4,0.25,30.47,2.21,63.73,61.72,81.48,1.78,0.85,,0.21,2.16,8.67,6.79,13.84,8,6.4,1.43,1.44,11.53,0.41,10.42,8.98,2.18,9.54,,4.39,1.97,39.75,19.11,7.4,,,11.04,,18.06,2.6,10.62,9.67,,1.19,,,,,11.27,1.24,0.85,,,7.14,11.52,,1.26,3.59,1.62,10.25,37.14,19.83,26.27,,17.3,,6.55,,,,5,37837783753.00001,Oilfield Services/Equipment,Industrial Services
HALO,31.76,26.82,2.1,,,46.1,30.1,95.2,14.98,48.4,9.68,,17.67,20.12,4.02,,6.12,0.44,44.81,10.36,307.98,31.1,88.47,2.59,3.32,,,,12.54,10.77,15.92,,8.46,5.48,6.6,7.97,0.21,41.45,6.89,,9.27,,44.79,18.72,65.11,82.09,25.41,,,41.43,,50.35,12.59,14.84,14.44,,6.11,,,,,14.79,,0.49,,,14.44,16.55,,1.88,,9.15,20.54,130.47,27.86,156.62,,30.11,,,55.32,,,5,5173936601.000001,Biotechnology,Health Technology
HAS,61.55,27.3,,,1,,,,12.38,,18.46,5.04,21.3,23.51,1.86,,0.58,0.3,61.76,1.47,85.12,71,78.05,,3.1,,0.71,4.52,,,14.58,12.83,10.74,2.67,2.64,,0.18,18.12,9.09,4.52,13.93,10.46,23.56,,48.21,59.95,2.77,,,,,11.15,6.69,,15.68,,2,,,,,10.99,,0.9,,,8.85,,,1.35,,1.29,,,,,,8.35,,6.49,27.7,,,9,9208232271.000002,Recreational Products,Consumer Durables
HAYW,34.39,58.9,2.3,20.5,,6.8,18.2,,18.49,5.7,61.52,,6.67,59,2.41,,1.1,0.28,15.93,2.62,159.67,48.67,72.48,4.1,0.72,,,,22.21,17.37,19.23,17.06,13.97,3.77,4.17,4.5,0.48,21.68,6.27,,21.07,,27.56,6.03,11.44,49.84,2.88,,,9.47,,19.67,2.53,38.33,28.5,,3.55,,,,,16.4,,,,,14.65,18.27,,,,1.69,3.27,46.03,7.04,7.15,,6.13,,2.44,,,,5,2987912906.9999995,Recreational Products,Consumer Durables
HBI,82.68,66.08,,,,32.2,,9.7,,,73.94,,48.91,68.88,1.73,,0.2,0.09,8.27,1.49,119.18,72.08,35.17,13.21,23.93,,,,36.88,22.8,14.32,13.56,11.31,1.69,1.06,2.71,0.03,7.37,14.78,,13.85,,117.35,,4.49,35.35,0.73,,,,,3.5,19.23,,,,0.5,,,,,6.86,,0.52,,,6.3,16.04,,0.77,,0.9,,11.3,4.11,,,4.18,,18.69,13.13,,,7,1619975124.0,Apparel/Footwear,Consumer Non-Durables
HBM,119.21,48.26,,,1.7,26.9,,,17.06,10.8,52.74,0.17,,47.83,1.37,,0.96,0.41,9.1,1.86,51.05,51.06,28.03,1.61,0.46,,0.04,0.17,13.78,5.71,13.52,,,1.87,2.05,7.26,0.46,15.8,9.03,0.17,10.36,,47.86,10.91,5.53,27.73,5.31,,,4.21,,19.36,1.46,40.81,26.07,,1.61,,,,,9.51,1.36,1.48,,,5.12,10.31,,1.24,1.53,1.47,1.6,7.07,6.24,3.8,,2.94,,,,,,5,1731128077.5480058,Other Metals/Minerals,Non-Energy Minerals
HCA,68.66,29.2,7.9,,77.4,17.6,17.8,,21.38,16.2,17.3,1.64,28.71,24.79,2.63,,0.19,0.06,335.11,1.12,65.97,147.93,51.73,3.21,,,0.12,0.78,11.81,9.07,21.61,11.34,8.65,1.7,1.83,8.47,,8.45,6.93,0.8,13.65,21.52,12.85,6.58,347.17,84.85,5.19,,,8.52,,15.09,,15.05,15.47,1.08,1.27,,0.55,0.6,,15.11,,1.29,,,8.34,14.96,0.94,1.26,,1,10.42,31.42,24.77,,,17.86,,4.28,23,,,10,69705085997.0,Hospital/Nursing Management,Health Services
HCC,16.26,53.23,,36.5,11.9,93.5,,101.6,106.65,28.2,46.67,0.66,,50.87,6.71,,3.54,3.48,68.5,5.81,52.75,14.99,41.97,0.3,0.08,,0.04,0.48,7.2,5.42,59.04,5.39,3.96,1.44,1.94,13.89,0.81,3.2,1.42,0.48,14.24,27.13,,,45.56,28.38,77.03,,,23.77,,24.71,1.72,9.46,9.43,0.77,2.22,,,,,69.9,0.85,,36.24,7.49,6.44,11.74,0.38,0.61,1.72,4.67,15.51,27.97,18.77,19.44,,21.65,,3.95,,,,6,2457335707.0,Coal,Energy Minerals
HCM,12.24,34.89,,10.9,,,,,87.12,46.4,21.65,,3.62,28.46,3.71,,2.15,9.77,16.75,2.81,51.52,45.95,194.92,,0.11,,,,,,,,,2.79,8.49,,0.59,,,,121.38,,,,28.52,,,,,,,,3.88,,,,11.72,,,,,,2.2,0.23,10.15,5.39,,17.96,,,3.88,2.68,,,,,,,,,,,,3,2619157884.27207,Pharmaceuticals: Major,Health Technology
HCP,62.6,35.13,,,,,,25.6,,32.6,14.61,,2.12,27.72,9.21,,3.16,93.3,33.61,3.71,,34.32,77.58,,0.01,,,,,,204.23,,,8.69,8.85,,0.74,4.33,0.4,,95.21,,,13.92,36.37,81.98,,,,,,,5.52,,,,10.63,,,,,243.48,,,7.89,6.25,172.31,,,,5.63,3.71,,,,,,,,0.02,,,,,4865896574.0,Packaged Software,Technology Services
HD,35.06,57.14,2.7,,11.7,9,8.2,5.6,19.55,7.5,63.83,4.2,20.57,59.12,5.04,,0.05,0.02,406.8,1.13,80.34,43.16,10.7,2.54,10.95,,0.59,2.16,21.94,18.79,28.23,20.6,18.04,2.87,3.04,4.56,0.06,10.76,4.12,2.2,26.09,13.5,4.1,3.89,336.49,33.5,9.64,,,9.45,,13.7,69.78,27.64,27.3,2.24,2.63,,1.11,1.16,,24.28,,1.24,,,20.35,24.24,2.71,2.07,,0.31,17.17,51.8,35.87,503.79,,23.96,,0.58,31.53,,,10,321421199548.0,Home Improvement Chains,Retail Trade
HE,,56.76,,,,0.8,2.7,,1.14,12.4,67.71,,,61.18,0.51,,7.34,0.58,10.58,28.65,,17.09,51.2,,2.47,,,,,,82.2,8.3,5.16,0.93,0.94,,0.09,1.15,2.32,,7.57,3.41,,1.72,35.5,,,,,,,,1.16,,,,0.31,,,,,29.17,,0.22,,,3.02,364.83,,0.68,1.16,28.65,,,,,,,,,11.89,,,10,1438104216.0,Electric Utilities,Utilities
HEES,9.63,59.67,,30.5,,35.3,94.6,,15.02,13.1,47.16,1.91,5.31,57.17,1.61,,0.06,0.01,55.92,1.49,34.66,43.88,59.47,2.57,2.95,,0.29,1.91,14.7,5.65,,15.89,5.42,2.46,2.54,6.8,0.21,,,1.91,14.63,11.96,,4.1,50.73,45.71,3.47,,,9.47,,16.38,3.43,14.19,14.8,1.42,1.4,,1.01,,,,1.84,1.38,,,4.11,12.55,0.86,,5.17,1.37,5.23,11.17,10.29,26.17,,7.35,,,21.1,,,9,1594096581.0,Finance/Rental/Leasing,Finance
HEI,53.49,59.49,,15.8,7.7,17.1,8.3,0.7,4.29,18,60.2,0.13,21.04,61.17,7.2,,0.33,0.09,272.78,3.3,159,29.81,45.69,2.32,0.64,,0.06,0.08,43.08,35.35,61.65,37.07,30.78,8.05,9.09,2.32,0.48,14.75,1.71,0.08,63.76,13.71,19.21,14.4,274.19,38.94,5.05,,,12.64,,21.04,8.29,79.99,79.99,9.64,7.85,,3.88,3.6,,53.15,,1.27,,,48.22,62.02,5.09,3.23,,1.47,6.87,62.1,12.53,14.7,,10.59,,,87.99,,,10,19976280971.0,Aerospace & Defense,Electronic Technology
HELE,,53.11,0.9,10.7,,1,,9.5,,0.1,55.99,,,53.38,2.38,,0.04,0.03,67.09,1.77,157.4,98.96,73.35,2.55,0.48,,,,9.27,7.55,11.83,8.54,7.54,1.15,1.15,10.79,0.54,9.75,12.27,,8.49,15.22,,,109.08,47.8,4.89,,,7.35,,12.95,0.98,11.24,9.01,1.13,0.82,,0.62,0.73,,8.41,,0.43,,,7.25,11.92,,0.51,,0.85,4.93,32.07,10.02,9.04,,7.67,,21.17,9.54,,,10,2823723921.0,Home Furnishings,Consumer Durables
HES,,70.44,,18.7,20.5,,,42.5,43.71,30.7,85.1,2.19,,76.89,3.17,,0.63,0.2,146.23,1.26,50.56,57.82,40.96,1.36,0.88,,0.19,1.23,11.64,7.54,53.01,11.78,7.76,4.39,4.16,8.59,0.41,7.85,2.22,1.36,19.25,,21.19,9.12,168.79,79.58,10.49,,,20.77,,35.89,4.16,17.04,15.31,,3.53,,,,,45.17,1.71,1.12,,,8.01,17.99,,3.87,4.31,1.13,10.65,24.47,20.89,27.05,,15.25,,0.3,,,,4,49237238861.0,Integrated Oil,Energy Minerals
HESM,13.51,56.75,,,11,,16.5,,53.91,,69.1,12.75,0.37,61.38,1.65,,0.05,,36.31,0.7,,64.26,12.86,3.17,6.57,,1.09,7.3,8.03,6.55,11.02,6.8,5.63,4.36,4.97,12.45,0.13,45.08,17.53,7.58,11.38,34.19,20.73,10.31,16.13,86.08,4.48,,,13.09,,61,7.04,15.21,15.21,0.92,1.96,,,,,4.31,2.21,,,,3.06,13.16,,0.69,7.12,0.7,4.85,27.77,24.06,45.13,,21.34,,8.73,14.25,,,10,7054385107.0,Integrated Oil,Energy Minerals
HGV,8.63,59.49,,65.7,,,,55.5,10.6,50.2,46.73,,,57.37,1.42,,0.23,0.04,40.81,4.88,187.85,96.86,57.57,9,3.64,,,,21.41,14.08,98.04,8.18,5.97,1.7,2.22,4.67,0.17,2.27,2.62,,11.61,,,10.22,61.74,28.44,2.42,,,2.01,,15.14,2.24,47.09,13.89,,0.92,,,,,39.47,,,,,20.98,,,0.95,,3.11,0.93,20.8,5.52,4.74,,4.24,,,19.46,,,9,4628567863.0,Real Estate Development,Finance
HHH,11,50.73,3.1,,,,,,5.25,15.8,31.16,,21.24,45.43,0.38,,0.63,0.08,79.45,2.62,0.32,17.24,27.6,,2.03,,,,,,56.14,,32.08,9.76,7.13,,0.28,12.71,3.98,,77.89,10.22,,21.51,83.84,44.12,1.53,,,6.08,,21.23,1.52,52.46,6.01,,3.16,,,,,24.94,0.64,0.7,,,24.53,7.68,,1.57,1.54,2.62,0.79,,,2.61,,2.28,,,117.56,,,7,3850906984.0,Real Estate Development,Finance
HI,,60.97,1.1,6.8,1.1,,41.6,,16.52,15,58.74,2.98,,61.55,1.31,,0.17,0.1,31.43,1.27,99.14,76.05,41.04,14.52,1.43,,0.35,2.81,,29.26,29.9,8.23,,1.23,1.29,,0.27,4.31,6.21,2.81,10.24,10.55,26.62,2.84,60.57,33.19,2.04,,,,,7.78,1.55,,12.38,,0.71,,,,,16.45,,0.54,,,11.78,,,0.71,,0.83,,,,,,7.6,,,13.91,,,8,3081866147.9999995,Industrial Conglomerates,Producer Manufacturing
HII,10.47,31,0.7,30.1,5.9,4,,,,7.6,35.93,4.41,2.32,32.23,2.55,,,,191.61,0.79,7.11,21.19,18.82,2.23,0.67,,0.31,2.69,11.2,8.28,56.74,13.45,9.26,0.86,0.9,8.93,0.38,1.56,2.44,2.79,12.09,12.58,,3.12,253.92,13.84,7.42,,,5.99,,5.89,1.78,10.82,11.3,3.14,0.65,,0.73,2.51,,41.6,2.2,0.7,,,13.47,25.38,1.88,0.93,9.66,0.73,6.33,26.34,11.8,17.24,,5.27,,8.72,11.78,,,10,8437978803.0,Aerospace & Defense,Electronic Technology
HIMS,196.52,47.99,,,,37.8,37.3,,,,40.74,,52.02,45.14,19.03,,1.66,22.37,23.53,2.14,51.08,81.47,1.56,0.2,0.03,,,,101.22,76.75,29.03,155.63,23.79,2.04,3.5,0.99,0.73,12.05,3.26,,47.34,,,37.3,17.76,81.13,,,,8.15,,3.46,10.39,47.7,47.7,,3.87,,,,,32.59,6.57,,56.02,31.37,25.98,33.91,,,18.1,1.82,21.22,82.99,11.53,27.83,,38.76,,1.57,,,,,1331553344.0,Medical/Nursing Services,Health Services
HIW,94.39,30.39,,0.8,1.4,,,2.3,0.06,3.9,11.86,6.87,38.24,22.16,0.71,,0.08,0.01,31.46,1.56,5.11,,123.06,5.52,1.4,,2.43,6.35,22.7,11.09,16.46,21.91,10.36,8.03,8.01,4.41,0.39,48.68,12.07,6.35,80.67,12.09,,,27.78,67.33,1.43,,,17.41,,25.08,1.43,23.48,38.23,9.56,4.12,,2.4,0.73,9.07,8.46,1.56,0.62,,,8.46,,,0.61,1.43,1.56,2.4,230.1,5.12,5.97,,3.65,,5.69,12.05,,,10,2416801716.0,Real Estate Investment Trusts,Finance
HL,57.54,36.55,,,16,,,,,,41.73,1.77,19.84,34.93,2.46,,0.12,0.04,5.7,1.09,52.6,43.32,14.85,2.19,0.27,,1.19,0.57,89.91,16.67,,15.56,10.03,4.31,4.9,1.11,0.69,,,0.98,20.5,,,10.2,5.67,16.26,2.21,,,,,12.65,1.76,,211.11,,4.19,,,,,,4.07,1.31,,,23.36,,,2.31,1.76,0.54,,1.71,1.63,,,30.41,,,,,,3,2605172723.0,Precious Metals,Non-Energy Minerals
HLF,,53.04,6.2,,,,,,,7,42.44,,,50.59,1.9,,0.31,0.16,7.72,0.97,162.3,27.25,6.03,5.4,,,,,8.49,6.25,15.88,,,,0.57,11.78,,3.61,23.17,,3.89,32.49,25.5,1.02,14.26,77.52,1.65,,,1.73,,6.7,,9.08,9.08,2.84,0.16,,0.79,0.38,,4.36,,0.15,,,2.51,11.15,,0.37,,0.57,3.22,49.99,21.65,,,10.08,,31.76,2.97,,,10,1444394654.0,Medical Distributors,Distribution Services
HLI,66.75,62.43,,9.4,19.2,,,,,8.1,56.43,2.63,29.44,61.29,7.91,,0.92,1.67,185.01,1.41,,28.63,31.55,0.93,0.22,,0.45,1.21,28.92,26.98,24.93,,19.43,5.44,5.9,3.46,0.61,23.67,3.92,1.23,32.18,14.52,19.89,14.25,116.85,36.93,,,,15.77,,20.4,6.54,37.66,36.91,2.88,5.95,,1.28,1.02,,25.15,6.03,,,,22.91,37.92,3.33,1.71,22.05,1.41,11.1,87.72,19.02,18.5,,15.21,,0.84,48.25,,,10,7596690802.0,Investment Banks/Brokers,Finance
HLIO,15.09,53.12,,10.9,,22.4,27.6,,7.73,16.1,44.01,0.72,,50.37,2.81,,0.35,0.1,50.52,3.03,134.48,42.19,55.73,3.3,0.54,,0.17,0.72,25.77,14.45,23.87,15.36,11.69,2.22,2.56,3.88,0.56,10.75,5.25,0.72,23.77,14.74,,2.22,50.79,30.92,2.34,,,4.59,,9.81,1.89,44.71,23.61,2.41,2.07,,1.66,1.63,,19.09,,0.62,,,13.98,18.89,2.38,1.11,,1.54,2.37,17.63,5.66,4.37,,4.42,,1.26,27.02,,,10,1854909079.9999995,Industrial Machinery,Producer Manufacturing
HLIT,30.65,40.9,,13.9,,207.2,,,57.79,9.9,39.17,,24.25,40.72,0.02,,0.36,0.39,12.21,2.08,105.03,49.08,76.26,5.34,0.35,,,,92.55,52.49,147.26,,,2.05,2.38,1.08,0.56,1.62,0.71,,13.63,,49.75,13.21,13.08,51.81,8.66,,,13.62,,7.51,3.32,16.73,29,1.16,2.22,,,,,132.71,3.11,1.49,,244.2,70.18,,,3.26,7.49,1.62,11.62,10.92,3.18,21.14,,58.13,,2.07,,,,3,1086694441.0,Telecommunications Equipment,Electronic Technology
HLN,22.3,36.44,,,,7.1,1.2,17.2,,4.4,46.35,1.67,18.57,38.01,2.85,,0.09,0.06,9.48,0.84,119.16,244.37,59.89,3.99,0.53,,0.47,1.67,18.63,18.63,23.47,18.59,16.27,3.57,3.68,5.37,0.5,15.49,5.33,1.67,23.24,,6.85,2.21,0.0,60.29,4.97,,,10.75,,18.92,2.01,27.7,27.92,,2.99,,,,,19.25,,,,,16.11,21.64,,,,0.58,3.57,118.68,7.72,7.3,,4.87,,4.7,,,,5,37771792134.93901,Medical Distributors,Distribution Services
HLNE,94.35,59.4,,25.4,12.5,,12.8,,32.82,0.1,50.27,1.96,56.51,56.33,9.44,,0.96,0.83,194.41,1.54,,8.39,53.39,0.78,0.45,,0.4,0.97,23.47,22.86,46.06,,,12.81,12.39,4.26,0.43,26.91,2.15,1.01,39.83,3.84,15.78,14.21,106.56,69.86,26.11,,,28.03,,45.03,13.39,42.17,41.81,,16.17,,,,,60.29,4.99,,,,57.73,58.44,,5.11,13.39,1.54,13.7,357.66,31.24,34.58,,23.64,,1.09,77.76,,,8,4964582246.0,Investment Managers,Finance
HLT,41.9,64.27,3,,58.7,,,42.5,126.33,35.6,59.59,0.24,16.95,63.78,2.57,,0.35,0.13,249.76,0.8,,20.87,49.94,4.99,,,0.09,0.24,31.5,29.66,41.65,21.07,20.18,13.97,6.46,3.17,,15.52,2.81,0.24,31.25,1.46,26.08,8.68,221.75,27.34,4.32,,,10.7,,21.04,,53.44,38.12,,5.73,,,,,36.88,,1.71,,,33.22,35.84,,7.03,,0.8,7.45,229.18,19.07,,,10.48,,2.65,81.04,,,9,40380308183.0,Hotels/Resorts/Cruise lines,Consumer Services
HLX,9,51.67,,,,5.2,45.4,18.9,280.33,20.4,49.81,,,52.68,1.8,,1.07,0.49,10.49,2.29,,44.27,74.32,2.7,0.43,,,,26.62,7.62,10,,,1.25,1.41,3.76,0.59,14.09,11.82,,13.8,7.07,48.21,4.23,10.1,15.69,3.79,,,0.54,,9.18,1.02,262.25,24.8,,1.19,,,,,8.47,1.06,0.92,,,7.91,17.87,,0.73,1.02,2.29,0.28,3.77,3.2,0.47,,1.11,,,,,,5,1618274705.0,Oilfield Services/Equipment,Industrial Services
HMC,,28.55,2.3,14.5,39.6,19.3,18.8,,9.27,17.9,38.26,9.45,,28.76,1.81,,0.62,0.45,26.72,1.43,52.9,31.51,60.84,4.69,0.89,,0.35,5.27,7.89,5.23,,4.53,2.41,0.27,0.57,12.67,0.42,,,5.27,5.49,22.71,3.73,2.27,37.36,21.61,22.06,,,4.56,,6.61,0.52,6.56,6.56,0.82,0.3,,0.38,,,,0.41,0.77,,,15.19,,0.5,0.37,0.56,1.12,3.39,15.01,7.45,7.83,,4.25,,,9.51,,,10,59590471051.98613,Motor Vehicles,Consumer Durables
HMY,116.54,40.55,,8.8,26.4,15.5,45.8,20.7,41.1,12.9,44.79,1.37,20.7,39.22,5.04,,0.64,2.04,9.6,1.56,25.97,19.33,12.18,0.18,0.06,,0.17,1.37,8.6,8.6,14.04,,,,1.76,11.63,0.67,11.83,6.56,1.79,7.33,22.42,11.53,5.23,5.53,23.05,14.47,,,13.99,,18.77,2.62,13.08,13.58,0.33,1.76,,,,,14.98,1.24,2.06,,,6.99,10.48,0.38,1.85,2.63,1.07,14.51,29.96,24.02,22.33,,16.17,,5.06,,,,5,2687584659.2388,Precious Metals,Non-Energy Minerals
HNI,39.35,56.81,,5.7,1.6,8,16.5,1.1,4.69,5.6,52.4,2.6,18.83,57.36,3.58,,0.08,0.08,54.78,1.09,51.5,46.58,35.5,1.66,0.57,,0.41,2.38,16.75,10.57,13.84,12.48,8.71,1.16,1.19,5.97,0.44,8.62,8.44,2.4,15.75,8.76,14.9,3.48,38.12,40.8,7.23,,,4.83,,8.49,3.09,21.23,17.28,,1.03,,,,,11.98,3.06,1.32,,,9.45,15.71,,1.35,12.17,0.68,6.38,23.4,12.42,15.85,,11.63,,,23.71,,,10,1512370017.0,Home Furnishings,Consumer Durables
HOG,20.77,46.56,3.8,28.4,14.5,77.2,98.3,,225.62,15.2,59.51,0.84,2.37,50.69,1.42,,0.54,0.29,32.72,1.41,78.45,37.11,171.31,8.84,2.29,,0.17,2.07,13.57,11.04,12.74,16.13,11.92,2.34,1.77,7.37,0.26,13.87,18.48,2.09,8.01,35.28,,,33.71,35.83,19.15,,,10.77,,10.61,1.31,7.37,8.04,0.71,0.79,,,,,5.63,0.69,0.66,,,4.47,5.84,0.36,0.42,1.33,1.25,4.77,22.04,7.99,17.83,,5.06,,6.63,8,,,10,4726670653.0,Motor Vehicles,Consumer Durables
HOLI,23.81,75.61,,5.2,,5.8,10.9,,,14.7,86.53,,,81.27,3.78,,1.41,10.37,26.42,3.02,74.76,116,153.24,0.7,0.06,,,,11.53,10.23,24.34,,,,1.27,8.67,0.68,5.21,2.51,,8.75,,,18.12,23.09,31.07,40.39,,,9.52,,8.63,1.34,21.83,21.34,,2.08,,,,,39.73,1.14,1.03,12.01,1.74,23.16,32.46,,1.08,1.38,2.8,4.27,49.52,6.83,6.21,,7.5,,,15.77,,,10,1159328553.0,Electrical Products,Producer Manufacturing
