Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DADA,,38.92,44.83,,,,17.2,34.4,41.4,,2.5,28.33,,,33.84,2.27,,2,2002.09,1.35,3.59,0.5,0.41,20.31,,,,,,0.12,0.12,0.67,,0.01,,,833.33,0.77,,,,,,72.28,6.29,5.89,27.63,,,,,,,0.53,,,,0.26,,,,,,0.23,,,1.8,0.69,,,,,0.69,3.58,,,,,,,,2.84,,,,,1133815046.0,Air Freight/Couriers,Transportation
DAL,52.43,63.54,36.52,,92.9,,,,,49.46,49.8,51.47,0.79,6.24,60.19,1.36,,0.14,0.16,63.34,0.39,11.55,37.93,21.13,3.75,1.79,,0.08,0.79,9.42,9.42,49.26,27.67,12.28,1.06,1.02,10.62,0.18,2.06,3.04,0.95,8.94,14.81,8.56,3.19,45.38,24.27,6.93,,,7.71,,8.88,2.99,8.8,11.55,,0.68,,,,,33.08,1.4,,0.78,,,6.13,308.96,,2.85,,0.34,6.24,15.24,13.95,40.43,,5.4,,7.95,24.46,,,9,25672394982.000004,Airlines,Transportation
DAN,,40.77,,,,58.7,15.1,48.1,,,14.1,53.23,5.72,,43.36,1.82,,0.15,0.14,8.54,1.49,63.77,67.31,51.89,4.16,2.02,,0.85,4.7,13.17,5.25,66.08,9.21,4.41,0.36,0.36,7.59,0.19,0.55,4.6,4.7,7.32,9.25,42.52,,15.0,8.7,2.22,,,,,3.35,0.84,,18.17,,0.11,,,,,21.85,0.57,0.97,0.36,,,2.95,46.16,,0.65,1.17,0.86,,8.17,5.48,,,,,1.19,5.97,,,8,2201136311.0,Auto Parts: OEM,Producer Manufacturing
DAR,,54.94,,0.6,17.4,,25.2,26.7,1.1,8.17,25.1,41.93,,,51.57,1.95,,0.11,0.03,40.13,1.41,56.62,29.72,40.89,4.27,0.98,,,,20.51,10.43,23.29,11.66,7.86,1.84,1.84,4.88,0.43,7.91,7.33,,13.45,21.67,,,54.36,23.35,1.31,,,4.42,,5.92,1.4,24.77,27.81,1.14,1.09,,0.89,1.2,,13.85,0.74,2.66,1.09,,,7.21,10.85,1.73,0.76,5.71,0.83,2.42,14.25,5.42,5.79,,3.58,,,17.68,,,10,9127674943.0,Food: Specialty/Candy,Consumer Non-Durables
DASH,59.98,66.3,18.43,,4.6,,43.9,1.4,125.8,,33.4,55.27,,36.65,62.33,9.61,,1.21,9.33,177.24,1.65,,12.66,19.44,1.74,0.07,,,,,220.6,37.92,55.4,36.33,5.27,6.65,,0.62,17.53,2.47,,101.54,,,19.29,116.75,47.62,,,,,,,9.5,,,,7.01,,,,,39.97,1.52,,,279.31,35.05,33.89,122.38,,,15.86,1.65,,,,,,,,0.33,,,,,31829603131.0,Air Freight/Couriers,Transportation
DAVA,,59.82,,,22.7,,,,,,13.5,68.18,,,63.2,4.05,,0.39,0.28,28.67,1.9,,46.1,85.35,8.87,0.3,,,,66.87,66.87,40.49,25.09,20.79,2.31,1.95,1.5,0.65,4.82,2.73,,19.82,24.12,82.26,10.61,69.03,23.28,17.92,,,0.94,,1.18,2.04,201.99,45.79,2.12,1.75,,,,,36.01,0.42,12.69,,,,31.02,,2.5,0.89,77.49,1.9,0.81,15.21,2.93,1.13,,0.7,,,,,,9,2961938754.0,Information Technology Services,Technology Services
DAWN,21.82,38.63,5.7,,,,,,,,,30.42,,,34.52,17.83,,14.05,213.53,13.72,14.62,229.3,642.22,31.92,,0.01,,,,,,,,,5.27,7.74,,0.93,,,,,,45.29,,0.0,97.75,,,,,,,2.49,,,,13.23,,,,,,,,,2.7,2.58,,,,,2.56,14.55,,,,,,,,,,,,,1210675629.9999998,Pharmaceuticals: Major,Health Technology
DBD,86.42,52.8,17.05,21.5,,,,,,,,70.8,,2.49,56.99,1.7,,0.2,0.24,45.69,1.45,80.05,64.81,65.37,3.43,1.03,,,,11,7.78,,,,,0.66,9.09,0.27,,,,9.22,,26.61,,0.0,24,1.2,,,0.13,,5.17,1.61,351.46,19.77,,0.46,,,,,,,,,,,,,,,,0.96,0.12,51.47,8.76,0.47,,0.61,,48.54,,,,2,1522300000.0,Electronic Equipment/Instruments,Electronic Technology
DBRG,,30.78,33.55,,,,124,,22,,11.2,28.97,0.33,23.05,27.58,,,5.09,0.86,12.33,7.13,,24.31,9.39,0.82,0.17,,0.05,0.33,9.1,7.05,42,,17.42,6.84,3.28,10.99,0.56,7.82,3.24,0.33,30.42,25.13,,,17.68,57.62,15.73,,,21.42,,31.21,1.81,16.89,14.21,0.45,2.41,,,,,33.01,0.7,1.46,,,,31.2,4.11,,0.59,3.36,7.13,4.56,586.91,7.96,10.29,,7.43,,181.29,,,,4,3139778053.0,Real Estate Investment Trusts,Finance
DBX,,58.71,9.82,6,,,33.3,28.6,22.9,47.1,16.1,62.81,,14.86,59.12,1.73,,0.74,0.44,27.99,0.87,,30.91,9.66,3.11,,,,,18.62,14.55,10.85,12.47,11.02,3.7,3.73,5.37,,33.51,10.09,,10.84,27.03,9.96,1.24,29.4,82.43,,,,22.71,,20.02,,16.18,12.28,,3.55,,,,,10.52,0.95,,,,,10.19,13.31,0.49,1.01,,0.87,20.47,99.91,31.24,,,17,,15.43,,,,3,9373154089.0,Data Processing Services,Technology Services
DCBO,,55.87,6.51,2.4,,,,,55,10.77,37.3,55.83,,26.62,54.31,6.96,,0.66,40.49,49.03,1.13,,285.53,62.9,0.09,0.05,,,,75.77,65.14,57.66,,,5.61,6.83,1.32,0.26,11.85,1.64,,48.1,,28.28,18.08,58.53,80.92,79.02,,,8.63,,8.14,33.5,86.12,49.55,,7.66,,,,,64.8,0.84,10.85,,,129.03,61.84,75.14,,14.72,52.72,1.13,9.68,524.13,26.11,27.1,,14.44,,0.04,,,,2,1324788107.6935596,Packaged Software,Technology Services
DCI,22.57,53.86,,1.3,10.9,6.3,11.9,15.1,7.5,34.99,9.5,49.08,1.73,,51.62,7.1,,0.3,0.43,77.45,1.84,69.55,53.84,62.08,0.82,0.36,,0.3,1.35,16.9,14.36,23.12,15.97,13.59,2.51,2.62,5.92,0.51,11.35,4.39,1.39,21.39,12.85,8.19,4.83,67.85,35.54,25.43,,,11.54,,15.17,6.25,22.91,22.65,2.54,2.61,,1.56,1.49,,23.33,1.14,3.34,1.14,,704.09,19.27,24.31,2.39,2,11.1,1.23,14.68,48.71,27.69,29.55,,20.13,,3.57,31.23,,,10,7475793263.0,Auto Parts: OEM,Producer Manufacturing
DD,19.04,47.05,5.73,16.3,2.5,6.3,30,124.9,,0.41,11.1,53.17,0.64,8.07,47.88,1.28,,0.58,0.23,83.32,2.28,103.23,78.26,56.44,3.38,0.29,,0.39,1.8,43.74,19.03,32.31,14.26,11.59,3.03,3.29,2.29,0.65,10.17,3.56,1.82,18.97,11.92,12.04,4.35,82.43,36.19,4.57,,,6.55,,14.37,1.44,43.85,21.87,,2.87,,,,,28.37,1.01,4.38,1.22,,,16.56,2687.71,2,1.4,19.74,1.49,2.11,12.1,2.63,3.34,,5.34,,4.99,10.81,,,9,34227589660.0,Chemicals: Major Diversified,Process Industries
DDOG,11.14,70.47,7.78,,25,,58.9,81.7,83.3,,44.6,83.26,,1.52,75.05,15.86,,1.8,3.3,154.83,2.13,,68.28,68.54,3.67,0.37,,,,219.02,176.53,63.42,88.24,79.01,14.24,18.39,0.46,0.57,29,1.5,,75.78,,22.52,23.02,138.19,81.23,13.01,,,7.58,,2.86,18.56,271.43,76.52,,21.11,,,,,73.36,1.12,9.2,,43.86,29.38,65.3,244.24,,8.61,23.11,2.13,4.65,68.56,7.46,8.68,,3.59,,,,,,1,30728700213.0,Packaged Software,Technology Services
DDS,12.6,66.11,10.47,9.6,16.9,14.5,140.4,,75,,28.7,69.6,0.49,,68.08,4.71,,0.9,1.99,446.15,2.38,128.95,87.86,3.2,0.56,0.28,,0.03,0.22,7.92,6.47,9.68,14.09,10.03,1.04,0.97,12.63,0.48,9.98,9.26,0.22,16.06,28.3,,,359.64,40.96,19.31,,,9.4,,11.72,3.61,11.48,11.49,0.23,1.08,,,,,10.81,1.24,1.36,2.58,,9.18,9.2,10.19,0.46,0.76,3.61,1.02,16.5,50.27,29.39,33.86,,36.28,,0.4,21.06,,,9,5229484166.0,Department Stores,Retail Trade
DE,9.68,68.53,7.98,3.5,23.3,18.4,37.5,60.3,,34.28,23.2,83.97,2.57,5.35,74.28,2.97,,0.21,0.12,446.65,2.05,91.94,33.43,54.81,4.11,2.87,,0.2,1.33,14.05,12.03,35.21,23.55,19.71,4.1,3.49,7.12,0.21,8.77,3.62,1.33,20.35,22.7,,,355.75,38.27,3.99,,,14.99,,23.71,5.3,17.45,17.45,0.8,2.31,,,,,25.23,1.26,2.14,1.51,,,12.77,19.55,0.61,2.07,6.76,1.85,7.87,84.7,21.44,36.5,,11.49,,,27.71,,,10,118687902160.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
DEA,20.87,36.25,3.35,,,0.6,,,,2.95,,45.58,8.77,16.9,36.78,0.62,,0.09,0.02,12.45,0.42,,341.67,84.23,8.51,1.12,,5.76,8.55,35.27,15.93,17.74,,13.98,8.77,9.31,2.84,0.42,52.5,11.81,8.55,47.93,11.45,24.38,7.57,13.18,66.01,1.27,,,6.25,,25.11,1,73.35,67.77,677.7,4.3,,,,11.49,8.25,0.94,1.84,0.68,,,8.25,,,0.56,1.13,0.42,0.63,,2.92,1.42,,2.47,,,63.12,,,9,1214404137.0,Real Estate Investment Trusts,Finance
DECK,46.13,69.11,,2.8,16.8,,27.4,29.4,22.2,107.95,22.5,84.19,,3.51,74.89,18.06,,1.4,4.74,192.15,3.08,119.54,92.89,30.67,0.22,0.12,,,,23.52,22.23,31.14,24.67,23.43,5.47,5.73,4.25,0.65,18.39,2.93,,34.58,21.54,15.02,12.19,111.52,57.11,391.96,,,18.8,,22.98,13.13,33.79,33.79,1.33,6.37,,,,,34.8,1.72,4.47,2.82,582.27,19.14,31.86,36.11,1.35,3.64,13.32,2.2,27.3,126.17,47.89,42.48,,75.96,,1.63,83.18,,,10,13665184813.0,Apparel/Footwear,Consumer Non-Durables
DELL,61.22,61.28,10.48,2.1,,,,,,,2.1,66.49,1.19,,62.69,1.75,,0.09,0.19,144.21,0.72,21.84,106.05,39.24,2.81,,,0.23,1.19,21.38,13.44,34.98,13.93,9.81,1.12,1.28,4.68,,3.66,3.44,1.25,15.34,3.86,14.73,7.88,58.25,22.41,3.51,,,4.33,,5.71,,25.29,19.19,38.38,1.1,,,,,30.3,2.48,,,,,16.75,41.98,,2.05,,0.61,4.8,83.6,16.57,,,7.34,,7.88,155.33,,,5,50402428016.0,Computer Processing Hardware,Electronic Technology
DEO,,29.35,3.32,1.7,6.8,5.9,8.3,6.8,,14.66,9.9,28.44,4.08,,27.48,2.56,,0.14,0.06,120.09,1.53,441.06,207.12,58.85,3.11,2.2,,0.56,3.47,13.16,12.24,33.52,13.36,11.85,3.78,4.28,7.6,0.22,12.8,3.86,3.47,17.07,11.29,3.7,4.17,186.87,60.18,5.29,,,19.1,,29.61,6.73,17.37,16.75,2.39,3.32,,1.45,2.25,,26.23,0.64,,0.63,,,16.54,17.54,2.41,1.56,,0.55,8.46,45.96,18.46,39.07,,12.04,,4.88,17.71,,,10,88071847728.48419,Beverages: Alcoholic,Consumer Non-Durables
DFH,27.32,49.62,1.1,,93.7,,60.1,52.3,50,21.49,41.6,67.54,,13.5,54.55,3.05,,0.12,0.14,31.65,1.52,193.93,17.25,2.82,3.47,1.17,,,,10.47,10.06,,,,1.06,1.06,9.55,0.38,,,,9.45,,4.69,7.32,31.81,19.59,,,,7.65,,10.14,2.65,10.48,9.8,,0.74,,,,,,0.99,1.26,,,10.14,,,,,3.63,0.27,11.02,24.48,26.24,27.4,,14.65,,,,,,6,2237392005.0000005,Homebuilding,Consumer Durables
DFIN,12.09,48.12,,4.4,22.9,,37.3,47.7,,,,57.2,,3.39,50.62,5.08,,0.16,0.24,61.5,1.15,,43.56,84.7,0.66,0.32,,,,13.35,8.77,15.7,,,,2.35,7.49,0.53,14.95,6.76,,15.11,20.74,16.92,2.88,45.95,61.45,8.77,,,12.06,,17.83,4,19.34,19.01,2.16,2.33,,,,,15.55,1.34,,,,,9.85,17.44,1.25,1.47,,1.15,11.4,229.27,21.61,23.22,,16.87,,6.98,24.91,,,9,1516379982.0,Packaged Software,Technology Services
DG,,34.28,,3,3.6,17.9,,,,,9.2,31.38,6.8,,33.21,2.07,,0.17,0.07,74.93,1.22,93.69,47.77,,6.03,2.51,,0.37,3.17,15.76,11.01,19.67,15.88,10.67,0.79,0.84,6.35,0.23,4.26,10.25,3.17,12.08,15.06,,4.88,239.04,29.67,7.03,,,3.57,,5.32,2.27,11.64,11.64,1.05,0.41,,0.59,0.85,,9.74,0.31,2.22,0.34,,,4.97,7.59,1.72,0.62,9.57,0.24,4.58,10.6,8.69,20.97,,6.41,,,8.97,,,10,25389041756.0,Discount Stores,Retail Trade
DGII,22.69,56.11,6.01,,5,,11.6,22.6,10.6,8.95,7.5,50.71,,16.44,54.14,3.7,,0.31,0.22,32.95,1.73,131.71,42.19,56.85,2.24,0.21,,,,32.41,22.54,15.18,,8.13,2.93,2.93,3.09,0.71,19.29,6.82,,16.07,24.29,,,29.26,58.93,3.82,,,5.31,,11.34,2.06,54.02,16.56,1.02,2.86,,0.53,0.7,,14.87,1.13,1.23,1.69,,,14.63,28.8,0.67,1.16,2.06,1.13,2.73,41.57,5.16,4.05,,6.1,,6.01,70.11,,,10,1124044895.0,Telecommunications Equipment,Electronic Technology
DGX,16,65.76,3.03,5.7,3.7,7.6,,,,,5.7,73.07,2.22,11,68.71,2.9,,0.37,0.11,163.59,1.25,10.48,21.5,49.8,3.92,1.02,,0.42,1.8,18.66,13.76,23.95,15.66,11.38,2.35,2.57,5.36,0.42,10.72,5.6,1.82,16.76,9.55,7.15,6.45,142.92,32.73,6.26,,,8.82,,13.13,2.7,21.99,18.51,1.89,1.94,,,,,17.92,1.14,,1.11,,,13.14,22.35,,0.91,,1.17,5.89,43.87,10.66,12.9,,7.62,,,18.55,,,10,14166301913.999998,Services to the Health Industry,Health Services
DH,,48.23,5.16,,,,,,10.8,8.62,18.2,49.91,,,48.5,,,2.06,1.19,4.37,2.49,,44.84,69.51,,0.51,,,,,,8.07,14.42,13.33,1.84,1.73,,0.43,20.61,10.45,,14.35,,,,10.57,79.46,,,,,,,1,,2.38,,1.9,,,,,9.37,0.41,,,,,9.02,,,,,2.49,,,,,,,,2.32,,,,,1342168701.9999998,Packaged Software,Technology Services
DHI,42.02,35.44,,3.1,23.2,14.5,7.1,7.9,103,3.61,13.5,36.32,1.55,24.76,34.8,6.8,,2.22,0.76,163.53,17.06,325.84,17.81,,0.99,0.24,,0.08,0.8,9,8.87,26.4,8.7,8.51,1.44,1.45,11.11,0.7,5.5,3.85,0.99,11.59,22.99,8.64,4.57,128.47,25.91,,,,12.93,,16.13,2.09,11.39,11.39,0.4,1.48,,0.36,0.84,,26.38,1.27,1.03,1.33,,2.21,24.39,30.57,0.46,1.3,2.11,4.83,13.86,21.87,18.43,19.88,,15.77,,4.4,18.71,,,10,38014386480.0,Homebuilding,Consumer Durables
DHR,18.07,33.9,,,12.1,13.4,3.5,6.3,1.1,11.1,1.2,44.29,0.77,,35.62,4.76,,0.36,0.15,235.84,1.37,103,64.93,56.29,2.44,0.34,,0.18,0.45,37.96,25.72,37.1,27.66,22.35,7.35,7.78,2.63,0.64,20.97,2.92,0.46,28.12,12.86,7.76,4.43,227.0,59.37,16.07,,,16.39,,20.44,3.32,45.01,40.17,2.63,7.36,,1.8,2.33,,35.14,1.04,,1.32,,,27.83,37.46,4.27,1.61,,1.01,4.69,79.69,6.48,7.47,,5.84,,4.99,37.32,,,10,188464376541.0,Medical Specialties,Health Technology
DHT,6.05,44.87,0.28,1.9,,,,,,95.66,,40.3,36.5,,44.23,3.01,,0.98,0.18,10.23,2.41,35.13,9.02,42.64,1.32,0.4,,0.97,9.46,10.25,6.51,10.63,10.79,6.74,4.34,3.44,9.76,0.7,32.36,11.44,8.58,6.2,9.94,31.87,,9.76,36.24,5.85,,,27.72,,33.26,1.6,10.23,10.23,1.16,2.87,,,,,8.76,1.05,0.85,1.37,,,5.98,9.12,,0.82,1.6,1.97,10.9,14.16,13.83,15.69,,13.92,,8.86,16.5,,,8,1463880156.9999998,Marine Shipping,Transportation
DINO,,46.96,,,16.9,8.7,,,133.6,38.9,34.6,45.8,4.56,,48.39,3.15,,0.41,0.4,42.37,1.81,41.59,30.53,20.81,2.26,0.32,,0.68,4.68,17.75,7.11,9.23,8.11,5.01,0.3,0.33,5.63,0.57,3.56,13.3,4.68,12.94,24.22,,,49.29,11.28,2.39,,,1.1,,1.41,0.83,26.15,14.76,,0.27,,,,,7.63,0.86,0.96,0.67,,,5.46,7.84,,0.34,1.4,0.9,1.85,6.14,3.73,3.3,,2.97,,21.21,9.33,,,8,10910561780.0,Oil Refining/Marketing,Energy Minerals
DIOD,,48.74,,,20.3,,25.5,33.9,9.6,27.74,15,64.1,,,52.46,5.36,,0.91,5.52,61.31,3.58,179.41,66.05,108.36,0.27,0.03,,,,30.77,11.4,,8.57,6.44,1.99,1.92,3.25,0.76,,,,25.26,14.37,,,56.15,33.79,25.3,,,4.72,,4.54,1.57,46.44,45.55,2.7,2.18,,1.46,,,,1.09,1.89,1.31,,4.15,37.46,,4.66,0.97,1.76,2.21,2.58,6.23,4.07,3.48,,2.84,,1.91,20.78,,,9,3542799268.0000005,Semiconductors,Electronic Technology
DIS,1.76,80.79,7.58,0.2,4.6,,17.2,29.5,62.6,124.97,10.6,82.76,0.65,,82.91,2.3,,0.17,0.12,115.65,0.73,12.28,93.03,47.64,3.33,0.48,,0.15,0.65,25.99,17.12,29.27,17.75,13.61,2.67,2.74,3.85,0.51,9.37,4.09,0.78,21.38,11.22,11.94,4.79,108.47,35.75,5.76,,,5.44,,13.04,2.08,42.68,22.98,7.66,2.3,,1.99,2.14,,24.65,1.07,3.58,0.77,,,15.11,54.25,2.46,1.78,12.57,0.67,2.5,26.94,5.83,4.97,,4.92,,1.1,25.2,,,9,156380769842.0,Movies/Entertainment,Consumer Services
DK,,54.51,,4.6,,,,,,108.93,37.2,56.6,5.36,,57.18,2.14,,0.42,0.36,18.6,1.04,27.03,48.14,21.33,10.09,4.12,,,5.36,,10.61,,14.88,5.32,0.22,0.22,,0.1,,,5.45,62.1,,,,21.51,1.72,,,,,,,1.68,,,,0.08,,,,,,0.86,,0.42,,,6.31,,,0.48,,0.67,,,,,,,,19.18,132.86,,,7,1928981221.0,Oil Refining/Marketing,Energy Minerals
DKL,,54.07,0.87,,,4.8,5.2,,,10.59,11.7,75.96,14.45,,61.68,1.58,,0.11,,40.0,1.24,1.47,14.58,30.26,4.98,,,1.5,10.8,14,10.31,26.79,13.39,8.15,3.55,4,7.14,,14.95,7.19,11,17.51,12.88,,,45.64,27.32,1.53,,,13.15,,23.5,,14.1,14.03,5.2,1.84,,,,,12.09,0.88,,1.25,,,6.63,10,,1.56,,1.17,7.54,28.21,17.14,,,13.86,,5.79,11.36,,,10,1808826221.0,Oil & Gas Pipelines,Industrial Services
DKNG,,65.47,6.87,,,,20.3,47.1,31.8,3.35,57.9,70.19,,,68.13,2.62,,0.53,0.65,43.09,1,,4.4,25.59,,1.25,,,,,,451.21,69.47,23.72,3.43,4.71,,0.25,1.04,0.23,,85.15,,,27.18,43.11,38.5,,,,,,,19.71,,185.32,,4.59,,,,,448.97,1,,,,,128.85,,,,,1,,,,,,,,0.39,,,,,14401777983.0,Movies/Entertainment,Consumer Services
DLB,,65.77,1.92,1.9,0.3,10.9,,8.8,,,2.2,72.39,2.29,,68.68,9.54,,1.15,10.26,80.55,2.86,92.19,46.16,82.47,0.13,0.02,,0.37,1.49,27.29,20.52,24.3,,14.58,5.36,5.67,3.66,0.8,23.34,3.87,1.64,21.1,2.75,18.75,3.65,82.92,88.97,,,,20.56,,20.78,3.1,29.72,24.75,247.5,6.13,,1.93,1.87,,26.26,0.97,2.37,1.04,,13.68,23.87,45.05,,1.62,5.09,2.78,8.7,45.68,10.17,10.88,,11.37,,3.58,33.42,,,10,7820584258.0,Packaged Software,Technology Services
DLO,,67.95,4.7,0.5,117.1,,78.5,47.1,46.5,95.88,82,74.87,,,71.31,4.46,,0.95,163.61,10.95,1.54,,514.17,189.11,0.03,0.01,,,,19.4,17.1,15.93,12.15,11.24,2.63,3.28,5.15,0.39,20.36,4.76,,19.37,,38.12,21.95,26.77,38.48,,,,16.35,,18.98,6.84,27.38,50,,4.43,,,,,21.91,0.41,4.2,,,8.3,19.16,24.15,,,7.88,1.54,10.62,609.54,26.93,26.36,,124.13,,3.33,,,,5,6012145584.0,Packaged Software,Technology Services
DLR,20.77,66.81,9.66,,,2.9,8.5,11.7,,1,6,72.48,3.09,15.44,68.07,1.85,,0.5,0.12,189.84,0.79,,300.36,62.91,6.81,0.86,,7.07,2.55,82.78,29.36,40.44,80.02,25.75,13.09,14.4,1.21,0.47,35.61,3.1,2.55,161.95,2.2,18.21,7.76,132.85,54.39,1.64,,,8.04,,13.8,3.07,162.26,275.13,343.91,11.25,,23.85,2.74,33.21,31.65,1.43,9.37,1.43,,,31.65,,,1.94,7.19,0.79,1.01,75.05,2.44,2.25,,1.52,,,80.1,,,10,38973821030.0,Real Estate Investment Trusts,Finance
DLTR,,49.81,,2.3,2.4,,,1.4,,,9.1,57.66,,,53.41,2.25,,0.1,0.05,66.4,1.02,88.78,34.74,,,1.46,,,,,,52.86,13.85,8.72,0.77,0.79,,0.33,1.49,3.23,,10.97,24.49,6.58,2.96,161.16,30.78,0.94,,,,,0.33,1.93,,11.81,,0.47,,,,,31.6,0.41,1.32,0.45,,,5.26,,,1.02,3.31,0.17,,,,,,0.51,,2.4,20.43,,,8,24717620250.0,Discount Stores,Retail Trade
DMLP,14.94,61.7,7.97,,24.4,34.7,54.6,67.2,47,143.41,46.1,70.74,21.38,4.51,64.06,139.73,,9.34,51.01,33.74,14.21,,41.54,34.17,0.01,,,1.2,10.31,13.31,13.31,11.01,,,,8.89,7.51,0.98,80.72,8.7,10.31,,28,,,33.48,73.5,,,,66.76,,66.76,4.03,12.09,12.09,0.63,7.78,,,,,9.64,1.01,1.47,0.91,32.13,20.2,9.64,,0.48,0.78,4.03,14.21,50.1,66.28,51.32,51.55,,63.76,,10.42,18.14,,,10,1112288841.0,Investment Trusts/Mutual Funds,Miscellaneous
DNA,,37.83,13.01,67.7,313.1,,,,,,363.4,32.99,,,34.29,,,5.39,1.38,7.18,5.79,1.49,150.79,49.09,,0.56,,,,,,,,,7.7,0.96,,0.54,,,,,,29.81,,34.48,80.87,,,,,,,0.48,,,,1.66,,,,,,0.21,,,,,,,,,0.53,5.79,,,,,,,,19.64,,,,,4050786110.999999,Medical/Nursing Services,Health Services
DNB,8.74,62.18,,,,,2.1,2.1,37.7,17.11,4.3,64.57,1.6,6.03,63.36,0.74,,0.29,0.08,12.59,0.7,,41.91,33.4,4.87,1.11,,0.2,1.6,48.64,11.66,38.91,10.23,9.57,3.52,3.73,2.06,0.37,9.6,4.18,1.6,11.36,24.05,7.01,4.6,12.32,63.75,0.76,,,,,8.28,1.64,,12.14,0.53,2.25,,,,,23.4,1.02,,,,,11.75,35.68,0.49,,,0.7,,128.03,2.27,,,0.97,,1.99,,,,2,4524028333.999999,Packaged Software,Technology Services
DNLI,45.25,36.03,10.05,,,,,,,669.08,,20.12,,31.06,30.11,,,9.61,,,9.98,,,,,,,,,,,,,,65.9,8.17,,,,,,,,,,,,,,,,,,2.64,,,,10.07,,,,,,14.44,,,5.07,4.84,,,,,2.69,9.98,,,,,,,,,,,,1,3236290801.0,Biotechnology,Health Technology
DNN,23.78,64.3,52.67,,29.1,,,,,,,71.04,,2.23,66.87,18.23,,5.88,272.65,2.39,6.28,267.04,494.29,233.32,,,,,,,,,,,143.44,698.4,,0.87,,,,,,,,0.46,,,,,,,,5.09,,,,845.61,,,,,,5.2,,,119.5,79.67,,,,14.94,5.09,6.09,,,,,,,,,,,,3,1379195183.4841628,Other Metals/Minerals,Non-Energy Minerals
DNOW,16.27,70.4,,1.1,16.2,,,,,72.59,13,73.53,,,73.18,3.52,,0.63,5.93,14.95,2.54,78.88,59.36,61.88,0.29,0.04,,,,11.07,8.82,4.91,,,,0.57,9.03,0.7,11.58,17.53,,18.84,,,1.83,13.69,22.57,,,,8.7,,5.13,1.4,7.87,18,,0.67,,,,,5.78,1.09,1.22,1.18,,2.71,5.61,4.53,,0.73,1.83,1.66,13.4,22.49,10.97,19.53,,22.56,,0.87,,,,5,1230470062.0000002,Wholesale Distributors,Distribution Services
DNUT,,45.87,8.95,,17.7,,14.4,,,3.57,12.6,48,1.25,,44.84,1,,0.05,0.02,11.15,0.35,31.01,124.42,11.61,5.96,1.11,,0.7,1.25,38.18,14.41,,,,,1.84,2.62,0.39,,,1.25,36.1,,25.21,5.62,14.47,75.26,,,,1.64,,,1.6,65.59,55.75,4.93,1.1,,,,,,0.77,,,,,91.66,,3.66,,,0.28,0.88,8.49,3.08,2.43,,,,,,,,,2208465979.0,Food Distributors,Distribution Services
DOC,34.88,47,1.4,,,,2.7,16.1,7,29.97,8.8,56.81,4.21,14.91,48.41,1.03,,0.11,0.02,21.62,0.6,,100.14,8.84,5.66,1.04,,3.02,5.53,39.89,15.22,23.47,56.93,14.36,8.33,9.39,2.51,0.43,40.01,6.73,5.53,102.95,8.48,,9.51,21.83,59.83,1.74,,,12.16,,17.95,1.77,46,54.32,,5.44,,,,13.51,13.64,0.99,2.18,0.67,,,13.64,,,1,1.97,0.6,1.68,168.67,3.59,3.97,,2.38,,,25.14,,,9,3133290786.0,Real Estate Investment Trusts,Finance
