Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AGRO,,36.16,3.3,13.7,,38.8,25.1,37.8,20.3,23.35,3.65,,31.49,1.63,,0.52,0.15,9.04,2.87,221.52,57.52,29.18,1.64,0.87,,0.18,3.65,4.46,2.7,10.3,,,,1.5,22.42,0.43,14.6,20.38,3.65,5.65,28.55,,,11.31,31.48,1.86,,,19.18,,16.48,0.68,3.84,4.99,0.17,0.73,,0.13,0.13,,5.19,0.39,0.68,,,2.14,2.78,0.25,0.46,0.7,1.16,7.82,17.45,16.39,20.21,,5.97,,7.26,18.08,,,7,1261573727.0,Agricultural Commodities/Milling,Process Industries
AGTI,,54.92,,15.9,,,21.1,,3.7,41.6,,67.89,47.79,1.19,,0.1,0.02,10.05,1.72,35.67,31.12,67.09,4.99,1.24,,,,41.76,10.75,30.18,28.58,9.18,2.04,2.14,2.39,0.39,7.1,6.1,,18.53,,,5.53,18.72,34.4,0.77,,,,,5.52,1.45,,,,1.17,,,,,16.53,,,,,8.12,,,,,1.34,,11.51,2.7,,,2.23,,0.66,,,,2,1052106559.0000002,Other Consumer Services,Consumer Services
AGYS,39.3,42.55,,37.4,,,,9,14.8,22.36,,24.97,34.99,19.3,,1.86,6.03,101.37,2.41,25.35,38.22,47.53,0.75,0.09,,,,104.55,88.23,65.18,,,10.27,11.53,0.96,0.72,17.69,1.53,,97.29,,,22.97,82.38,61.68,,,,40.32,,8.51,11.13,28.03,83.17,,11.3,,,,,64.61,7.14,3.35,66.25,33.13,56.66,90.66,,6.82,13.79,2.34,31.66,71.38,11.7,48.42,,40.15,,0.01,,,,3,1743842454.0,Packaged Software,Technology Services
AHCO,,52.65,,40.6,,,,,5.8,38.02,,35.95,49.6,0.41,,0.16,0.03,10.97,1.33,15.7,31.2,43.01,,1.6,,,,,,70.1,12.77,5.47,1.13,1.15,,0.33,1.64,3.64,,16.67,,73.9,5.33,20.98,15.37,2.01,,,,,8.13,1,,22.43,,0.44,,,,,27.65,,,,,3.79,,,0.84,,1.11,,,,,,5.62,,1.44,,,,3,1325672585.0,Finance/Rental/Leasing,Finance
AHH,,41.9,,0.3,20.8,2.7,,,13.8,19.21,6.84,,34,0.57,,0.16,0.03,11.27,1.23,,96.61,72.06,8.41,2.72,,395,7.08,28.97,13.35,19.45,,,,3.44,3.45,0.22,17.69,16.77,7.27,31.57,21.61,118.42,,22.43,27.08,1.19,,,2.46,,10.52,1.88,5635,,,1.07,,,,12.57,5.98,,0.6,,,5.98,,,0.42,2.56,1.23,0.71,79.68,3.95,2.91,,2.91,,,19.77,,,10,1013704413.0,Real Estate Investment Trusts,Finance
AI,,31.41,,,,,19.5,,,16.44,,24.13,24.74,9.97,,7.33,232.6,23.9,8.84,,59.94,165.43,,,,,,,,,,27.55,4.98,7.41,,0.84,,,,,,,20.86,28.06,57.49,,,,,,,3.39,,,,9.21,,,,,,,,5.05,4,,,,,3.39,8.84,,,,,,,,0.01,,,,,3138240623.0,Packaged Software,Technology Services
AIN,,39.59,1.2,6.9,9.5,5.3,0.2,,9.7,19.06,1.77,,32.43,4.19,,0.59,0.29,84.36,3.99,79.03,36.55,76.14,1.68,0.45,,0.29,1.23,16.77,11.54,38.23,,,,2.53,5.96,0.54,6.63,3,1.24,22.12,2.96,19.35,7.71,110.93,36.33,8.31,,,9.36,,14.1,2.72,23.7,24.03,12.65,2.21,,1.2,2.68,,33.36,1.94,0.94,,183.39,15.18,24.51,,1.68,3.53,3.2,6.32,22.63,11.61,12,,8.64,,1.07,27.48,,,10,2822970018.0,Textiles,Process Industries
AIR,18.65,25.01,,6.6,,10.4,24.9,,11.9,9.08,,18.67,18.24,2.66,,0.18,0.08,57.07,2.98,125.99,41.18,34.26,7.47,0.9,,,,30.83,21.93,225.13,,,1.15,1.35,3.24,0.43,0.6,0.68,,16.36,10.93,15.85,,65.28,19.07,3,,,2,,5.58,1.71,43.9,22.16,3.41,0.88,,,,,148.26,2.24,1.15,,,46.55,,2.28,1.67,5.1,1.41,2.2,12.28,5.95,4.04,,6.25,,,44.94,,,10,2089174386.0,Aerospace & Defense,Electronic Technology
AIT,34.07,40.7,,20.1,3.1,50.1,42.6,4.5,10.6,20.23,0.89,5.59,33.53,7.58,,0.97,0.77,192.59,3.77,59.18,31.5,56.72,1.1,0.36,,0.15,0.76,15.96,14.42,19.14,,,1.67,1.75,6.27,0.59,9.14,5.5,0.77,18.99,23.24,7.25,3.86,140.74,29.46,44.52,,,8.37,,10.79,4.46,20.19,20.41,1.43,1.68,,1.04,0.96,,18.51,2.8,1.81,,12.79,17.52,18.66,0.82,2.05,8.66,2.7,13.63,46.37,21.64,24.47,,17.76,,1.66,40.29,,,10,6082217492.999999,Wholesale Distributors,Distribution Services
AIU,,54.2,,,,,,,,43.04,,,51.53,,,1.05,1.17,2.84,1.05,,,,7.19,21.52,,,,5.96,5.96,6.4,,,,2.64,16.78,0.04,41.19,15.27,,,,,,0.0,47.56,3.56,,,2141.78,,41.94,9.16,0.04,2.38,,0.91,,,,,1.87,0.98,,9.16,9.16,1.87,0.04,,0.1,9.16,1.05,899.45,54158.49,,,,4.12,,,,,,6,18188215749.0,Miscellaneous Commercial Services,Commercial Services
AIV,0.24,57.9,1.9,,,,,,8.5,44.94,,11.53,53.75,0.36,,0.93,0.09,8.71,1.66,,,10.05,,3.88,,,,,,,,,,12.8,,0.16,,,,,,,,8.85,59.9,0.25,,,,,5.45,3.63,,,,6.42,,,,25.81,,,,,,18.65,,,,3.79,1.66,,,,,,0.5,,,,,,3,1085061596.0,Real Estate Investment Trusts,Finance
AJG,19.86,56.67,,15.9,6.9,5.9,22.9,,8.5,41.82,1.1,12.02,52.25,1.14,,0.03,0.16,278.32,1.04,,,130.53,3.39,0.74,,0.24,0.82,39.89,27.62,30.05,20.37,19.4,6.14,6.4,2.51,0.18,21.29,3.83,0.86,40.07,14.48,12.79,10.96,240.92,42.03,6.2,,,10.4,,19.08,5.27,54.15,29.02,2.3,5.6,,1.09,1.1,,26.31,,2.42,,,24.58,32.34,2.44,2.38,,1.04,2.01,87.6,8.72,10.46,,3.04,,,63.83,,,10,49596549950.00001,Insurance Brokers/Services,Finance
AKAM,,38.28,2.4,5.2,,4.3,5.9,10.8,8.2,17.31,,,30.39,2.86,,2.07,0.37,91.32,3.25,,38.88,47.94,3.44,0.99,,,,23.47,13.02,22.03,24.33,11.42,4.31,4.45,4.26,0.47,20.22,5.65,,22.6,11.75,6.93,7.02,113.52,60.23,30.17,,,16.12,,17.88,3,22.72,14.16,1.42,3.64,,0.68,0.97,,18.13,2.62,0.74,,,9.72,28.42,1.9,1.19,10.92,3.25,6.81,26.34,8.82,14.22,,7.86,,,29.84,,,10,15854040123.0,Data Processing Services,Technology Services
AKO.A,13.1,42.83,,3,22.5,14.1,16.4,,17.4,28.4,11.34,19.78,37.02,1.82,,0.5,0.29,13.99,1.47,77.03,108.6,40.91,4.04,1.03,,0.81,5.76,10.3,10.3,13.09,6.56,4.93,0.9,1.39,9.71,0.34,12.96,12.88,5.76,,14.89,7.55,5.61,9.22,38.48,5.45,,,7.61,,13.2,2.12,11.78,10.94,1.32,1.15,,0.92,0.6,,8.79,1.16,1.2,,,5.69,79.76,1.74,0.88,2.46,1.04,5.02,28.18,11.49,15.33,,8.47,,9.07,14.42,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKO.B,5.9,49.1,,3,22.5,14.1,16.4,,17.4,39.69,9.47,14.36,46.04,1.82,,0.5,0.29,18.47,1.47,77.03,108.6,40.91,4.04,1.03,,0.89,4.81,12.75,12.75,13.09,6.56,4.93,0.9,1.72,7.84,0.34,12.96,9.76,4.81,12.29,14.89,7.55,5.61,10.98,38.48,5.45,,,7.61,,13.2,2.12,15.55,14.44,1.74,1.15,,1.21,0.79,,8.78,1.15,1.2,,,5.69,79.66,1.74,0.88,2.46,1.04,5.02,28.18,11.49,15.33,,8.47,,9.07,14.43,,,10,2047932315.106505,Beverages: Non-Alcoholic,Consumer Non-Durables
AKR,13.92,64.61,,0.9,35.4,10.9,60.2,10.8,7,45.78,2.36,9.37,58.88,0.72,,0.24,0.03,20.8,1.38,,196.73,53.46,8.65,0.99,,12.2,3.47,60.77,19.52,31.92,,23.35,,11.48,1.65,0.42,35.97,5.67,3.69,59.77,3.33,,,15.97,67.16,0.55,,,0.56,,15.41,1.23,,352.54,,5.94,,,,14.13,16.53,4.5,0.74,,,16.53,,,0.83,1.29,1.38,0.05,216.12,1.64,0.11,,1.29,,,37.82,,,8,1525838695.0,Real Estate Investment Trusts,Finance
AKRO,,47.48,,8.8,,,,,,24.49,,5.98,39.76,,,29.86,,,30.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,1.97,1.95,,,,,1.94,30.12,,,,,,,,,,,,,2904657802.0,Pharmaceuticals: Major,Health Technology
AL,14.73,28.52,0.8,6.5,9.9,9.3,1.9,,10.9,13.31,3.67,12.37,22.22,0.44,,0.43,0.02,40.73,0.44,,245.83,,10.65,2.69,,0.18,2,30.33,12.72,,13.46,7.65,7.13,8.78,3.3,0.24,,,2.07,11.28,,,6.4,47.32,33.4,12.68,,,20.85,,25.17,0.62,8.21,9.13,5.71,1.7,,0.73,,,,0.52,0.66,,,2.7,,,,0.62,0.44,1.86,2.74,2.58,7.95,,1.85,,,9.05,,,9,4415553871.0,Finance/Rental/Leasing,Finance
ALB,,30.18,,26.2,1.3,1.9,54.1,,40.7,15.75,2.25,,25.11,1.73,,0.93,0.52,83.52,2.67,116.83,68.81,52.82,,0.31,,0.33,1.92,,,,,12.99,2.5,1.9,,0.61,,,1.95,117.8,15.07,,,282.16,,,,,,,,1.09,,17.1,5.18,1.34,,,,,,1.02,0.42,,,9.92,,,1.97,1.37,1.75,,,,,,,,,12.19,,,10,21573029995.0,Chemicals: Specialty,Process Industries
ALC,9.37,56.51,,1.9,,24.6,36.9,26.2,9.9,44.48,0.3,18.63,54.26,3.6,,0.5,0.22,89.61,2.51,197.25,69.24,69.82,3.54,0.24,,0.08,0.3,42.62,33.84,241.27,38.77,20.36,4.78,5.09,2.35,0.7,2.07,0.46,0.3,46.7,,14.11,6.73,83.03,55.69,6.1,,,10.89,,11.93,2.04,42.47,31.78,3.38,4.47,,,,,216.71,4.41,,,,125.76,110.34,,2.29,14.29,1.49,3.57,16.61,4.25,5.09,,4.63,,0.08,,,,4,40940421157.00487,Medical Specialties,Health Technology
ALE,11.26,50.48,,3.5,3.1,5.9,8.5,,13.3,35.69,5.22,7.08,45.15,1.29,,0.13,0.02,63.79,1.45,63.08,33.16,29.63,3.37,0.64,,0.67,4.35,18.92,9.96,37.79,,,,3.2,5.29,0.42,9.45,7.9,4.39,16.88,,,,57.6,31.06,1.93,,,14.36,,10.12,1.31,15.33,15.57,38.93,2.44,,,,,12.65,1.02,1.02,,,8.54,21.22,,2.57,1.38,0.83,3.34,5.25,4.31,7.91,,2.02,,6.85,15.75,,,10,3246439738.0,Electric Utilities,Utilities
ALEX,,54.84,,,37.5,3,54.7,2.1,3,34.21,4.78,,48.47,0.85,,0.18,0.06,18.6,0.38,,17.57,7.24,4.59,0.53,,1.2,4.78,23.63,16.14,22.29,,15.2,10.31,8.52,4.23,0.61,38.21,6.16,4.79,24.47,,,,17.88,49.05,2.95,,,18.47,,35.08,1.35,33.21,25.03,0.87,6.2,,,,16.83,16.29,1.23,1.39,,,14.07,34,,1.03,1.36,0.38,2.37,120.57,5.11,3.97,,4.56,,5.21,40.43,,,6,1261496311.0,Real Estate Investment Trusts,Finance
ALGN,,28.84,1.6,5.6,,19.8,,7.4,17.4,17.09,,,24.11,5.04,,0.38,7.96,207.94,1.18,88.68,33.5,86.77,0.13,0.03,,,,22.38,19.43,33.38,20.2,17.44,3.8,3.88,4.47,0.61,10.26,2.95,,30.96,16.06,12.6,8.02,320.84,69.82,,,,11.34,,17.34,4.17,35.3,22.83,1.83,3.97,,0.66,1.37,,34.59,2.23,0.51,,1299.63,30.26,156.15,1.78,1.54,4.91,1.06,7.24,48.81,16.67,12.02,,9.4,,,27.61,,,10,25416078366.0,Medical Specialties,Health Technology
ALGT,,35.92,,19.5,19.7,,25.8,,31,23.35,5.71,,31.75,1.05,,0.61,0.34,42.08,0.76,6.22,10.68,8.53,8.73,1.76,,0.96,5.71,25.79,8.68,,,,0.92,0.93,3.88,0.27,,,5.71,60.18,,,8.73,117.08,15.38,1.1,,,,,4.63,0.58,,16.76,,0.29,,,,,,0.62,0.19,,,2.03,,,0.7,0.58,0.74,,2.67,2.45,,,3.11,,,4.9,,,9,1561179126.0,Airlines,Transportation
ALHC,23.41,53.52,,72.1,,,,,24.1,50.2,,30.49,50.61,2.77,,0.98,1.65,8.83,1.61,,40.28,21.67,,1.78,,,,,,,,1744.36,0.63,0.78,,0.17,,,,,,18.49,26.22,14.15,10.66,,,,,,,13.58,,,,0.74,,,,,,,,,294.33,,,,,20.07,1.61,,,,,,,,,,,,,1145501450.0,Managed Health Care,Health Services
ALKS,,68.39,,2.4,,,,101.1,14.4,69.98,,,70.42,4.06,,1.7,2.38,27.85,2.99,278.72,121.54,76.68,0.78,0.29,,,,9.73,8.65,12.41,10.27,9.54,2.76,2.69,10.28,0.58,21.7,7.13,,13.76,,4.77,,28.97,83.31,15.66,,,19.15,,24.91,3.6,16.58,13.45,,3.17,,,,,14.48,1.52,0.77,,7.47,12.67,21.66,,2.35,3.85,2.61,13.2,82.86,24.69,22.64,,46.23,,0.4,,,,1,4930138503.0,Pharmaceuticals: Major,Health Technology
ALKT,88.43,55,,,,6.2,,19.5,27.8,41.32,,24.18,50,24.08,,2.16,4.6,31.02,3.75,,15.13,34.45,,0.06,,,,,,,,,,10.51,,0.81,,,,,,,23.73,24.3,56.94,,,,,,,9.37,,,,10.05,,,,,,,,282,40.82,,,,,20.96,3.75,,,,,,,,1.83,,,,,1635813314.0,Packaged Software,Technology Services
ALLE,2.72,51.15,1.4,18.3,12,20.2,9.9,7,12.2,31.78,3.05,,45.68,3.97,,0.72,0.31,127.75,1.66,80.66,44.91,43.66,2.8,1.69,,0.29,1.45,17.43,15.08,25.77,15.7,14.41,3.45,3.52,5.74,0.3,13.67,4.51,1.49,18.98,15.39,10.71,3.8,129.75,43.77,7.9,,,15.08,,20.18,7.81,20.31,19.99,2.5,3.07,,0.75,1.11,,22.37,,0.96,,,18.92,19.6,1.75,1.66,,1.23,12.75,113.25,21.5,42.85,,18.94,,2.27,28.08,,,10,9276591909.999998,Building Products,Producer Manufacturing
ALNY,35.27,69.36,,,,34.2,28.3,,50.6,71.44,,47.06,69.53,4.02,,2.49,2.01,265.0,3.01,110.96,81.72,46.85,7.82,,,,,,,105.36,,,17.94,16.77,,,13.6,0.38,,,,,19.6,386.3,87,0.79,,,,,4.38,,,,,14.45,,,,,295.48,,0.18,,,93.49,,,,,2.93,,9.52,2.43,,,11.66,,0.04,,,,,23123870652.000004,Pharmaceuticals: Major,Health Technology
ALRM,26.2,40.26,,13.5,,4.1,,11.7,10,21.1,,4.6,33.66,4.54,,4.13,1.42,63.96,5.51,119.25,56.26,50.43,3.33,0.72,,,,27.02,19.52,17.71,,,3.34,3.45,3.7,0.49,19.49,5.43,,36.09,15.79,16.58,4.93,69.32,63.64,22.86,,,10.08,,8.57,4.4,37.62,37.62,1.94,3.91,,1.2,0.58,,20.09,3.27,,,13.41,18.5,31.13,2.76,2.37,6.42,5.03,6.37,61.8,9.19,13.45,,9.75,,0.93,492,,,10,2969415293.0,Packaged Software,Technology Services
ALSN,27.53,51.16,7.9,27.7,10.6,26.2,41.4,22.8,22.3,29.08,1.88,21.26,44.23,2.49,,1.27,0.27,82.45,2.78,63.99,52.87,44.14,2.24,1.62,,0.12,1.18,9.67,8.41,13.3,9.36,8.03,2.89,2.9,10.34,0.29,21.82,9.46,1.23,10.38,17.16,12.37,5.06,61.07,47.75,9.63,,,21.95,,30.3,4.84,10.71,10.71,1.45,2.4,,0.31,0.61,,10.83,,1.05,,,9.29,11.71,1,0.78,,2.19,13.63,97.46,20.71,54.29,,18.66,,4.74,18,,,10,5308520497.000001,Auto Parts: OEM,Producer Manufacturing
ALTR,54.97,29.61,,19.3,,12,5.2,58.3,5.8,18.19,,13.83,23.79,8.61,,2.34,1.96,81.55,3.14,,17.91,79.82,3.16,0.33,,,,194.67,91.84,51.73,,47.95,10.32,10.94,0.51,0.59,20.9,1.88,,267.41,,,9.12,72.59,80.92,3.58,,,4.26,,3.57,8.72,679.67,278.36,,10.94,,,,,53.41,13.78,,,50.97,50.05,105.22,,5.77,27.09,3.14,2.03,61.15,4.16,3.79,,1.78,,0.28,,,,3,5314548089.0,Packaged Software,Technology Services
ALV,6.62,30.91,1.8,3.9,62.5,14.8,37.5,,13,23.75,3.56,,28.54,2.86,,0.11,0.19,95.21,0.98,41.12,79.24,74.96,1.71,0.94,,0.31,2.83,10.79,7.51,18.59,9.22,6.71,0.9,0.9,9.27,0.29,4.84,6.7,2.85,11.46,11.04,16.6,4.14,111.64,18.11,8.44,,,5.92,,8.22,3.32,12.68,10.76,8.97,0.75,,,,,15.47,1.99,0.88,,,7.11,9.85,1.47,1.65,8.29,0.73,7.69,38.12,20.44,25.4,,13.96,,8.77,16.53,,,10,8286669090.0,Auto Parts: OEM,Producer Manufacturing
ALVO,38.36,35.17,,0.6,,,,,13.8,34.17,,,35.36,,,0.26,0.06,11.07,1.18,207.73,132.43,97.93,,,,,,,,,,,,40.15,,,,,,,,,98.13,0.0,,,,,,,,,,,,24.78,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,2442651982.0,Biotechnology,Health Technology
ALX,17.15,34.39,,5.4,,24.4,7.4,11.7,4.1,14.49,8.49,4.01,26.28,1.89,,11.18,0.48,212.16,14.2,,,200.14,5.3,4.75,,1.43,8.49,10.25,8.43,16.53,,,,7.45,9.76,0.17,45.07,9.71,8.49,,17.89,,,268.24,,1.45,,,45.97,,38.79,4.71,10.14,16.81,3.11,4.65,,,,12.1,10.34,1.88,0.6,,,10.34,,1.88,0.96,4.71,14.2,7.65,163.51,12.52,44.47,,10.73,,7.72,12.31,,,10,1006953368.0,Real Estate Investment Trusts,Finance
AM,25.83,31.83,,,,83.5,3,2,4.3,18.26,9.86,22.08,26.35,1.72,,,,13.39,0.89,,18.5,30.89,3.37,1.5,,1.11,6.74,13.33,10.35,16.87,10.61,9.13,8.99,8.55,7.5,0.37,50.68,8.99,6.74,14.34,,14.88,2.39,12.59,62.92,3,,,33.95,,55.88,3.03,16.95,16.45,,5.66,,,,,11.2,2.23,,,,7.71,12.91,,1.17,6.8,0.89,6.75,19.31,12.98,18.09,,8.43,,7.74,,,,7,5631422941.0,Oil & Gas Pipelines,Industrial Services
AMAT,66.55,32.03,3,19.3,10.5,24.6,24.5,34.9,19,25.53,1.34,41.79,28.93,10.8,,1.1,1.26,181.89,2.8,150.24,37.82,69.94,0.67,0.33,,0.16,0.76,17.5,16.62,21.89,16.74,15.9,4.97,5.62,5.71,0.57,25.68,4.52,0.89,19.13,23.06,11.6,7.71,148.16,47.18,32.42,,,27.57,,28.87,8.27,20.9,22.07,1.09,5.77,,0.64,0.65,,22.44,3.23,1.59,,27.31,19.42,21.57,0.88,1.86,10.61,1.97,23.76,109.13,36.59,44.98,,32.56,,2.41,37.34,,,10,115650808151.0,Industrial Machinery,Producer Manufacturing
AMBA,,25.48,,1.1,,,21.6,,,11.07,,10.97,18.53,12.46,,2.81,46.31,41.58,3.69,138.77,77.64,45.44,,0.01,,,,,,,,,6.34,7.28,,0.87,,,,,,,24.62,51.24,60.54,,,,,,,3.07,,,,7.66,,,,,,,1.02,14.19,9.28,,,,2.61,8.49,3.3,,,,,,,,0.19,,,,4,2277445800.0,Semiconductors,Electronic Technology
AMC,,47.32,,50,,,73.1,63.7,,38.35,,37.6,43.95,,,0.42,0.07,4.95,0.61,8.65,61.54,4.94,20.29,,,,,107.63,21.87,,293.39,29.68,2.13,2.01,0.93,,,,,,34.55,59.45,5.23,36.33,66.71,0.09,,,,,0.8,,,,,0.19,,,,,,,0.25,,,,,,,,0.61,,1.73,1.25,,,0.44,,47.28,,,,4,1658263514.0,Movies/Entertainment,Consumer Services
AMCR,,67.24,2.5,,1.6,11.1,18.3,,8.6,77.95,4.84,3.04,72.13,1.93,,0.12,0.06,10.29,1.29,72.37,78.73,50.51,4.32,1.94,,0.88,4.84,19.16,12.62,27.74,14.25,10.71,1.61,1.63,5.22,0.24,5.86,5.43,4.86,15.43,17.78,,,11.66,19.45,3.9,,,4.74,,9.32,3.77,22.92,18.18,3.19,1.09,,,,,18.91,,,,,11.57,19.77,1.36,1.68,,0.75,3.87,23.73,9.2,16.26,,7.48,,5.58,12.7,,,10,13543418485.0,Containers/Packaging,Process Industries
AMD,48.42,34.06,,92.9,,22.5,8.2,2.3,19.9,33.4,,,31.87,11.96,,0.86,2.38,134.85,2.82,137.73,61.04,80.07,0.51,0.04,,,,194.44,48.43,155.75,81.26,37.53,8.28,9.08,0.51,0.83,5.83,0.62,,88.76,21,41.93,20.97,117.78,47.61,8.46,,,5.82,,3.74,3.86,164.41,59.65,1.28,9.44,,,,,162.41,6.9,1.99,,35.67,115.1,1271.95,2.39,3.27,17.98,2.01,2,15.74,1.78,2.43,,2.07,,0.82,249.67,,,6,163974485587.0,Semiconductors,Electronic Technology
AME,5.8,33.49,,13.6,11.6,12.4,19.2,9.8,13.2,23.24,1.25,,29.09,5.71,,0.18,0.15,154.69,1.26,92.36,41.86,51.85,1.26,0.29,,0.17,0.67,22.07,18.28,22.56,20.19,16.62,5.17,5.58,4.53,0.63,24.44,4.51,0.72,25.84,13.53,9.03,7.62,165.91,35.65,16.13,,,19.52,,25.61,3.87,27.19,25.53,2.61,5.27,,1.36,1.28,,22.19,,1.29,,,19.89,21.36,2.38,1.66,,0.76,9.43,89.26,14.47,15.35,,11.21,,,35.4,,,10,34982878734.0,Electrical Products,Producer Manufacturing
AMED,5.87,60.05,0.1,9.8,,,,,3.3,34.4,,3.84,53.78,3.98,,0.31,0.32,97.7,1.16,,9.35,51.91,2.03,0.42,,,,20.11,15.08,39.97,16.35,14.17,1.45,1.54,4.97,0.53,3.86,2.77,,26.14,,8.07,7.03,97.04,44.03,6.48,,,4.02,,9.13,2.84,34.89,22.88,,1.41,,,,,36.22,,1.01,,,33.32,56.39,,1.23,,1.16,4.48,128.93,11.12,8.63,,8.2,,1.29,31.21,,,8,3058687570.0,Medical/Nursing Services,Health Services
AMEH,5.55,55.57,,18.8,,49.2,,,44,28.99,,12.63,48.25,3.7,,0.95,0.78,47.32,1.52,,7.64,40.41,3.25,0.66,,,,20.24,17.43,44.34,,,,1.6,4.94,0.53,3.61,2.45,,,,,,51.81,16.58,4.52,,,4.29,,6.36,3.43,35.74,37.09,4.58,1.54,,,,,42.26,5.48,1.27,,,33.32,97.85,,2.55,18.2,1.52,5.94,107.97,13.92,10.45,,8.42,,,152.19,,,5,1531027429.0,Services to the Health Industry,Health Services
AMG,10.79,41.03,9,19.6,,22.9,13.4,,3.9,21.33,,,33.96,2.62,,1.62,0.41,160.79,2.34,,,81.61,2.03,0.76,,,0.02,5.76,5.53,8.24,10.61,9.71,3.35,3.4,17.36,0.38,48.97,16.34,0.02,11.38,33.15,11.24,1.67,144.25,55.03,5.63,,,31.5,,34.96,1.54,9.44,7.66,0.33,3.16,,,,,7.97,,1,,,7.86,10.24,0.31,0.51,,2.34,7.11,1835.64,14.32,18.36,,7.78,,11.05,13.04,,,10,4716965966.0,Investment Managers,Finance
AMGN,27.79,48.32,2.5,,10,7.7,14.9,,6.7,25.01,4.43,,39.61,1.49,,0.49,0.15,325.22,1.42,244.46,52.25,78.5,5.3,12.75,,0.68,2.74,31.12,19.34,32.89,15.95,12.47,7.09,7.91,3.21,0.05,24.03,4.07,2.8,40.18,9.84,4.66,6.73,305.69,66.37,2.21,,,12.74,,23.59,34.71,46.46,25.57,4.65,5.94,,1.47,1.88,,24.61,,1.07,,,21.64,31.28,4.66,1.72,,0.98,4.09,114.24,10.05,60.62,,11.05,,,27.33,,,10,139459437367.0,Biotechnology,Health Technology
AMH,2.69,56.09,,1.5,63.9,12.3,41.1,11.5,5.5,60.67,14.28,8.43,58.09,1.87,,1.2,0.14,37.08,1.54,,5.12,10.04,4.86,0.71,,1.51,2.59,32.06,17.68,29.54,42.04,20.28,10.52,10.99,3.12,0.53,40.67,4.52,2.81,52.37,11.58,,4.43,38.73,55.83,2.67,,,21.83,,23.38,1.93,37.84,60.79,7.5,8.06,,1.77,0.86,19.31,22.83,2.3,1.15,,,18.89,18.84,7.79,1.31,1.97,1.54,2.87,3301.97,4.58,5.27,,3.18,,2.25,176.57,,,8,13223907648.0,Real Estate Investment Trusts,Finance
AMK,22.82,58.77,,10.9,,67.4,,35,14.1,68.88,,12.52,62.21,7.06,,2.51,7.72,34.6,3.27,,6.24,10.59,0.11,0.02,,,,11.86,9.96,19.91,,,3.5,3.26,8.43,0.83,16.39,4.67,,15.73,23.65,5.63,,31.21,50.67,21.9,,,19.43,,27.08,1.92,18.21,14.01,0.53,3.54,,,,,21.49,5.17,,,865,15.37,20.62,0.56,1.24,42.72,3.27,8.89,691.66,13.27,11.31,,10.97,,1.5,,,,5,1986509344.0,Financial Conglomerates,Finance
AMKR,42.06,27.78,,18.9,96.6,5,1.7,33,8.1,16.49,1.1,23.99,21.98,3.45,,1.03,1.25,28.12,2.08,28.47,48.94,68.45,1.09,0.31,,0.2,1.1,12.78,5.92,13.37,13.18,5.84,1.04,1.05,7.82,0.59,7.89,7.29,1.1,18.05,15.97,27.58,6.81,24.44,15.25,7.9,,,5.87,,7.5,1.71,18.36,17.79,1.59,1.11,,0.52,0.4,,13.74,1.17,1.62,,21.63,5.62,11.33,1.54,1.05,1.72,1.83,5.58,13.47,10.03,9.6,,9.36,,2.23,19.64,,,10,5468220650.0,Semiconductors,Electronic Technology
