Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EAF,,26.48,1.3,,,,,,,12.14,,,21.44,,,0.87,0.13,0.55,4.22,220.01,42.03,64.59,,57.16,,,,,,,,,1.83,1.71,,0.01,,,,,229.48,53.2,9.98,2.32,,,,,,,,9.16,,,,0.25,,,,,,,,,,5.99,,,0.04,,2.01,,,,,,,,,0.83,,,6,1011823109.0000002,Electrical Products,Producer Manufacturing
EAT,82.82,34.61,0.3,32.8,,6.2,28.6,,5.1,23.09,,60.26,30.14,2.29,,0.03,0.01,59.09,0.3,8.77,14.43,5.28,5.29,,,,,21.54,12.12,31.74,16.95,10.25,1.04,1.09,4.64,,3.43,5.58,,12.39,3.52,20.89,3.89,41.97,13.7,3.78,,,3.55,,5.69,,17.53,15.67,,0.64,,,,,18.17,,1.02,,,7.92,17.34,,2.07,,0.14,6.11,11.16,11.24,,,9.79,,6.61,18.02,,,10,1402226934.0,Restaurants,Consumer Services
EBAY,22.81,52.58,8.9,33.4,16,11.7,20.1,10.7,15.3,43.27,1.91,27.92,50.59,4.87,,0.89,0.63,54.66,1.25,,37.99,15.52,1.92,1.48,,0.23,1.91,7.81,7.17,20.02,8.5,7.76,2.96,2.99,12.8,0.27,14.95,5.7,1.98,17.56,8.28,8.79,3.02,53.06,72.03,5.86,,,26.41,,20.07,4.89,10.61,12.07,,2.82,,,,,18.75,3.42,0.71,,,14.49,13.01,,0.78,21.78,1.25,12.87,228.26,24.2,45.83,,11.65,,11.6,10.22,,,8,23712932186.0,Internet Retail,Retail Trade
EBR,,46.68,,2.2,,,,,,40.18,1.18,,44.97,0.66,,0.6,0.27,6.58,1.57,27.23,143.42,49.72,4.56,0.57,,0.17,1.18,14.55,8.05,30.85,6.62,5.84,3.24,3.08,6.87,0.43,11.86,5.99,1.18,20.56,,62.21,3.02,6.87,83.61,1.56,,,11.97,,26.54,0.75,16.62,23.67,,2.32,,,,,19.49,1.77,1.48,,,10,,,1.22,2.54,1.56,1.64,21.42,3.23,3.92,,12.31,,,19.94,,,7,17034658709.929998,Electric Utilities,Utilities
EBR.B,,46.06,,2.2,,,,,,42.19,5.14,,44.79,0.66,,0.6,0.27,6.92,1.57,27.23,143.42,49.72,4.56,0.57,,1.11,5.14,15.47,8.56,30.85,6.62,5.84,3.24,3.27,6.46,0.43,11.86,5.69,5.14,21.63,,62.21,3.02,7.56,83.61,1.56,,,11.97,,26.54,0.73,17.47,24.89,,2.25,,,,,18.93,1.71,1.43,,,9.71,,,1.19,2.46,1.56,1.64,21.42,3.23,3.92,,12.31,,,19.22,,,7,17034658709.929998,Electric Utilities,Utilities
EC,,26.08,,14.9,39.3,51.1,187.1,,41.8,19.01,97.13,,22.28,1.49,,0.29,0.12,9.72,1.58,64.15,80.5,42.34,3.72,1.4,,1.33,34.64,6.92,6.87,,4.17,3.18,1.4,1.93,14.45,0.27,,,30.86,4.48,22.89,,,13.67,37.79,6.02,,,12.37,,29.42,1.09,6,4.96,0.24,0.82,,,,,,0.46,0.65,,,39.8,,0.33,0.69,1.47,1.34,4.2,19.76,11.78,16.02,,7.66,,35.25,7.09,,,9,25278749861.60169,Integrated Oil,Energy Minerals
ECL,30.49,46.18,,9.3,4.6,10.4,9,6.6,9.6,44.93,1.21,21.81,44.91,4.94,,0.1,0.05,231.25,1.5,62.98,63.7,65.84,2.54,0.96,,0.37,0.97,30.67,23.9,36.51,27.05,19.81,4.73,4.81,3.26,0.39,13.26,3.13,0.99,34.36,5.51,16.93,4.5,200.48,42.54,6.78,,,10.95,,15.59,7.94,38.8,37.85,14.56,4.27,,,,,32.21,,1.34,,,23.13,29.76,,3.08,,1.1,7.93,47.48,14.1,21.46,,10.67,,1.68,53.9,,,9,50724635653.0,Chemicals: Specialty,Process Industries
ECPG,,46.9,9.1,0.8,,,,,2.9,21.7,,,38.66,0.57,,0.17,0.05,46.13,0.22,,,,56.08,3.53,,,,202.66,71.87,37.69,9.95,,3.04,3.48,0.49,0.2,9.24,10.47,,8.21,,,,53.35,47.06,1.46,,,,,23.17,1.15,,,,0.88,,,,,9.87,,0.99,,,6.62,,,0.44,3.11,0.22,,12.26,0.61,,,6.01,,,10.12,,,9,1111549275.0,Finance/Rental/Leasing,Finance
ECX,,48.86,,,,,,,24,47.32,,,46.36,,,0.13,0.3,1.57,0.67,18.32,152.34,97.86,,,,,,,,,,,,1.09,,,,,,,,,,0.0,26.19,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,1177509931.0,Packaged Software,Technology Services
ED,,77.06,,3.6,1.9,11.7,8.7,,4.8,88.38,3.61,,82.61,1.12,,0.24,0.06,100.7,1.04,23.34,76.07,55.14,4.96,1.23,,0.65,3.21,18.37,11.26,,19.45,11.38,3.88,4.15,5.44,0.32,,,3.25,19.12,2.42,6.22,3.51,92.73,52.48,2.3,,,12.03,,17.12,1.62,19.29,20.07,4.1,2.36,,,,,,1.22,1.16,,,12.04,,3.59,4.8,1.65,0.97,2.71,6.5,5.49,8.39,,3.26,,0.55,18.86,,,10,31557057962.0,Electric Utilities,Utilities
EDN,7.17,42.24,,66.6,,,,,37.7,30.28,,,38.49,1.2,,0.27,0.92,14.94,0.79,15.36,106.9,16.89,0.3,0.26,,,,0.49,0.42,,,,,0.34,204.08,0.29,,,,,,,,3.48,7.96,,,,14.18,,,1.21,2.67,1.91,,1.03,,,,,,0.5,2.04,,,9.29,3.04,,1.36,1.21,0.67,9.27,51.5,58.28,33.05,,,,,,,,6,1083721499.6483402,Electric Utilities,Utilities
EDR,15.4,53.85,,144.6,,51,48.5,,,44.42,0.89,12.24,50.51,0.89,,0.27,0.14,27.14,1.16,,87.63,59.74,4.92,1.18,,0.18,0.89,19.52,11.63,,8.41,7.48,1.68,2.09,5.12,0.22,,,0.89,57.99,,25.4,11.24,31.28,58.77,0.03,,,3.4,,0.18,1.76,43.08,27.61,2.3,1.32,,,,,,,,,,52.01,22.13,1.8,,,1.16,1.16,58.02,4.31,5.63,,0.05,,6.91,,,,3,14964978570.0,Media Conglomerates,Consumer Services
EDU,38.51,26.97,0.2,,,,113.9,16.8,,13.79,,0.33,21.49,2.89,,1.59,7.21,65.27,1.8,13.95,17.78,2.74,1.89,0.18,,,,16.7,16.7,5.21,11.92,9.47,1.09,1.36,5.99,0.5,26.03,10.35,,25.72,9.95,,21.33,64.61,52.45,,,,7.18,,8.12,2.89,34.35,9.6,,2.53,,,,,9.67,1.13,0.62,10.7,6.68,9.67,,,2.96,2.99,1.76,4.43,37.16,7.96,8.22,,7.11,,,68.71,,,9,10014240538.71236,Other Consumer Services,Consumer Services
EE,,54.89,,,,,,,,47.93,0.54,25.1,52.67,1.18,,3.03,0.79,18.45,3.52,15.58,7.65,24.95,2.19,1.5,,0.1,0.54,2.89,1.88,,,,,0.56,34.6,0.18,,,0.54,15.93,,9.44,,0.0,25.51,3.08,,,2.6,,17.96,0.95,18.27,18.27,,0.65,,,,,,0.88,,,,5.24,,,,0.95,3.52,1.03,13.24,8.32,6.02,,7.02,,,,,,5,1954373713.0,Gas Distributors,Utilities
EEFT,17.27,28.9,4.6,,,51.5,71.6,52.9,14.7,15.39,,,23.95,2.14,,0.58,0.86,92.2,1.19,,55.07,33.57,3.97,1.99,,,,9.98,7.81,8.34,7.76,5.73,1.01,1.25,10.02,0.2,13.81,13.41,,14.5,16.02,13.35,7.77,134.31,39.88,6.96,,,7.43,,12.16,3.5,16.09,11.4,2.04,1.18,,0.69,0.36,,8.35,3.97,0.58,,,7.11,8.41,1.39,0.88,31.25,1.19,5.04,100.52,17.13,22.69,,8.38,,6.73,24.78,,,9,4154993368.0,Data Processing Services,Technology Services
EFX,22.52,73.39,,12.2,,8.5,16.5,,8.1,85.04,0.57,,77.88,4.24,,0.1,0.03,278.47,0.79,,28.19,64.52,3.33,1.17,,0.24,0.57,40.36,24.52,60.04,32,21.45,7.07,7.42,2.48,0.39,12.36,1.96,0.57,50.7,,21.27,10.53,236.58,55.62,4.16,,,10.67,,18.27,7.34,59.5,43.24,0.8,6.36,,,,,51.3,,1.28,,,28.37,52.21,,4.24,,0.79,4.82,51.03,9.64,13.09,,6.53,,0.76,65.83,,,9,24158677538.0,Miscellaneous Commercial Services,Commercial Services
EGO,71.32,59.87,,,,,,,,62.8,,29.75,60.85,1.18,,2.16,0.77,16.11,3.62,119.21,44.98,15.06,1.57,0.21,,,,14.77,7.28,,,,2.8,3.29,6.77,0.7,,,,16.16,10.5,48.86,17.27,10.77,31.79,10.36,,,15.76,,23.38,0.91,18.52,15.87,,3.07,,,,,,0.82,1.34,,,7.09,15.49,,1.17,0.93,2.65,3.49,6.38,5.21,4.94,,4.87,,,,,,4,2032565539.233728,Precious Metals,Non-Energy Minerals
EGP,,59.99,,19.6,17.8,11.8,17.7,14.3,10.9,44.07,5.54,,54.73,2.98,,0.19,0.02,179.35,0.7,,31.15,47.11,3.81,0.61,,1.15,2.85,40.33,24.12,26.84,,24.05,,17.59,2.48,0.59,65.55,4.57,2.85,38.24,12.9,10.04,10.52,191.29,72.59,6.21,,,37.16,,40.1,3.15,37.52,40.62,4.62,13.92,,1.88,1.41,22.16,21.26,2.4,1.07,,,21.26,,4.38,1.54,3.18,0.7,5.06,11540.92,6.21,8.96,,5.58,,,48.87,,,10,8118223280.0,Real Estate Investment Trusts,Finance
EH,,34.47,,,,,,20.6,,27.98,,53.02,32.15,3.46,,1.47,2.03,11.61,1.97,413.44,225.15,53.74,,0.75,,,,,,,,,,32.99,,0.36,,,,,,,119.56,23.7,63.27,,,,,,,24.66,,,,33.41,,,,,,,,,96.71,,,,,25.23,1.69,,,,,,,,0.17,,,,,1039354018.0,Packaged Software,Technology Services
EHC,21.35,72.18,,0.9,,10.9,22.1,,9.9,80.48,0.41,18.7,77.09,2.83,,0.2,0.05,89.67,1.37,,261.36,41.44,2.75,1.68,,0.15,0.67,15.5,11.41,50.71,16,11.55,2.29,2.45,6.45,0.28,4.82,2.65,0.75,21.25,4.85,11.73,9.22,71.03,95.5,5.35,,,7.6,,15.35,5.18,24.24,23.11,9.63,1.85,,1.85,3.05,,38.1,7.02,1.48,,,10.58,40.99,,2.32,47.95,1.37,6.3,22.18,14.65,24.13,,11.19,,2.61,25.33,,,10,6812686863.0,Medical/Nursing Services,Health Services
EIX,4.56,80.14,,,5.1,17.6,29.6,21.1,5.3,93.74,4.75,10.43,86.85,0.72,,0.06,0.01,80.55,1.03,19.58,72.99,43.42,6.5,2.43,,1.09,3.83,23.75,12.2,,17.57,10.32,4.16,4.19,4.21,0.18,,,3.87,22.07,6.2,28.04,4.48,68.87,42.47,1.41,,,6.81,,14.99,2.26,32.48,38.36,2.06,1.84,,,,,,1.96,1.13,,,7.66,,2.09,,2.26,0.96,1.4,5.06,4.04,7.38,,3.15,,,27.87,,,9,27428144722.0,Electric Utilities,Utilities
EL,,26.6,0.3,12.7,22.9,10.2,,,4.2,16.18,5.24,,23.88,3.18,,0.68,0.38,92.2,1.58,224.96,112.02,42.2,4.48,1.71,,1.3,2.88,29.07,18.36,,18.09,13.21,2.42,2.63,3.44,0.25,,,2.88,23,1.58,20.62,3.82,223.87,70.72,3.25,,,4.18,,8.18,5.76,51.8,45.42,11.08,2.12,,3.06,,,,,0.55,,,15.14,51.53,,1.91,,1.15,2.79,25.65,8.38,11.34,,5.15,,,20.04,,,10,55649205490.99999,Household/Personal Care,Consumer Non-Durables
ELAN,22.06,27.74,,,,,,,6.6,20.15,,,25.38,0.55,,0.28,0.06,11.85,3.29,312.23,59.95,80.14,,0.95,,,,,,41.41,,,,2.64,,0.43,6.37,4.75,,12.46,,,3.41,15.38,55.28,0.85,,,,,5.45,0.97,,37.5,,1.32,,,,,20.97,,,,,13.93,,,1,,1.96,,,,,,1.69,,1.27,,,,2,5907180309.0,Biotechnology,Health Technology
ELF,56.25,39.32,,30.3,,74.1,172.6,34.7,42.5,33.19,,17.97,36.49,12.72,,0.36,0.37,175.65,1.59,175.93,73.62,34.93,1.52,0.45,,,,61.63,50.03,152.65,35.27,32.16,7.36,9.32,1.62,0.57,6.1,0.63,,62.49,20.5,18.31,19.94,122.68,70.72,12.1,,,12.47,,14.62,15.19,79.12,60.36,,9.89,,,,,162.14,18.45,,,,142.53,325.28,2.41,8.59,127.28,0.95,15.06,103.04,23.7,24.03,,22.77,,,,,,9,6849097099.999999,Household/Personal Care,Consumer Non-Durables
ELME,,64.79,,,,,42.2,,6.7,66.82,2.26,8.08,66.09,0.74,,0.03,0.01,16.66,0.1,,146.29,23.02,8.85,0.61,,,4.31,,29.86,24.15,,,,9.34,,0.6,37.64,6.11,4.31,,,,3.81,22.4,60.74,0.65,,,,,9.9,1.31,,,,6.21,,,,16.75,16.36,,0.84,,,16.36,,,0.77,1.31,0.1,,,,,,1.17,,,17.72,,,7,1306813146.0,Real Estate Investment Trusts,Finance
ELP,2.58,44.91,,3.2,2.5,,,,3.7,29.33,11.04,,39.97,1.42,,0.59,0.38,6.93,1.39,4.31,47.93,60.21,4.08,0.63,,0.26,4.05,14.34,9.03,10.84,9.24,7.28,1.88,1.55,6.97,0.44,16.16,13.92,4.05,10.98,3.22,,5.16,4.33,23.15,33.34,,,9.27,,13.29,1.08,12.35,7.12,7.91,1.17,,,,,7.35,0.82,,,,6.91,,,0.58,2.04,1.37,3.7,21.25,5.13,8.84,,5.21,,,9.76,,,10,5415668451.629999,Electric Utilities,Utilities
ELS,,77.04,,4.2,9.3,9.3,9.4,,7.7,90.85,4.19,,82.57,2.33,,0.02,,70.67,0.13,,85.17,,4.91,2.41,,1.04,2.59,34.11,24,50.29,34.4,24.14,11.33,12,2.93,0.26,23.87,2.56,2.67,38.24,8.23,6.49,3.41,71.55,47.76,2.81,,,25.24,,27.04,9.15,37,39.59,6.49,9.76,,2.04,3.28,24.31,40.94,4.01,1.04,,,22.13,37.55,6.18,3.4,9.15,0.13,6.35,,10.08,24.88,,6.63,,1.73,47.43,,,10,12506578788.0,Real Estate Investment Trusts,Finance
EME,67.16,42.49,4.9,11.9,29.2,47.3,34.4,8.1,18.6,35.86,0.6,55.28,40.42,5.76,,0.22,2.25,340.22,1.29,3.55,28,83.83,0.29,0.13,,0.05,0.26,14.02,12.62,15.63,,,,1.15,7.13,0.39,7.39,6.4,0.3,17.42,23.29,16.67,6.91,216.3,17.73,88.32,,,6.01,,8.14,5.79,19.5,19.46,1,1.18,,0.66,0.48,,15.85,3.56,2.06,,38.49,14.68,15.49,0.78,1.78,14.66,1.26,12.7,202.3,36.06,33.77,,19.9,,2.8,48.53,,,10,10033162267.0,Engineering & Construction,Industrial Services
EMN,11.93,45.65,4.8,1.6,6,16.3,1.3,,7.5,32.7,4.69,14.5,42.21,2.64,,0.19,0.1,94.19,1.4,93.29,92.7,36.01,2.74,0.89,,0.49,3.39,11.83,8.67,26.61,12.48,8.94,1.7,1.74,8.45,0.38,6.54,5.43,3.41,12.99,11.66,16.52,4.06,87.35,22.73,4.95,,,9.65,,11.91,1.96,12.68,14.4,10.29,1.23,,,,,18.76,2.8,1.03,,,8.53,10.71,2.65,0.88,12.23,0.71,5.99,21.18,11.14,16.2,,6.94,,6.65,12.49,,,10,9365902885.0,Chemicals: Major Diversified,Process Industries
EMR,14.56,40.26,1.5,37,1.3,8,5.5,,,23.46,2.13,17.19,33.95,3.7,,0.3,0.2,106.39,1.18,95.73,54.42,57.3,2.77,0.55,,0.41,1.98,26.02,17.35,78.85,19.23,14.48,3.88,4.33,3.84,0.45,5.49,1.49,1.98,23.74,4.28,13.76,8.33,115.5,49.65,9.07,,,64.97,,16.24,2.91,5.69,20.62,11.46,3.72,,,,,67.14,,1.36,,,46.6,5.23,,1.61,,0.87,24.86,62.86,7.59,57.07,,5.93,,4.14,17.33,,,10,56498490349.0,Electronic Equipment/Instruments,Electronic Technology
ENB,,74.1,,,3.1,14.3,5,30.1,3.1,89.71,9.33,2.98,81.28,0.82,,0.08,0.01,37.3,0.68,20.46,59.65,37.32,5.48,1.36,,1.26,7.14,17.71,12.55,24.15,13.72,10.06,5.27,4.71,5.65,0.34,17.39,8.07,7.09,19.11,9.03,6.52,,27.62,41.81,2.4,,,13.81,,21.74,1.91,18.81,17.63,3.6,2.52,,,,,12.55,2.18,1.48,,,8.01,14.39,,1.14,5.9,0.59,3.27,10.59,6.89,9.4,,3.98,,6.26,25.55,,,10,74115354831.26869,Oil & Gas Pipelines,Industrial Services
ENFN,,48.76,,,,8.9,3.6,,2.8,31.85,,12.01,44.18,17.8,,1.89,2.13,8.65,4.07,,10.95,53.61,0.91,0.27,,,,132.29,48.05,49.74,26.39,20.06,3.97,4.48,0.76,0.52,9.02,2.06,,75.22,,61.85,17.58,12.84,66.68,,,,1.4,,3.39,13.31,288.33,279.03,,5.49,,,,,70.29,12.91,,,43.25,41.2,,,,13.31,4.07,2.36,11.5,6.75,4.63,,6.39,,,,,,3,1094982384.0,Packaged Software,Technology Services
ENIC,,39.05,,9.9,,98,,,18.7,26.23,1.55,0.71,34.26,0.98,,,,2.6,1.16,7.32,113.67,112.11,1.79,0.59,,0.54,9.46,4.93,4.01,5.56,,,,1.36,20.28,0.36,23.33,32.66,9.46,325,34.35,,,2.57,33.9,7.89,,,17.38,,21.32,0.75,4.11,5.37,0.31,0.78,,,,,3.32,0.44,,,,3.32,,0.23,0.32,0.75,1.16,6.38,63.32,13.04,17.39,,5.97,,1.07,6.67,,,9,4471484632.186967,Electric Utilities,Utilities
ENLC,18.14,33.16,2.6,,2.2,28.1,,23.9,22.6,14.79,1.59,17.53,24.75,1.69,,0.02,,12.57,0.78,4.37,7.76,4.52,3.59,5.13,,1.16,4.16,16.85,8.15,13.25,15.72,7.71,1.5,1.54,5.93,0.11,11.59,13.9,4.21,24.94,10.78,33.09,9.65,10.47,20.65,2.57,,,2.39,,10.07,6.29,35.91,28.7,,0.85,,,,,7.36,7.31,1.41,,,4.66,8.92,,1.07,41.9,0.74,1.94,9.6,8.26,15.1,,7.61,,7.47,,,,5,5681037018.0,Oil & Gas Pipelines,Industrial Services
ENLT,,32.79,,30.7,,,,,32,18.69,,,27.27,0.53,,0.44,0.09,14.56,0.94,,156.7,55.42,10.53,2.3,,,,23.45,16.36,,32.24,12.42,11.98,15.41,4.26,0.26,,,,18.27,,82.13,34.02,30.88,51.36,1.65,,,23.15,,39.51,1.48,28.76,28.76,,6.77,,,,,,1.58,0.49,,,14.42,,,,1.94,0.94,1.48,6.33,4.73,5.54,,2.09,,,163,,,8,1957609651.067926,Alternative Power Generation,Utilities
ENOV,,43.47,,,,,23.4,,8.4,26.94,,,39.59,1.22,,0.12,0.05,41.69,2.1,231.19,68.08,61.43,9.05,0.43,,,,,24.57,,14.77,10.22,1.8,2.11,,0.6,,,,15.72,,,12.36,70.15,57.98,,,,,,,0.69,,4632.22,,1.29,,,,,,,1.35,,,24.88,,,0.71,,1.03,,,,,,,,,26.72,,,7,2904237782.0,Industrial Machinery,Producer Manufacturing
ENPH,,43.15,,24.5,,55.1,54.6,43.7,43.1,31.76,,,39.93,4.96,,3.11,1.26,103.36,4.23,90.18,42,111.44,5.45,1.47,,,,87.89,58.15,46.86,91.46,83.9,9.92,9.79,1.14,0.28,20.88,2.12,,104.12,22.6,,,147.92,46.56,11.08,,,9.12,,6.92,15.83,113.62,78.39,0.84,10.14,,,,,48.51,8.9,1.92,,,40.25,188.33,3.13,2.5,22.77,3.9,3.86,44.56,5.79,13.56,,6.79,,2.45,159.06,,,5,16403552293.0,Semiconductors,Electronic Technology
ENR,,56.31,,,,6.2,10.2,1.5,1.2,47.36,4.21,,54.35,1.36,,0.24,0.05,29.24,2.03,140.85,73.82,49.61,8.4,17.43,,0.39,4.11,19.35,13.54,17.36,10.72,8.33,1.83,1.86,5.17,0.05,10.72,14.76,4.11,8.06,8.4,5.29,,31.42,37.8,2.19,,,2.97,,12.35,10.95,24.57,9.59,,0.75,,,,,6.86,,,,,5.3,10.14,,1.24,,1.04,1.94,27.06,7.44,48.32,,7.27,,13.04,27.07,,,7,2449083058.0,Household/Personal Care,Consumer Non-Durables
ENS,,41.61,2,6.5,6.7,14.4,20.9,10.3,7.9,25.37,1.07,4.36,35.93,4.04,,0.46,0.37,97.36,2.46,107.76,49.33,56.33,2.11,0.52,,0.11,0.93,13.66,10.76,12.61,10.57,8.75,1.26,1.3,7.32,0.51,10.35,9.46,0.93,12.27,14.34,,7,90.34,27.44,7.87,,,7.51,,10.98,2.24,14.98,12.73,1.26,1.1,,1.02,0.61,,10.88,1.72,0.97,,55.63,8.82,12.88,1.22,1.2,5.22,1.5,7.66,25.7,12.09,15.98,,14.08,,10.79,21.98,,,10,3967738819.000001,Electrical Products,Producer Manufacturing
ENSG,30.6,56.07,,20.7,4.7,6.9,6.1,,14.7,36.81,0.23,7.32,49.95,3.35,,0.69,0.26,137.49,1.53,,9.14,45.44,5.14,1.18,,0.06,0.18,31.12,24.76,46.76,24.23,16.42,2.25,2.38,3.21,0.37,5.08,2.57,0.18,26.77,22.71,20.94,11.04,122.81,15.62,33.72,,,5.68,,6.83,4.72,35.27,35.27,1.66,2,,,,,39.17,2.8,1.49,,,24.62,45.93,1.77,1.82,4.99,1.53,5.38,10.51,8.66,14.88,,6.38,,,51.19,,,10,5225555356.0,Medical/Nursing Services,Health Services
ENVA,11.02,59.91,6.7,18.5,,,,16.9,25.5,37.84,,13.18,53.13,2.45,,0.18,0.02,74.9,13.03,,68.19,,11.77,2.81,,,,22.21,19.05,4.18,9.07,8.48,1.99,2.2,4.5,0.24,52.59,63.13,,9.86,47.58,15.43,8.61,73.97,47.12,,,,7.52,,9.89,1.73,12.5,10.05,0.49,0.94,,,,,1.81,1.02,1.15,,2.92,1.76,9.64,0.71,0.16,2.33,13.03,4.05,174.13,5.68,14.75,,4.36,,,15.94,,,10,1536596524.0,Finance/Rental/Leasing,Finance
EOG,,40.36,0.2,11.6,32.7,66.4,217.6,49.1,32.5,26.93,13.44,13.94,35.05,4.76,,1.17,1.33,123.12,2.12,68.94,131.98,40.3,0.3,0.14,,0.29,2.9,7.19,5.15,13.56,7.35,5.05,3,2.92,13.91,0.65,21.06,6.56,2.97,10.05,25.89,1.82,1.17,123.26,72.51,64.88,,,31.23,,37.84,2.4,9.73,10.37,0.6,2.95,,,,,15.61,1.03,0.91,,,6.15,9.75,0.4,1.04,2.4,1.89,17.12,29.29,24.51,26.79,,20.24,,6.46,24.48,,,7,76963236773.0,Oil & Gas Production,Energy Minerals
EPAC,40.37,44.99,2.8,,,29.2,90,,8.6,28.97,0.1,22.38,39.61,5.43,,1.09,0.68,38.02,2.85,103.57,57.82,61.88,1.45,0.54,,0.02,0.1,17.89,16.06,26.74,15.97,13.37,2.75,3.66,5.59,0.49,13.69,3.92,0.1,20.55,18.12,,,28.02,51.15,8.78,,,14.13,,20.8,5.64,25.01,23.54,5.6,3.53,,,,,26.09,5.87,1.56,,,24.09,27.09,1.48,2.58,32.78,2.2,10.88,95.8,19,24.76,,16.49,,1.08,,,,6,1528265364.0,Industrial Machinery,Producer Manufacturing
EPAM,,57.14,,19.3,,8.7,23.2,3.6,20.4,44.04,,,54.68,11.02,,3.11,11.87,202.25,4.68,,3.18,72.19,0.27,0.05,,,,19.8,15.79,17.72,,,,2.21,5.05,0.79,12.44,4.93,,27.35,19.72,5.82,6.3,338.43,30.36,,,,9.28,,11.14,3.37,27.67,19.98,1.08,2.58,,0.58,0.6,,20.66,1.93,0.59,10.22,5.37,19.73,34.52,1.22,1.4,4.19,4.68,10.24,64.74,14.47,12.95,,20.02,,2.46,39.5,,,10,15281937744.999998,Information Technology Services,Technology Services
EPC,0.95,43.68,2.7,5.3,,12.2,,,6.8,31.13,1.58,5.8,38.72,1.88,,0.36,0.14,37.65,1.84,142.69,61.34,20.29,4.2,0.89,,0.21,1.58,13.2,9.54,14.08,10.9,8.23,1.33,1.37,7.58,0.41,9.75,11.88,1.58,11.77,4.06,8.96,2.15,43.85,42.51,3.28,,,5.48,,11.29,1.2,15.75,13.35,,0.84,,,,,8.7,,0.77,,,7.08,8.94,,0.69,,0.92,3.31,43.01,7.31,8.1,,6.23,,9.52,87.56,,,8,1974041835.0000005,Household/Personal Care,Consumer Non-Durables
EPD,9.39,33.64,0.2,4.6,3.6,9.6,13.8,18.4,22.4,15.07,8.42,10.18,25.57,1.91,,0.02,0.01,27.88,0.93,22.31,8.04,46.62,3.33,1.06,,0.77,7.37,12.58,10.29,20.51,12.18,9.2,1.47,1.66,7.95,0.39,8.09,7.33,7.53,10.23,10.9,5.35,7.29,29.8,12.66,5.12,,,10.48,,12.33,2.19,10.64,10.64,2.13,1.12,,,,,13.76,1.27,0.78,,,7.55,13.01,,0.85,3.3,0.68,8.28,15.86,12.59,21.1,,11.04,,7.21,12.97,,,10,58659027345.0,Oil & Gas Pipelines,Industrial Services
EPR,,57.7,,,29.6,30.6,,90.1,17.8,43.66,5.49,,53.81,0.75,,0.18,0.01,43.52,4.06,,497.24,35.64,6.08,1.25,,1.24,7.68,19.07,12.77,15.79,,12.02,11.58,9.84,5.24,0.43,62.34,12.9,7.84,15.91,17.49,,,44.67,90.95,2.97,,,32.31,,56.51,1.36,17.84,16.1,23,5.13,,,,9,7.78,0.99,0.63,,,8.17,,2.12,0.62,1.38,4.06,3.68,179.69,6.09,8.53,,6.61,,8.02,17.27,,,9,3208817779.0,Real Estate Investment Trusts,Finance
EPRT,17.46,49.93,,6.9,6.4,18.1,32.5,17.1,11.2,30.2,8.66,15.23,42.68,1.83,,0.29,0.01,28.34,5.91,386.23,,124.27,5.23,0.59,,0.97,4,27.53,19.15,24.88,25.9,17.85,16.42,17.53,3.63,0.62,70.46,5.7,4.08,24.43,14.21,5.42,17.61,27.8,98.8,4.12,,,48.12,,62.84,1.53,24.22,24.22,4.75,11.68,,,,15.44,16.66,1.28,,,,16.66,,2.57,1.14,1.53,5.8,4.05,326.06,5.45,6.41,,5.4,,,,,,7,3663922680.0,Real Estate Investment Trusts,Finance
