Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
BAK,,58.73,,,,,,,6.4,83.83,,,68.78,0.77,0.7,0.3,7.15,1.46,71.98,72.79,18.29,116.01,19.79,,,,,97.89,,113.97,11.36,0.82,0.76,,0.03,,,,,9.32,,7.01,8.89,4.7,,,,,,4.93,,,,0.22,,,,,,,0.63,,,10.23,,,0.45,,0.95,,,,,,,,,11.53,,,5,3714015978.575,Chemicals: Specialty,Process Industries
BALL,18.35,39.69,1.2,6.1,10.1,8.1,,39.1,7.7,59.28,2.56,19.13,45.11,2.63,0.32,0.3,60.8,1.21,60.3,117.54,34.93,3.18,0.79,,0.28,1.3,20.05,12.51,653.11,15.27,11.41,1.86,1.7,4.99,0.37,0.26,0.19,1.3,20.7,5.59,10.58,,55.88,19.51,2.96,,31.42,,9.7,2.6,4.57,21.28,3.18,1.44,,1.68,17.22,,538.06,3.08,1.05,,,21.61,4.48,3.4,3.19,10.03,0.93,21.2,15.05,8.51,93.71,,6.44,,6.62,19.93,,,10,16282228221.0,Containers/Packaging,Process Industries
BATRA,0.38,71.07,,15.3,,2.1,30.2,21.9,51.2,89.97,,,79.5,1.07,0.5,0.27,43.94,0.8,,54.31,31.57,,1.43,,,,,,,,18.57,4.66,4.81,,0.3,,,,,,,,38.93,22.7,,,,,,5.68,,,,4.19,,,,,,,,,,372.49,,,8.63,15.15,0.8,,,,,,,,,,,,1,2211254972.0,Movies/Entertainment,Consumer Services
BATRK,,67.53,,15.3,,2.1,30.2,21.9,51.2,80.17,,1.44,72.98,1.07,0.5,0.27,41.75,0.8,,54.31,31.57,,1.43,,,,,,,,18.57,4.66,4.81,,0.3,,,,,,,,36.9,22.7,,,,,,5.69,,,,4.21,,,,,,,,,,373.31,,,8.66,15.18,0.8,,,,,,,,,,,,1,2211254972.0,Movies/Entertainment,Consumer Services
BAX,,60.34,,,6.7,,,,9,72.32,5.28,,65.89,2.08,0.48,0.21,35.32,1.48,107.98,47.25,62.57,8,1.73,,1.52,3.28,59.74,16.42,41.32,16.28,9.52,1.92,1.95,1.67,0.29,4.73,3.91,3.28,12.11,10.31,,3.23,59.76,34.16,1.06,,17.79,,3.46,2.2,6.79,46.29,,1.21,,,,,25.45,,0.4,,,12.72,6.45,,0.98,,1.01,9.27,6.29,2.15,36.67,,70.11,,11.28,10.97,,,9,19790301124.0,Medical Specialties,Health Technology
BB,,48.54,,,,,38.8,,,62.79,,,53.85,,0.71,0.93,2.5,1.43,,30.76,90.47,,0.33,,,,,,,,,2.45,2.38,,0.56,,,,27.42,41.09,,,4.64,70.04,,,,,,1.98,,,,2.45,,,,,,,0.63,,,,,,16.67,41.67,1.43,,,,,,,,12.22,,,,3,3143662544.1810694,Packaged Software,Technology Services
BBIO,58.89,53.14,,,,4.3,,2,,71.28,,,58.61,,3.67,0.3,27.09,5.54,,848.21,,,,,,,,,,,,27.03,28.53,,,,,,,,20.98,215.89,51.45,98.91,,,,,,,,,,21.58,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,4732821227.999999,Biotechnology,Health Technology
BBU,5.17,62.49,2,3.3,1.5,24,,,18.2,79.29,1.57,,68.65,0.97,0.27,0.09,20.05,1.1,37.29,57.31,43.58,8.44,22.88,,0.04,1.26,11.89,7.93,,,,0.66,0.77,8.41,0.02,,,1.26,39.84,46.21,,,22.92,9.18,0.98,,1.03,,6.45,0.79,3.14,,,0.03,,,,,,,,,,1.99,6.55,,0.16,,0.84,0.63,21.01,4.88,33.61,,4.79,,85.45,12.15,,,6,1266182575.792287,Miscellaneous Commercial Services,Commercial Services
BBUC,5.35,63.37,0.5,,,19.5,,,,79.33,1.14,,69.5,0.29,0.17,0.09,22.23,0.62,27.16,65.04,105.65,6.16,12.24,,0.04,1.14,19.05,6.68,,,,,1.46,5.25,0.04,,,1.14,,,,,0.0,11.05,0.62,,7.64,,7.65,2.27,3.19,,,0.25,,,,,,,,,,7.32,,,,,0.61,2.05,15.35,2.7,100.06,,2.2,,59.81,,,,3,1980748365.8733337,Engineering & Construction,Industrial Services
BBWI,19.04,30.45,6.7,,38.7,,,,12.3,41.98,0.88,3.53,31.47,2.66,0.7,0.16,37.34,1.57,75.59,41.03,8.27,3.32,,,0.24,2.16,9.49,7.89,17.63,10.06,8.36,1.73,1.75,10.54,,9.91,8.82,2.16,11.56,18.3,9.4,2.85,43.73,43.78,3.82,,11.92,,17.42,,9.62,11.25,3.52,1.17,,,,,11.63,,0.89,,,8.68,10.48,1.41,1.18,,0.9,16.69,57.54,34,,,31.3,,9.65,10.95,,,9,8249375640.0,Apparel/Footwear Retail,Retail Trade
BC,,57.56,4.3,16.4,17.4,18.3,20.2,,18.5,78.74,4.57,,66.11,2.92,0.33,0.19,77.31,1.68,124.8,45.27,36.25,3.32,1.45,,0.21,2.11,12.24,8.44,21.84,10.55,8.14,1.26,1.25,8.17,0.32,5.75,6.63,2.16,10.37,25.06,,,82.2,27.48,5.92,,6.25,,11.09,2.55,14.37,10.21,0.33,0.9,,0.43,0.54,,15.82,6.34,0.77,,,9.14,17,0.41,1.01,88.86,0.75,5.99,26.2,13.13,18.1,,11.13,,6.17,18.5,,,9,5407256656.0,Auto Parts: OEM,Producer Manufacturing
BCC,38.93,51.79,,36.8,20.5,24.8,37.1,29.4,7.3,74.07,1.36,,60.13,5.93,1.3,1.68,125.12,3.24,48.6,26.52,23.07,0.65,0.23,,0.06,0.64,6.66,5.51,10.08,,2.52,0.25,0.65,15.02,0.62,6.44,9.05,0.64,,29.06,,3.9,63.82,20.94,24.98,,7.08,,9.07,2.19,10.17,10.15,0.22,0.68,,0.32,0.36,,10.53,1.08,2.16,,5.75,6.99,8.66,0.41,0.82,2.6,2.05,13.99,46.04,23.62,22.17,,24.46,,1.35,16.64,,,10,3962545407.000001,Wholesale Distributors,Distribution Services
BCE,,46.72,,,5.1,3.1,,,2.2,67.01,11.37,,52.15,0.81,0.13,0.04,32.47,0.61,26.87,190.1,56.93,3.99,1.88,,1.58,8.87,17.63,8.34,26.08,15.21,7.75,3.24,3.2,5.67,0.28,12.45,7.69,8.93,14.75,7.6,7.22,0.98,47.29,68.14,3.46,,7.88,,22.19,2.46,22.66,17.73,19.7,1.64,,,,,13.21,,0.72,,,5.15,11.53,,0.92,,0.57,2.73,14.89,7.63,9.3,,5.36,,,12.78,,,10,37203168910.46311,Major Telecommunications,Communications
BCO,50.18,62.74,3.5,50.8,12.7,26,25,39.5,12.7,75.92,1.27,24.33,66.43,1.67,0.56,0.29,104.08,1.46,,23.62,60.34,5,9.72,,0.11,0.84,15.04,9.56,12.24,,,,1.5,6.65,0.06,12.22,13,0.9,,25.75,16.17,5.01,81.55,24.59,2.35,,2.48,,10.18,11.71,39.28,13.52,0.58,1,,,,,8.01,,1.29,,,5.94,9.02,0.57,1.39,,1.46,1.89,33.89,10.45,26.79,,5.49,,0.54,107.3,,,7,3551612246.0,Miscellaneous Commercial Services,Commercial Services
BCPC,16.53,74.87,0.1,8.5,10.8,9.9,8.8,7.8,9.5,92.09,0.79,8.8,83.23,8.17,0.49,0.19,166.08,2.61,69.09,32.39,51.1,1.45,0.3,,0.2,0.47,33.37,25.13,37.97,27.5,25.06,5.72,6.01,3,0.68,15.83,2.73,0.47,41.98,11.02,,,144.97,33.39,7.42,,12.35,,17.91,4.99,46.92,42.15,5.27,5.78,,2.94,2.56,,36.68,8.98,1.24,,,29.59,38.24,4.74,2.41,43.03,1.72,7.14,38.22,11.27,11.17,,9.18,,2.27,54.45,,,10,4345276023.999999,Food: Specialty/Candy,Consumer Non-Durables
BCRX,,66.43,,,,15.5,2.3,14.6,153.4,83.25,,,72.5,,2.81,0.41,7.15,3.73,2035.05,906.44,57,,,,,,,,,65.77,,4.81,5.47,,,,,,,,,18.96,17.6,98.56,,,,,,,,,,3.98,,,,,,,0.24,,,,,,,,3.48,,,,,,,,,,,,,1298032022.9999998,Biotechnology,Health Technology
BDC,,54.47,2.7,19,,19.3,63.2,36.8,14.6,67.95,0.21,32.69,58.13,3.02,0.99,0.39,96.03,2.55,87.57,73.08,66.11,3.31,1.12,,0.04,0.21,16.15,11.88,20.38,13.49,11.82,1.97,1.92,6.19,0.37,9.44,5.81,0.21,16.31,8.71,9.9,27.68,78.66,37.84,8.28,,9.01,,11.35,3.38,18.79,17.7,11.8,1.72,,,,,18,,1.35,,,11.53,14.89,3.44,1.64,,1.83,6.91,35.27,11.11,18.64,,11.42,,3.47,63.18,,,8,4097331655.000001,Electrical Products,Producer Manufacturing
BDX,,38.66,,2.7,4.8,12.1,87.7,,5.7,38.86,2.01,,36.73,2.34,0.43,0.18,229.11,1.41,107.45,111.51,45.12,4.09,0.7,,0.38,1.65,37.81,18.14,26.39,25.52,14.63,3.69,4.05,2.64,0.47,15.35,4.57,1.67,15.48,5.14,8.66,5.35,263.47,41.25,5.24,,6.76,,12.43,2.58,50.46,23.65,12.45,3.42,,2.05,1.91,,22.06,,0.91,,,17.72,25.99,,1.52,,0.97,2.5,24.66,4.57,5.19,,4.43,,2.57,44.4,,,10,76513226414.0,Medical Specialties,Health Technology
BE,,52.76,,68.3,,,,,3.1,72.53,,20.27,57.95,,1.45,0.36,13.97,4.45,155.62,46.26,96.19,,3.12,,,,,,,90.91,43.57,2.72,3.07,,0.2,,,,124.39,,,21.29,19.66,14.04,,,,,,6.81,,,,2.41,,,,,,,,,,,,,,6.81,2.97,,,,,,,,,,,,,3403472506.0,Electrical Products,Producer Manufacturing
BEAM,,60.83,,41,,9.5,15.7,0.4,1598,80.04,,1.8,67.39,2.3,5.85,6.51,26.88,5.99,,,,,0.18,,,,,,,,,162.67,3.34,,0.67,,,,,,,,0.0,,,,,,,2.42,,,,5.87,,,,,,,,3.41,3.27,,,,,2.42,5.99,,,,,,,,,,,,,1983947441.0000005,Biotechnology,Health Technology
BECN,21.41,56.32,2.8,4.1,,32.6,32,18.6,18.5,79.12,,21.87,63.85,2.83,0.07,0.04,97.09,1.87,70.82,58.68,47.96,3.76,1.78,,,,13.21,10.49,21.94,11.9,9.27,0.93,0.99,7.57,0.27,4.5,6.77,,12.26,25.31,,4.53,88.12,25.53,5.09,,4.47,,7.49,3.35,,,,0.68,,,0.63,,14.83,,1.1,,,11.34,14.13,,1.3,,1.02,6.5,29.59,14.81,20.5,,10.98,,,96.13,,,7,4856517453.0,Wholesale Distributors,Distribution Services
BEN,,56.76,,5.6,3.6,19.1,,0.5,12.3,77.11,6.74,,64.63,1.45,2.5,0.31,23.2,3.38,,155.45,62.29,6.99,1.02,,0.46,5.28,14.8,11.25,17.58,14.84,11.4,2.62,2.61,6.76,0.39,14.64,9.72,5.32,8.18,13.48,6.64,,23.45,69.23,11.81,,11.09,,15.43,0.94,13.26,8.66,2.34,1.43,,,,,9.67,1.86,0.54,,,8.5,9.9,1.59,0.53,9.03,3.38,2.95,101.56,4.95,7.42,,3.9,,,7.61,,,10,13098167610.0,Investment Managers,Finance
BEPC,,60.8,,70.3,34.7,,47.8,,8.9,82.05,4.46,6.66,67.48,0.32,0.07,0.04,31.19,0.39,7.06,33.92,46.07,3.26,2.38,,0.2,4.46,6.36,4.38,158.24,10.91,5.97,3.89,4.86,15.72,0.14,3.13,2.25,4.58,27.48,,,16.52,40.53,59.1,0.7,,34.4,,22.72,0.93,4.07,4.51,,1.4,,,,,45.05,0.47,,,,4.46,2.74,,,1.08,0.39,3.07,7.68,8.21,23.92,,1.83,,,,,,4,5042983863.0,Alternative Power Generation,Utilities
BERY,,58.5,4.7,21.1,,0.9,7,2.4,5.9,70.47,1.75,,62.62,1.62,0.21,0.05,62.53,1.74,62.19,47.36,48.61,5.31,2.8,,0.16,1.75,17.67,9.06,19.43,11.81,7.24,1.2,1.29,5.66,0.21,6.61,11.32,1.79,7.27,17.76,16.12,,59.75,18.19,3.64,,4.12,,9.04,2.18,14.85,9.68,0.92,0.6,,0.31,0.51,,9.73,,0.86,,,5.27,8.43,1.18,0.57,,1.01,3.08,13.93,6.38,15.25,,6.68,,10.97,15.87,,,10,7528874903.0,Miscellaneous Manufacturing,Producer Manufacturing
BF.A,,51.2,0.4,10.3,6.2,7.1,0.8,,6.7,68.15,2.46,,58.07,4.85,0.29,0.14,44.98,2.59,550.37,127.13,75.52,2.05,0.88,,0.4,1.9,16.37,15.42,55.64,18.64,17.21,5.46,5.58,6.11,0.43,10.03,1.99,1.94,23.67,4.85,9.14,4.05,70.25,60.46,9.03,,24.51,,27.45,5.94,21.02,21.02,5.68,5.05,,1.82,4.42,,50.1,4.23,0.68,,,32.44,28.35,,2.25,19.47,0.95,12.68,36.7,21.26,30.44,,13.27,,,21.63,,,10,30790147377.000004,Beverages: Alcoholic,Consumer Non-Durables
BF.B,,50.48,0.4,10.3,6.2,7.1,0.8,,6.7,67.81,2.52,,57,4.85,0.29,0.14,44.17,2.59,550.37,127.13,75.52,2.05,0.88,,0.4,1.95,16.36,15.42,55.64,18.64,17.21,5.46,5.58,6.11,0.43,10.03,1.99,1.98,23.23,4.85,9.14,4.05,68.5,60.46,9.03,,24.51,,27.45,5.94,20.64,20.64,5.58,5.03,,1.79,4.34,,50.05,4.23,0.68,,,32.4,28.41,,2.25,19.46,0.95,12.68,36.7,21.26,30.44,,13.27,,,21.65,,,10,30790147377.0,Beverages: Alcoholic,Consumer Non-Durables
BFAM,9.79,60.37,1.5,,,21.2,22.4,11.2,18.4,68.49,,9.13,64.17,2.46,0.09,0.03,114.75,0.51,,4.65,33.36,6.34,1.5,,,,45.86,28.4,38.68,26.44,21.27,3.09,3.33,2.18,0.32,8.61,3.22,,35.81,,17.5,9.13,113.49,21.92,3.45,,3.34,,7.26,5.41,80.81,40.12,,2.7,,,,,31.17,,0.9,,,21.86,44.23,,2.53,,0.51,2.17,13.24,5.88,7.09,,2.97,,0.61,56.53,,,10,5073462824.0,Miscellaneous Commercial Services,Commercial Services
BG,4.72,61.03,,23.4,8.8,23.6,29,,12.6,62.21,3.14,11.09,62.8,4.34,0.37,0.53,111.1,1.99,54.89,30.07,16.18,1.68,0.57,,0.21,2.39,5.98,5.2,8.45,8.51,7.05,0.3,0.32,16.72,0.41,3.79,13.9,2.44,13.18,,,,93.65,7.88,5.35,,3.22,,4.75,1.49,8.96,8.9,,0.29,,,,,7.46,0.8,1.3,,10.7,4.87,5.73,,,1.62,1.1,7.18,25.38,17.95,17.77,,11.37,,8.71,17.52,,,9,16933712176.0,Agricultural Commodities/Milling,Process Industries
BGC,79.04,72.86,,,,0.9,89.8,21,2.6,89.27,0.02,21.84,80.92,1.18,0.24,0.47,9.11,1.22,,176.03,13.43,4.71,1.34,,0.05,0.54,29.36,20.07,14.94,4.99,4.16,1.66,2.57,3.41,0.21,17.23,7.75,0.87,,0.12,,,5.78,45.02,1.69,,3.29,,6.84,4.95,75.92,10.72,,2.06,,,,,13.52,3.28,1.83,,,11.26,,,3.41,22.78,1.22,1.66,86.92,7.87,8.11,,5.48,,3.6,29.39,,,9,2653681184.0,Investment Banks/Brokers,Finance
BGNE,,49.57,,,,18,24.3,2.4,85.3,67.38,,,53.95,2.7,1.48,2.63,152.17,2.08,310.37,262.6,45.22,,0.32,,,,,,,,,4.47,5.27,,0.59,,,,,,,26.16,441.64,84.69,,,,,,4.73,,,,5.62,,,,,,,,32.72,9.93,,,,,4.81,1.84,,,,,,,,,,,,,22038513172.07468,Pharmaceuticals: Major,Health Technology
BHC,,72.39,,,,,,,3.6,86.94,,,81.84,0.05,0.17,0.03,7.42,1.22,193.57,84.17,77.01,9.6,,,,,22.9,10.4,31.12,12.69,6.38,2.56,2.69,4.37,,8.76,28.82,,2.07,23.51,,4.93,9.26,70.82,1.22,,,,18.66,,,,,0.31,,,,,3.49,,0.34,,,2.49,,,0.52,,0.85,,47.59,4.69,,,10.55,,,,,,2,3104128054.0,Pharmaceuticals: Major,Health Technology
BHP,,51.21,,,24.8,16.2,19.1,8.2,12.4,45.59,18.22,,51.11,3.59,0.7,0.47,59.27,1.57,113.92,130.91,31.74,0.99,0.54,,1.2,5.14,9.24,7.11,12.88,7.1,5.53,3.02,2.91,10.82,0.41,22.42,8.17,5.14,10.41,22.45,,,59.13,70.43,7.09,,13.34,,28.27,3.63,20.34,20.95,1.66,2.72,,,,,12.15,1.88,1.02,,,7.27,12.2,0.96,0.62,3.78,1.22,7.68,25.59,21.53,17.47,,11.05,,0.55,16.74,,,9,149060748001.38754,Steel,Non-Energy Minerals
BIDU,,68.16,,5.3,,,,6.1,3.8,88.04,,,78.16,1.99,2.31,2.02,99.07,2.79,7.49,205.24,29.97,3.25,0.36,,,,6.5,6.5,4.95,7.1,7.1,1.18,1.33,15.38,0.6,27.42,14.8,,10.02,,18.18,5.2,136.03,51.71,6.96,,14.74,,16.56,1.01,13.22,3.23,2.02,1.88,,,,,6.78,0.42,0.45,18.52,4.93,6.78,13.24,,0.59,1.23,2.79,4.83,74.73,8.29,8.22,,8.7,,4.02,12.77,,,10,48169995936.37334,Internet Software/Services,Technology Services
BIIB,,63.63,1.7,13.3,,,,,,82.31,,,69.95,3.49,0.33,0.16,230.06,2.1,321.95,65.56,79.03,3.3,0.46,,,,25.58,19.14,31.4,15.03,11.79,4.24,4.17,3.91,0.57,13.29,3.83,,14.65,,9.56,,240.59,75.03,7.43,,12.07,,19.5,2.19,28.72,16.06,,3.47,,,,,26.06,5.82,0.78,,,20.32,79.09,,0.75,47.53,1.32,4.44,27.84,6.95,8.02,,8.18,,,10.92,,,10,36899536231.0,Biotechnology,Health Technology
BILI,,63.59,,14,,,5,18.2,12.9,77.4,,35.12,67.89,2.19,0.82,2.62,16.71,1.03,6.26,94.83,22.72,,0.36,,,,,,72.3,,58.39,1.71,1.81,,0.46,2.66,1.24,,,,,11.91,21.17,25.7,,,,,,3.57,,,,2.13,,,,,79.43,,,,,79.43,,,4.83,6.45,1.03,,,,,,,,19.54,,,,,5694428123.33465,Packaged Software,Technology Services
BILL,,46.73,,62.6,,,,,40.6,44.83,,,48.12,0.91,0.47,1.48,51.26,1.63,,13.07,8.4,16.89,0.3,,,,,67.22,18.71,20.8,53.96,3.31,3.88,,0.45,20.74,4.74,,22.49,,17.05,17.23,193.53,82.14,,,,,,1.34,,75.94,,4.47,,,,,21.64,3.67,,,4.66,19.8,144.02,,,3.99,1.63,,,,,,,,6.56,,,,,11665850671.0,Packaged Software,Technology Services
BIO,,63.61,1.5,,,,3.5,,2.7,85.09,,,71.83,2.83,3.53,1.18,304.15,6.57,232.52,40.25,66.72,,0.16,,,,,,43.79,24.75,17.75,3.08,3.12,,0.72,7.12,2.15,,27.96,23.34,,3,453.19,53.37,6.49,,,,12.31,0.96,,29.64,,3.37,,,,,47.66,1.17,0.89,,,25.5,,,0.86,1.04,4.89,,,,,,2.23,,5.02,11.08,,,8,10954690016.000002,Medical Specialties,Health Technology
BIP,,65.76,,5.4,6.5,21.7,9.6,15,26.8,81.04,6.11,,72.59,0.44,0.25,0.05,30.97,0.79,12.75,111.72,79.42,6.08,8.03,,5.32,5.05,11.85,7.44,66.48,,,5.39,3.2,8.44,0.06,4.92,6.49,5.25,35.5,25.54,76.29,,45.39,25.11,1.75,,2.42,,22.96,2.36,99.9,106.06,4.8,0.75,,6.81,0.51,,15.34,,0.35,,,3.22,15.25,4.77,0.93,,0.75,0.49,11.43,6.18,7.35,,3.82,,,75.54,,,10,21344390856.0,Alternative Power Generation,Utilities
BIPC,,65.17,,50.1,18.2,26.9,,,,80.61,4.37,,71.57,0.41,0.07,0.03,36.19,0.43,,276.38,90.35,3.97,,,0.5,4.37,8.26,5.24,12.56,,,,6.15,12.11,,49.55,30.17,4.49,,,,,51.49,66.63,2.39,,15.46,,64.26,,12.3,11.75,39.17,1.57,,,,,3.33,,,,,2.43,4.87,,,,0.43,2.41,20.86,16.77,,,6.39,,,,,,5,4182775059.205295,Gas Distributors,Utilities
BJ,34.39,65.25,1.1,67.7,,9.8,8.6,,10,82.23,,33.94,70.12,4.84,0.01,0.01,90.39,0.74,34.13,27.73,3.99,2.87,1.9,,,,19.28,14.75,46.55,18.93,13.86,0.73,0.74,5.19,0.22,1.59,2.67,,23.31,20.73,7.75,5.35,77.49,18.08,12.82,,2.57,,3.92,7.86,23.48,23.12,1.32,0.61,,,,,37.95,5.47,,,,15.16,22.83,1.31,1.79,29.06,0.14,7.76,21.16,18.84,38.69,,10.57,,2.63,,,,9,9278294719.0,Specialty Stores,Retail Trade
BKE,5.38,63.16,,0.7,32.6,14.9,18.3,,11.1,82.65,5.81,,71.11,5.57,1.42,0.9,39.02,2.18,78.62,31.78,2.42,1.15,0.75,,0.33,3.61,7.71,7.12,9.42,8.48,7.76,1.68,1.61,12.97,0.48,17.12,10.72,3.61,10.43,30.77,,,35.67,48.88,,,17.07,,20.93,4.57,9.2,9.2,0.47,1.59,,,,,9.2,1.37,1.22,,,7.78,9.07,0.41,0.8,4.57,1.54,23.92,61.15,38.41,48.97,,35.78,,2.6,10.49,,,10,1690947485.0,Apparel/Footwear Retail,Retail Trade
BKH,,68.8,,4.9,4.8,2.1,1.4,,8.5,86.22,5.75,,76.84,0.91,0.11,0.03,57.29,0.73,40.22,41.52,37.56,5.79,1.32,,0.62,4.42,16.36,10.75,34.6,15.12,9.91,3.35,3.83,6.11,0.35,11.06,5.99,4.51,14.57,,3.76,1.65,63.48,38.32,2.7,,12.92,,22.99,1.18,14.11,14.11,10.08,1.83,,1.21,1.42,,16.33,1.11,0.86,,,4.59,24.93,,2.8,1.95,0.61,2.87,7.03,5.92,8.67,,4.67,,1.59,15.83,,,9,3718617967.0,Electric Utilities,Utilities
BKNG,39.02,53.42,5.7,,,71.8,,,52.4,42.21,0.44,10.68,49.2,5.94,0.95,0.92,4026.99,1.22,,,49.27,2.26,,,0.06,0.44,19.19,17.49,19.94,18.3,17.08,5.85,6.14,5.21,,30.78,4.96,0.89,22.88,14.04,16.63,8.69,3964.33,,6.7,,21.81,,28.07,,30.2,25.53,3.87,6.54,,2.21,1.83,,21.16,,0.91,,,20,23.68,2.27,2.61,,1.22,18.53,503.07,55.92,,,35.43,,4.96,55.19,,,10,112792568813.00002,Other Consumer Services,Consumer Services
BKR,,58.58,,,2.7,,,54.7,,60.95,2.52,2.28,59.25,1.69,0.21,0.45,34.5,1.25,88.1,75.72,78.39,1.57,0.39,,0.45,2.36,13.83,9.85,17.65,11.83,8.71,1.37,1.44,7.23,0.41,8.16,6.21,2.41,16.29,,22.2,6.08,34.09,20.52,14.53,,6.96,,10.7,2.24,19.27,19.44,,1.31,,,,,16.16,2.39,,,,10.17,13.4,,1.54,6.58,0.84,5.01,53.58,11.47,12.02,,7,,5.38,,,,4,36509085979.0,Contract Drilling,Industrial Services
BL,,48.37,,,,155.5,,30.3,9.8,53.27,,,52.73,1.75,2.04,0.88,47.95,2.3,,13.31,81.33,10.16,5.04,,,,35.47,22.51,24.36,50.71,32.46,5.65,5.14,2.82,0.13,21.1,4.33,,,,6.9,10.23,69.71,75.25,7.07,,12.44,,6.87,10.59,42.47,26.74,,5.67,,,,,27.06,,,,,22.52,31.67,,4.15,,2.3,3.74,255.06,5.85,36.04,,3.52,,0.12,,,,1,3391767130.0,Packaged Software,Technology Services
BLCO,,69.16,,,,,,,8.3,91.61,,,79.02,0.92,0.19,0.07,15.94,1.7,183.85,88.62,68.71,8.68,0.69,,,,75.09,18.49,,44.52,15.67,1.54,2.28,1.33,0.5,,,,145.3,,,8.03,0.0,60.74,0.64,,,,4.91,0.84,,,,1.32,,,,,,,,,,68.91,,,,,1.03,,6.29,1.18,,,3.01,,,,,,4,6161040343.0,Medical Specialties,Health Technology
BLD,52.07,64.55,1.3,25.5,,37.3,37.6,37.4,26.1,85.09,,14.65,73.01,5.65,1.24,0.6,431.91,2.81,38.75,47.06,58.74,1.53,0.6,,,,15.28,13.33,17.88,18.59,15.38,2.56,2.71,6.54,0.51,15.17,5.75,,17.12,23.12,9.77,5.39,291.59,31.12,11.86,,12.11,,17.16,5.07,21.77,21.42,0.58,2.54,,0.69,0.56,,16.63,12.68,,,,15.31,16.73,0.86,1.76,168.71,2.33,12.59,86.65,21.78,26.31,,17.87,,0.21,50.34,,,10,8268964786.0,Engineering & Construction,Industrial Services
BLDP,,48.71,,2.8,,,,,,77.1,,,57.15,2.66,10.2,24.82,2.67,11.66,181.32,52.67,89.67,,0.03,,,,,,,,,0.45,0.48,,0.91,,,,,,9.71,35.86,6.78,,,,,,,0.84,,,,7.8,,,,,,,0.96,1.29,1.11,,,,,0.88,10.88,,,,,,,,,,,,,1257536897.916084,Electrical Products,Producer Manufacturing
BLDR,8.52,55.03,,57.9,,55.8,76.4,124.4,22.2,84.48,,,67.11,4.2,0.39,0.16,152.73,2.21,43.25,32.3,32,1.61,0.86,,,,10.31,8.12,14.26,8.84,8.77,1.21,1.26,9.7,0.44,8.8,8.08,,11.77,26.33,,5.24,94.54,34.73,10.5,,8.57,,12.18,3.76,13.07,11.69,0.22,1.11,,0.37,0.41,,12.69,8.58,2.7,,,9.73,11.16,0.47,0.86,141.42,1.45,13.67,61.72,23.58,31.49,,18.03,,5.47,29.6,,,9,15909662313.000002,Home Improvement Chains,Retail Trade
BLK,6.08,71.98,0.9,4.6,11.3,4.5,3,3.4,4.2,91.86,4.24,,80.84,1.8,7.65,0.95,827.97,13.22,,,76.2,1.41,0.29,,0.51,2.45,15.71,14.89,32.2,16.41,15.84,6.1,6.71,6.37,0.32,20.85,3.11,2.47,19.78,10.88,11.37,11.2,771.24,47.39,20.26,,32.26,,35.89,3.1,21.04,20.88,2.78,6.79,,1.34,2.75,,32.59,4.37,1.21,,,29.98,20.97,2.58,1.72,20.58,13.22,4.85,76.48,6.49,15.28,,4.78,,2.51,24.25,,,10,104125152121.00002,Investment Managers,Finance
