Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
RBLX,,60.14,,,,,,,38,53.81,,,58.26,1.67,0.77,1.32,40.57,1.07,,42,40.78,,25.45,,,,,,108.67,,201.41,7.09,8.6,,0.01,7.92,0.9,,,,8.13,24.83,56.3,77.04,,,,,,368.82,,,,8.62,,,,,110.83,,,,,48.72,,,,,1.07,,,,,,,,,,,,,17214047785.0,Packaged Software,Technology Services
RCI,,53.89,,1.3,,8.8,11,,10.2,62.99,3.99,,57.87,0.88,0.04,0.01,38.16,0.65,16.25,124.04,83.23,5.62,4.37,,0.43,3.87,20.27,8.77,45.72,15.07,7.48,3.58,3.54,4.93,0.15,7.91,5.84,3.8,10.85,10.79,9.16,4.02,56.59,45.44,2.15,,4.3,,22.83,2.65,32.15,11.21,2.73,1.36,,0.9,1.36,,17.36,,0.67,,,4.85,10.23,2.13,1.19,,0.6,1.26,13.85,5.96,8.11,,4.28,,,15.39,,,10,22071733053.297974,Wireless Telecommunications,Communications
RCKT,22.92,66.55,,,,,,,,71.88,,,70.9,,10.02,,,10.47,,,,,,,,,,,,,,149.67,,,,,,,,,77.03,,,,,,,,,5.07,,,,,,,,,,,,8.23,7.79,,,,,5.93,10.47,,,,,,,,,,,,,1888323692.0,Biotechnology,Health Technology
RCL,59.99,41.57,,,,,,,68.3,26.99,,30.73,35.58,1.32,0.04,0.02,155.14,0.19,10.49,34.54,9.56,4.01,3.62,,,,15.54,11.21,,14.4,10.44,3.69,3.97,6.44,0.16,,,1.05,14,16.32,28.81,11.57,145.07,46.28,2.61,,16.31,,24.03,6.65,16.92,15.39,,2.82,,,,,,2.29,1.15,,,9.32,21.14,,,7.68,0.17,7.23,13.02,15.7,52.81,,9.16,,3.39,,,,7,24956409272.000004,Hotels/Resorts/Cruise lines,Consumer Services
RCM,,54.71,,108.2,,,,104.7,,49.38,,21.64,54.37,1.6,0.45,0.07,12.69,1.79,,4.8,41.82,5.79,0.85,,,,62.93,18.63,33.64,,14.82,2.95,3.33,1.59,0.49,9.89,4.28,,106.06,5.25,,12.38,17.76,20.75,1.76,,,,10.49,1.89,,122.02,3.54,2.41,,,,,24.68,,1.26,,,16.91,52.25,,1.85,,1.79,,33.45,2.52,,,10.72,,,,,,5,6485477328.0,Miscellaneous Commercial Services,Commercial Services
RCUS,,57.67,,,,,,,3.6,75.24,,0.2,63.88,0.96,4.88,90.46,15.87,5.22,,,59.14,,0.02,,,,,,,,,,1.92,,0.55,,,,,,,20.28,31.06,,,,,,,2.04,,,,5.43,,,,,,,,3.53,3.02,,,,18.03,2.04,5.22,,,,,,,,,,,,1,1532540307.0000002,Biotechnology,Health Technology
RDNT,76.07,53.76,,42.5,,4.9,,,5.9,46.94,,55.98,51.97,2.25,1.23,0.35,60.97,1.86,,70.37,38.39,4.92,1.75,,,,46.25,18,341.62,,,,3.36,2.16,0.29,0.98,0.36,,,3.66,57.81,7.66,27.98,13.68,1.5,,1.28,,5.87,5.16,203.23,109.46,16.1,2.48,,9.48,17.99,,207.36,15.44,3.58,,,19.62,,,7.96,49.17,1.86,0.79,10.04,5.31,3.49,,4,,,265.09,,,9,1932197662.0,Medical/Nursing Services,Health Services
RDY,5.85,68.12,,17.3,17,30,33,,13.7,69.85,1.15,3.58,68.74,9.21,0.85,4.07,82.02,2.58,178.15,81.29,98.85,0.23,0.07,,0.13,0.59,14.66,12.2,60.36,16.2,13.17,3.54,3.87,6.82,0.72,6.43,1.59,0.58,24.17,21.97,,5.01,71.42,58.61,38.17,,19.95,,23.39,4.13,20.34,22.17,0.96,4.17,,,,,64.46,2.21,1.21,,8.22,25.54,22.3,0.92,2.34,4.84,1.92,15.78,54.04,27.79,21.79,,22.52,,0.67,38.87,,,10,11652751801.924482,Pharmaceuticals: Major,Health Technology
REG,,60.53,,1.5,3.3,15.6,41.7,11.5,7.7,53.78,4.72,,58.3,1.38,0.6,0.04,66.24,1.35,,295.38,43.97,5.51,0.72,,0.91,4.05,31.19,18.69,23.62,32.35,18.09,14.09,12.52,3.21,0.56,53,5.93,4.09,34.5,12.58,4.8,5.91,69.19,69.83,2.9,,27.56,,34.87,1.8,32.31,22.86,4.48,8.67,,1.66,1.42,17.32,16.37,1.4,0.87,,,16.37,,3.29,1.04,1.92,1.35,3.19,175.91,4.81,5.68,,4.13,,0.81,35.23,,,10,11832926742.0,Real Estate Investment Trusts,Finance
REGN,46.27,58.16,,32.1,,5,7.9,22.8,16,61.65,,13.73,57.86,12.11,2.94,3.89,1077.19,5.27,520.98,120.63,148.86,0.59,0.1,,,,26.97,24.39,28.23,21.8,20.28,8.02,8.47,3.71,0.79,30,3.31,,24.61,21.81,11.04,7.18,737.26,86.32,56.1,,29.45,,30.45,4.4,31.82,28.03,1.58,9.38,,0.9,1,,31.33,2.39,1.19,37.78,10.33,25.87,43.1,1.49,1.75,4.58,4.51,12.03,45.67,14.33,15.38,,19.71,,1.5,37.88,,,10,89387249461.0,Pharmaceuticals: Major,Health Technology
RELX,38.73,58.67,0.9,19.2,6.9,10.9,18.7,17.8,9.5,68.67,2.15,9.08,61.18,4.49,0.03,0.02,47.02,0.48,35.58,17.02,81.68,,2.17,,0.57,1.57,29.4,23.03,37.36,25.71,20.24,7.88,8.33,3.4,0.22,21.61,2.86,1.61,30.72,7.67,13.92,6.05,38.37,64.89,,,19.44,,28.77,21.18,37.02,36.11,6.94,7.54,,2.71,2.58,,35.01,,1.58,,,28.26,34.65,7.15,3.55,,0.42,11.59,1074.53,25.86,49.23,,12.29,,1.68,45.21,,,10,65494446979.65019,Miscellaneous Commercial Services,Commercial Services
RELY,,62.78,,,,,,23.7,45.7,70.79,,,67.32,3.67,0.78,1.75,13.59,2.64,,14.63,96.89,,0.3,,,,,,,,,,2.53,,0.51,,,,,,,,21.54,57.64,,,,,,4.75,,,,2.48,,,,,,,,,5.91,,,,,5.46,2.64,,,,,,,,,,,,,4711164612.0,Miscellaneous Commercial Services,Commercial Services
REPL,,61.71,,,,,,,,60.11,,11.95,61.47,,10.4,,,10.72,,,,,,,,,,,,,,12.55,,,,,,,,,23.25,,,,,,,,,1.65,,,,,,,,,,,,2.01,1.93,,,,,1.65,10.72,,,,,,,,,,,,,1055444175.9999998,Biotechnology,Health Technology
RES,,65.87,,17.4,,,,154.4,39.2,80.11,2.27,,71.85,6.46,1.73,9.23,7.11,4.61,34.15,29.05,83.82,0.1,0.03,,0.3,2.27,8.24,4.62,6.4,,,1.24,0.86,12.14,0.8,13.46,12.91,2.27,,,,,8.24,19.73,249.14,,8.08,,8.98,1.44,12.93,12.93,,1.03,,,,,7.66,0.95,0.73,,3.54,3.79,5.34,,1.08,1.53,3.86,9.28,18.92,13.55,11.61,,10.77,,3.64,35.55,,,6,1895742592.0,Oilfield Services/Equipment,Industrial Services
REXR,,61.74,,16.2,20.9,13.5,34.6,,13,56.19,7.69,,60.29,1.75,0.28,0.04,49.31,0.92,,258.54,58.78,5.46,0.42,,1.43,3.25,40.07,23.06,117.11,,,,16.31,2.5,0.65,13.92,1.12,3.39,,13.61,18.43,9.95,63.56,77.32,4.52,,30.8,,38.32,1.36,41.09,44.22,4.25,12.06,,,,22.5,86.51,1.66,0.87,,,22.66,34.66,3.75,1.3,1.41,0.92,2.37,,3.24,3.47,,2.99,,,74.71,,,10,10718454864.0,Real Estate Investment Trusts,Finance
REYN,1.79,56.01,,7,16,,,44,3.9,76.86,3.31,4.26,63.45,2.67,0.26,0.07,27.91,2.11,79.4,32.15,34.4,2.74,0.97,,0.59,3.31,13.26,10.88,14.01,13.75,11.29,2.11,2.05,7.54,0.41,14.65,9.28,3.31,16.71,5.01,9.11,,28.22,26.58,3.93,,8.89,,14.81,2.95,17.78,17.78,,1.57,,,,,10.78,,,,,8.92,10.7,,,,1.01,6.81,43.71,13.18,17.28,,9.7,,5.95,,,,8,5403537432.0,Household/Personal Care,Consumer Non-Durables
REZI,4.58,69.05,,10.7,,17.6,76,18,1.7,76.46,,13.64,72.92,2.08,0.44,0.42,22.39,1.93,78.61,72.43,58.15,3.11,0.52,,,,11.34,8.95,12.21,,4.98,0.67,0.67,8.82,0.43,5.5,10.4,,13.02,24.22,15.47,2.3,21.15,27.12,9.57,,3.17,,9.45,1.18,16.83,15.03,0.74,0.54,,,,,9.7,,,,,7.37,10.57,0.6,0.85,,1.26,3.01,32.35,7.27,7.29,,7.8,,0.28,,,,8,2368349848.0,Electronics Distributors,Distribution Services
RGEN,,62.26,,8.2,,9.7,2,25.5,18.6,77.9,,,69.36,6.25,4.38,1.06,138.0,6.35,229.87,22.51,72.09,6.94,0.37,,,,213.28,73.65,71.5,96.49,68.62,12.44,12.89,0.47,0.69,18.03,1.42,,95.98,20.68,16.23,10.64,158.22,42.63,,,2.44,,,3.91,552,140.1,4.52,12.9,,4.48,3.7,,71.33,8.97,0.95,,30.33,52.92,94.69,5.6,3.42,12.92,5.24,0.56,6.07,1.56,0.75,,,,,125.45,,,10,9227671118.0,Pharmaceuticals: Major,Health Technology
RGLD,2.11,56.98,,8.3,11.3,8.1,6.2,30.7,6.6,33.57,1.85,8.56,50.84,14.47,1.79,0.94,135.65,2.5,15.48,13.96,25.71,0.32,0.05,,0.46,1.18,29.35,19.31,20.01,24.69,12.33,10.4,15.21,3.41,0.88,76.05,4.98,1.19,20.19,10.67,21.35,10.59,111.66,56.97,11.13,,38.12,,50.1,3.06,40.01,39.9,1.23,15.27,,,,,20.05,2.33,1.17,,,20,106.02,4.24,2.39,3.06,2.35,6.55,9.72,9.09,7.81,,7.29,,3.77,63.99,,,8,7394580987.000001,Precious Metals,Non-Energy Minerals
RH,,59.42,4.4,,,6.7,,,10.4,67.85,,,62.5,1.54,0.11,0.03,289.79,1.19,166.26,39.04,6.98,7.94,,,,,25.59,18.87,,21.15,15.87,2.74,2.91,3.91,,,,,33.14,16.71,48.99,9.11,351.83,45,1.34,,2.72,,10.66,,80.27,71.91,4.7,1.91,,2.3,,,,,0.99,,,35.77,,5.19,1.94,,0.34,1.86,13.53,9.71,,,8.12,,0.4,33.23,,,9,5586114300.999999,Specialty Stores,Retail Trade
RHP,3.41,51.99,,36.7,59.4,,,,57.3,52.86,4.22,,52.64,1.41,1.01,0.13,102.34,1.59,3.13,75.44,20.17,5.17,6.62,,0.86,4.22,19.95,13.47,32.24,,12.38,3.91,4.16,5.01,0.1,12.91,4.62,4.31,,,,5.63,118.01,30.83,1.95,,13.35,,20.35,11.56,21.19,20.85,,2.85,,,,12.21,21.9,3.73,0.96,,,11.71,20.45,,4.13,15.03,1.59,6.01,12.06,10.37,67.58,,15.33,,,54.15,,,8,5140728660.0,Real Estate Investment Trusts,Finance
RILY,,50.69,,,50.4,,,,21.3,62.29,272.5,,55.53,0.43,0.66,0.08,17.99,3.49,67.14,32.11,28.48,17158.23,9.99,,,16.65,,19943.04,26.44,,,,1.71,,0.05,6.45,18.41,11.12,,15.59,,,61.59,61.45,0.68,,,,8.02,2.37,,,,0.34,,,,,5.4,,0.28,,,5.06,,,1.47,,3.13,,,,,,1.64,,25.18,7.93,,,7,1398353234.0,Investment Banks/Brokers,Finance
RIO,,43.69,,7.1,3.8,3.2,2,,8.7,55.68,12.36,,45.96,2.96,0.77,0.68,64.7,1.69,110.61,56.19,18.61,0.68,0.26,,0.61,6.71,6.97,5.21,13.36,6.37,4.79,2.11,2.03,14.35,0.53,14.94,7.72,6.71,8.72,15.37,,,64.71,59.96,8.03,,18.61,,29.08,1.88,10.49,9.83,1.67,1.9,,0.46,0.48,,12.79,0.93,0.9,,,6.83,8.01,1.63,0.61,2,1.17,10.01,23.56,17.73,19.01,,13.32,,6.01,10.13,,,9,110453113491.712,Other Metals/Minerals,Non-Energy Minerals
RIOT,,53.94,,32.3,,45.2,,,77.3,49.42,,,53.01,15.04,7.43,29.12,10.63,8.47,,23.85,21.54,,0.01,,,,,,,,19.01,6.38,9.25,,0.95,,,,20.44,,,46.44,10.31,16.89,,,76.03,,,1.15,12.22,,,7.29,,,,,,,0.22,5.16,4.39,,17.26,,,1.16,8.47,12.49,,,13.56,,,,,,,,,1995743894.0,Information Technology Services,Technology Services
RIVN,,56.62,,,,,,,,37.43,,,50.56,,3.27,1.53,16.3,4.71,124.44,53.45,18.86,,0.64,,,,,,,,,2.68,2.7,,0.51,,,,,,29.81,30.46,0.0,,,,,,,2.02,,,,3.12,,,,,,,,85.79,4.48,,,,,2.02,3.55,,,,,,,,,,,,,22930169974.0,Motor Vehicles,Consumer Durables
RKLB,,59.41,,,,,,,86.7,58.85,,,58.68,1.74,2.12,1.03,5.32,3.12,174.88,44.16,42.64,,1,,,,,,,,,6.22,9.37,,0.41,,,,,,,51.95,9.12,24.51,,,,,,5.48,,,,9.16,,,,,,,,,106.4,,,,,7.71,2.69,,,,,,,,,,,,,2474632287.9999995,Aerospace & Defense,Electronic Technology
RL,40.2,45.11,4.7,2.9,,73.7,127.5,54.1,18.5,51.95,1.76,24.8,46.21,4.78,1.22,0.67,173.53,2.29,179.6,67.18,23.17,2.55,1.09,,0.29,1.76,13.94,10.89,12.63,12.66,10.05,1.69,1.72,7.17,0.37,13.65,8.32,1.9,15.73,,10.85,3.68,135.68,66.83,19.25,,9.75,,12.25,4.48,17.85,16.67,1.07,1.74,,,,,12.74,2.34,1.27,,,10.74,14.5,,1.68,7.39,1.68,9.51,35.2,15.67,26.35,,17.41,,6.65,31.67,,,8,7433686129.0,Apparel/Footwear,Consumer Non-Durables
RLAY,,64.33,,,,,19.3,,,58.29,,,64.21,4.77,20.18,14.33,8.22,20.73,,,2.28,,0.07,,,,,,,,,44.26,13.85,,0.89,,,,,,2.41,,197.8,,,,,,,1.46,,,,29,,,,,,,,1.66,1.61,,,,,1.46,20.73,,,,,,,,,,,,,1144392945.9999998,Biotechnology,Health Technology
RLJ,,47.04,2,,108,,,,43.3,49.41,0.59,,48.2,0.48,1.67,0.15,9.55,1.99,,54.43,10.05,6.73,1.01,,1.35,4.2,23.43,11.04,13.08,32.31,11.33,2.81,2.88,4.27,0.48,22.01,19.74,4.2,56.05,1.31,,3.38,15.19,28.82,1.58,,5.29,,10.91,0.76,34.11,33.87,,1.1,,,,6.47,5.07,1.07,0.49,,,5.07,,,0.39,0.76,1.99,1.44,120.52,3.48,3,,3.27,,7.68,30.81,,,8,1587394346.0,Real Estate Investment Trusts,Finance
RMD,,44.34,,17.7,4.1,10.4,14.7,,12.2,30.51,1.17,,40.73,10.48,0.31,0.2,208.54,3.04,170.35,31.32,57.21,0.78,0.25,,0.26,0.94,23.18,19.84,27.89,18.9,17.78,5.97,6.52,4.31,0.68,23.37,3.5,0.94,24.82,16.61,13.54,8.03,281.86,55.78,23.55,,20.91,,28.12,6.62,32.03,28.76,1.89,6.7,,1.55,2.49,,28.72,5.5,1.04,,184.55,25.68,30.85,1.98,2.52,23.7,1.97,14.12,62.37,21.42,22.37,,17.46,,1.04,48.72,,,10,21382712375.0,Medical Specialties,Health Technology
RNG,,69.81,,,,35.1,,,20.2,81.42,,,76.19,0.62,0.27,0.13,34.67,1.09,0.78,23.15,42.8,10.4,,,,,,30.18,14.68,19.24,7.81,1.92,2.04,,,13.91,9.81,,9.52,,12.04,7.73,47.91,70.08,,,,,,,,16.05,,1.46,,,,,10.43,,0.24,,,8.45,,,,,1.08,,,,,,,,10.51,,,,,2832962360.9999995,Packaged Software,Technology Services
RNW,4.45,45.63,2.9,17.6,,18.1,,,17.4,52.08,,,46.8,0.3,0.59,0.13,5.66,0.73,147.88,712.63,81.31,8.94,6.23,,,,13.27,10.09,,13.09,8.12,7.78,9.08,7.54,0.12,,,,,,102.09,17.69,7.66,95.28,1.22,,5.13,,71.01,1.63,47.56,49.22,5.29,2.11,,,,,,2.36,,,,2.16,,5.55,,2.55,0.72,0.51,9.01,8.19,3.95,,3.56,,,,,,2,2227034735.0,Alternative Power Generation,Utilities
ROAD,93.23,61.8,,9.6,,19,0.3,3.7,25.3,65.35,,28.18,63.69,4.48,0.17,0.1,61.55,1.64,23.3,34.24,58.45,2.54,0.89,,,,37.96,20.38,38.46,,14.11,1.75,2.24,2.63,0.4,5.83,2.99,,27.36,13.36,42.47,14.74,45.57,13.83,5.46,,3.68,,5.55,6.19,52.61,56.52,7.07,1.96,,,,,33.27,5.04,,,,16.98,26.24,4.41,4.84,10.09,1.28,5,14.58,10.17,12.28,,6.83,,,,,,8,1879711236.0,Engineering & Construction,Industrial Services
ROCK,6.18,66.6,2.2,9.6,,14,13.3,42.2,12.6,70.6,,,68.91,6.38,0.56,4.34,80.57,2.01,52.93,48.22,53.58,0.19,0.04,,,,15.28,12.99,10.82,,,1.65,1.71,6.54,0.71,15.8,8.86,,16.84,20.36,,,65.5,26.83,103.83,,8.31,,11.39,2.61,21.66,19.56,1.39,1.81,,,,,11.36,2.65,1.44,,16.24,10.55,12.99,1.2,1.11,8.07,1.49,9.06,63.8,15.47,12.91,,11.87,,4.09,43.79,,,9,2127526306.0000005,Metal Fabrication,Producer Manufacturing
ROG,,48.86,0.1,7.4,,,6,,4.2,36.7,,2.58,45.25,8.24,1.03,6.74,123.24,4.31,99.75,31.89,72.34,0.15,0.01,,,,26.37,16.93,20.34,0.11,0.09,0.03,2.54,3.79,0.85,13.05,4.9,,6.22,7.67,16.53,4.14,152.34,33.56,12.41,,6.75,,6.76,1.82,39.5,39.63,18.01,2.68,,,,,21.43,2.34,0.99,,8.31,14.62,43.51,,1.41,2.91,3.02,3.83,13.5,5.93,4.69,,3.29,,7.53,28.2,,,10,2619277743.0000005,Chemicals: Specialty,Process Industries
ROIC,,49.05,,,44.2,2,,9.6,3.2,37.82,3.71,,45.03,0.59,0.01,,13.04,0.32,,,64.85,7.13,1.24,,2.14,4.62,28,14.5,22.99,,,,9.57,3.57,0.42,41.6,8.39,4.62,,7.64,10.97,3.01,15.5,72.94,1.49,,10.4,,34.53,1.31,46.57,46.57,,5.16,,,,12.34,12.49,1.68,0.66,,,12.49,,,0.77,1.36,0.32,1.15,1276.12,3.97,2.72,,3.87,,1.83,32.6,,,10,1751452764.0,Real Estate Investment Trusts,Finance
ROK,,54.26,0.4,51.9,5,12.5,15.5,6.8,13,56.74,2.4,,54.56,4.91,0.13,0.12,272.21,1.11,95.34,67.7,84.16,2.29,1.16,,0.43,1.81,23.52,19.72,33.54,19.43,17.58,3.79,3.92,4.25,0.31,11.69,3.38,1.83,21.35,9.97,,2.27,308.25,40.08,11.14,,11.97,,17.1,8.76,26.61,24.33,3.12,3.56,,1.85,2.6,,29.97,,1.01,,,24.73,29.13,3.45,2.21,,0.74,9.39,75.19,19.13,31.23,,12.71,,4.76,30.45,,,10,32758099687.0,Electronic Equipment/Instruments,Electronic Technology
ROL,10.36,32.45,0.5,7.6,31,16.5,18.6,6.4,12.6,16.52,2.67,14.37,25.44,10.93,0.17,0.12,47.58,0.78,8.22,12.47,21.12,1.16,0.71,,0.6,1.22,35.53,30.54,44.36,32.94,29.43,6.85,7.11,2.81,0.45,16.04,2.25,1.27,46.22,18.91,11.98,8.41,47.38,52.56,21.71,,14.23,,19.67,18.66,50.62,49.56,3.24,7.14,,2.45,2.12,,44.58,,1.09,,,41.82,47.73,2.91,3.36,,0.72,17.36,143.86,31.37,38.34,,17.6,,0.71,75.52,,,10,18249151391.0,Other Consumer Services,Consumer Services
ROP,12.9,45.12,,17.8,,18.6,37.9,8.6,14.8,42.15,0.7,1.43,43.12,4.12,0.09,0.03,545.69,0.53,22.65,26.36,41.8,2.63,0.41,,0.12,0.53,32.29,23.34,31.89,33.49,23.53,9.54,10.03,3.1,0.61,31.44,3.54,0.55,29.94,5.91,10.36,9.42,570.08,69.9,8.84,,22.14,,28.66,3.22,40.42,31.04,7.39,8.95,,2.33,2.28,,28.47,,1.29,,,27.12,22.15,,1.96,,0.48,5.07,1864.23,7.89,8.35,,5.08,,,35.23,,,10,52908330748.0,Packaged Software,Technology Services
ROST,31.07,37.9,2,16.3,67.5,77.4,185.1,,19.6,21.53,1.74,4.92,30.99,5.57,0.95,0.8,141.91,1.54,57.47,51.43,2.87,1.87,1.18,,0.23,0.99,17.89,15.43,27.72,19.59,16.74,2.27,2.32,5.59,0.34,8.38,3.67,1.04,24.08,17.43,8.81,5.16,132.35,27.68,33.96,,9.6,,11.78,9.58,23.93,23.93,2.49,2.3,,2.07,1.52,,27.43,3.19,1.09,,,19.32,25.04,1.65,2.3,9.58,1.03,14.09,41.1,27.24,42.98,,23.93,,3.05,33.63,,,10,40016166708.0,Apparel/Footwear Retail,Retail Trade
RPAY,28.64,51.13,,7.9,,,29.4,75.3,3.5,62.62,,36.14,54.74,0.57,2.4,0.29,9.85,3.44,,109.27,43.72,4.42,0.54,,,,,12.23,26.65,35.03,10.64,3.83,4.03,,0.54,15.13,5.08,,10.23,,,8.17,11.33,76.58,,,,,,1.11,,,,2.96,,,,,19.5,,,,,8.29,,,1.01,,3.44,,,,,,,,1.57,,,,3,1411517172.0,Miscellaneous Commercial Services,Commercial Services
RPD,,46.62,,,,13.1,,,16.7,40.77,,,43.81,0.5,0.79,0.4,38.62,1.19,,16.58,62.09,,,,,,,,27.22,32.55,26.76,3.67,3.84,,,14.1,4.69,,17.9,,17.97,9.1,53.84,70.41,0.11,,,,0.85,,,19.81,,3.05,,,,,21.89,,,,,19.04,,,15.03,,1.19,,,,,,0.56,,,,,,,2798970224.0,Information Technology Services,Technology Services
RPM,3.56,62.9,0.2,13.3,6.3,6.3,7.1,14.4,6.5,66.97,2.06,0.32,65.21,4.64,0.16,0.1,118.37,1.97,91.12,54.8,66.15,2.24,0.96,,0.38,1.58,19.11,16.07,19.06,16.97,14.06,2.29,2.36,5.23,0.38,12.38,5.96,1.58,21.12,14.44,,3.14,100.92,41.1,7.6,,8.02,,12.22,6.06,25.96,24.82,1.92,2.03,,,,,16.74,4.98,1.35,,,13.53,16.51,2.19,2.13,22.08,1.32,8.91,29.61,17.21,25.27,,12.6,,5.52,35.55,,,10,12233288766.0,Industrial Specialties,Process Industries
RPRX,,72.74,,5.6,38.7,,30.7,,,88.21,2.85,,80.5,1.98,12.3,0.25,28.7,12.52,,,,4.48,0.95,,0.75,2.85,12.86,12.86,6.73,8.75,8.75,6.85,7.87,7.78,0.4,116.98,20.18,2.92,10.24,,31.81,10.71,34.31,,5.09,,35.69,,41.97,1.99,16.21,26.48,,7.71,,,,,6.57,1.53,,,,6.57,,,,1.99,12.52,4.84,,8.58,12.72,,6.31,,8.43,,,,7,16929269379.999998,Pharmaceuticals: Major,Health Technology
RRC,7.88,35.64,0.7,33,,,,,13,28.62,1.03,12.24,32.54,1.6,0.2,0.14,31.39,0.58,,27.64,32.93,1.77,0.48,,0.35,1.03,13.47,8.91,41.01,13.03,8.32,3.63,3.98,7.42,0.53,9.7,2.98,1.03,13.55,,42.37,8.02,18.02,25.75,3.23,,20.58,,16.71,1.97,15.7,34.27,,3.23,,,,,33.15,1.73,1.77,,,8.81,28.75,,1.25,1.97,0.58,6.77,11.06,10.86,13.13,,4.89,,3.12,,,,5,7730506869.0,Oil & Gas Production,Energy Minerals
RRR,4.54,54.5,6.2,,115.4,16.6,,,,47.22,1.71,,51.41,1.5,0.42,0.04,58.04,0.9,7.67,9.15,11.34,4.68,25.53,,0.33,1.71,11.73,9.18,,,,3.48,3.66,8.53,0.03,,,1.71,18.76,21.3,,6.24,45.62,62.81,2.86,,9.21,,32.27,25.57,20.58,19.22,2.71,2.75,,,,,,,,,,12.47,213.4,0.84,19.03,,0.85,4.48,22.02,16.64,141.36,,14.69,,,39.75,,,8,4641629594.0,Hotels/Resorts/Cruise lines,Consumer Services
RSG,26.96,38.01,,3.9,7.5,17.8,16.4,16.2,14.2,22.39,1.56,13.31,31.31,2.82,0.11,0.04,192.16,0.59,3.92,48.9,41.82,2.89,1.2,,0.36,1.1,25.28,15.87,37.6,23.27,15.19,4.5,4.66,3.96,0.35,12.38,3.19,1.2,31.88,14.52,10.83,6.48,178.17,40.81,5.75,,12.11,,19.36,5.48,32.19,31.97,3.23,3.94,,1.77,1.56,,31.51,,1.49,,,16.09,26.04,2.69,2.06,,0.56,6.1,25.35,10.66,17.82,,7.97,,0.64,46.98,,,10,47493179179.0,Environmental Services,Industrial Services
RSI,157.58,62.21,,,,49.1,,,23.7,65.26,,73.15,63.64,4.63,1.24,158.11,10.21,1.6,,16.99,5.47,0.39,0.02,,,,,204.1,36.57,,,0.76,0.85,,0.18,2.32,2.13,,111.4,,,14.75,6.21,32.68,,,,,,13.26,,,,0.98,,,,,48.62,,,,,15.4,,,,,1.6,,,,,,,,0.05,,,,1,1145564978.0000002,Casinos/Gaming,Consumer Services
RTO,,55.22,,38.8,,13.7,14.7,,12.2,51.42,1.82,13.26,53.78,2.14,0.59,0.33,30.38,1.04,82.53,143.57,60.45,4.01,1.14,,0.38,1.82,21.73,12.9,30,16.17,12.17,2.72,2.82,4.6,0.37,9.2,4.14,1.82,17.28,23.92,8.81,3.76,46.68,83.26,3.79,,7.25,,13.81,2.78,30.87,20.57,0.72,2.15,,,,,23.46,,0.83,,,16.43,20.29,0.8,1.54,,0.96,3.53,73.97,8.14,9.63,,5.82,,4.25,30.69,,,9,18784835608.5574,Miscellaneous Commercial Services,Commercial Services
RUM,,57.58,,,,,,,149.1,56.84,,,58.08,20.25,6.04,63.28,6.37,6.75,,56.04,26.96,,0.01,,,,,,,,,17.68,21.23,,0.8,,,,,,37.68,28.44,0.0,,,,,,,8.49,,,,15.9,,,,,,,,13.55,11.58,,,,,10.11,6.75,,,,,,,,,,,,,2620422355.0,Internet Software/Services,Technology Services
RUN,,68.69,,,,,,,16.4,79.44,,,73.08,,0.38,0.04,16.33,1.31,119.34,55.3,34.7,,2.23,,,,,,,,81.58,7.03,7.06,,0.25,,,,,,16.22,9.32,26.14,7.64,,,,,,0.7,,,,1.71,,,,,,,,,,,,,,1.75,0.99,,,,,,,,,,,,5,3270781566.0,Alternative Power Generation,Utilities
